bill_length_mm,flipper_length_mm,Adelie,Gentoo,Chinstrap
3.622500000000000142e+01,1.948625000000003524e+02,8.313731213952523236e-01,1.637466217717412631e-01,4.880256833006388177e-03
3.656875000000000142e+01,1.948625000000003524e+02,8.232382083472379319e-01,1.715438641570097011e-01,5.217927495752443245e-03
3.691250000000000142e+01,1.948625000000003524e+02,8.138533787811758069e-01,1.805269803904909487e-01,5.619640828333321604e-03
3.725625000000000142e+01,1.948625000000003524e+02,8.030518385106518719e-01,1.908495777687522765e-01,6.098583720595790805e-03
3.760000000000000142e+01,1.948625000000003524e+02,7.906582761350142707e-01,2.026709477733267539e-01,6.670776091658957123e-03
3.794375000000000142e+01,1.948625000000003524e+02,7.764952029152444313e-01,2.161491441157992743e-01,7.355652968956286585e-03
3.828750000000000142e+01,1.948625000000003524e+02,7.603923324456625110e-01,2.314309131216457094e-01,8.176754432691840310e-03
3.863125000000000142e+01,1.948625000000003524e+02,7.421992585826776567e-01,2.486381871548513645e-01,9.162554262470944122e-03
3.897500000000000142e+01,1.948625000000003524e+02,7.218011521476759285e-01,2.678513643223474627e-01,1.034748352997662268e-02
3.931875000000000142e+01,1.948625000000003524e+02,6.991363628186730850e-01,2.890903868752918160e-01,1.177325030603506087e-02
3.966250000000000142e+01,1.948625000000003524e+02,6.742137670022040341e-01,3.122956045420301474e-01,1.349062845576576124e-02
4.000625000000000142e+01,1.948625000000003524e+02,6.471266968397202390e-01,3.373113106101086611e-01,1.556199255017110851e-02
4.035000000000000142e+01,1.948625000000003524e+02,6.180597356251801289e-01,3.638752516579606411e-01,1.806501271685934454e-02
4.069375000000000142e+01,1.948625000000003524e+02,5.872850348469821347e-01,3.916168787347975022e-01,2.109808641822036659e-02
4.103750000000000142e+01,1.948625000000003524e+02,5.551463755157656221e-01,4.200653639826356089e-01,2.478826050159871341e-02
4.138125000000000142e+01,1.948625000000003524e+02,5.220317978975503870e-01,4.486656355684845998e-01,2.930256653396509994e-02
4.172500000000000142e+01,1.948625000000003524e+02,4.883385657972977856e-01,4.767976134745802730e-01,3.486382072812187205e-02
4.206875000000000142e+01,1.948625000000003524e+02,4.544365140735983633e-01,5.037915406330517598e-01,4.177194529334984224e-02
4.241250000000000142e+01,1.948625000000003524e+02,4.206366225000309766e-01,5.289318295724273478e-01,5.043154792754164090e-02
4.275625000000000142e+01,1.948625000000003524e+02,3.871707581374432827e-01,5.514438456640016195e-01,6.138539619855525736e-02
4.310000000000000142e+01,1.948625000000003524e+02,3.541864566832009231e-01,5.704628696578202263e-01,7.535067365897882286e-02
4.344375000000000142e+01,1.948625000000003524e+02,3.217583080784136573e-01,5.849925474686125115e-01,9.324914445297373400e-02
4.378750000000000142e+01,1.948625000000003524e+02,2.899157404805975946e-01,5.938721184728306124e-01,1.162121410465717791e-01
4.413125000000000142e+01,1.948625000000003524e+02,2.586857399149261050e-01,5.957874032866251612e-01,1.455268567984487615e-01
4.447500000000000142e+01,1.948625000000003524e+02,2.281470265977722234e-01,5.893751371947836271e-01,1.824778362074441496e-01
4.481875000000000142e+01,1.948625000000003524e+02,1.984870777036703560e-01,5.734686252673121265e-01,2.280442970290175175e-01
4.516250000000000142e+01,1.948625000000003524e+02,1.700437970478131666e-01,5.474886671311242070e-01,2.824675358210625986e-01
4.550625000000000142e+01,1.948625000000003524e+02,1.433040991606479297e-01,5.118809053512163310e-01,3.448149954881357671e-01
4.585000000000000142e+01,1.948625000000003524e+02,1.188357031942338243e-01,4.683813851883366630e-01,4.127829116174294155e-01
4.619375000000000142e+01,1.948625000000003524e+02,9.715843946249778929e-02,4.198782797008364098e-01,4.829632808366658980e-01
4.653750000000000142e+01,1.948625000000003524e+02,7.860517676345728233e-02,3.698264664894740372e-01,5.515683567470687221e-01
4.688125000000000142e+01,1.948625000000003524e+02,6.324008097914331217e-02,3.214600885541086805e-01,6.152998304667479657e-01
4.722500000000000142e+01,1.948625000000003524e+02,5.086881542238887166e-02,2.771743540124277927e-01,6.719568305651834050e-01
4.756875000000000142e+01,1.948625000000003524e+02,4.111974412523233119e-02,2.382968247956710750e-01,7.205834310790965036e-01
4.791250000000000142e+01,1.948625000000003524e+02,3.354568235016800598e-02,2.052109619841374910e-01,7.612433556656944544e-01
4.825625000000000142e+01,1.948625000000003524e+02,2.770550729165134271e-02,1.776514451676025341e-01,7.946430475407462168e-01
4.860000000000000142e+01,1.948625000000003524e+02,2.321112981824275528e-02,1.550054143644515048e-01,8.217834558173057191e-01
4.894375000000000142e+01,1.948625000000003524e+02,1.974466365098218046e-02,1.365370466574852282e-01,8.437182896915326191e-01
4.928750000000000142e+01,1.948625000000003524e+02,1.705717335014270836e-02,1.215227597085108829e-01,8.614200669413464295e-01
4.963125000000000142e+01,1.948625000000003524e+02,1.495896763862733340e-02,1.093169774258994226e-01,8.757240549354731174e-01
4.997500000000000142e+01,1.948625000000003524e+02,1.330767527063282663e-02,9.937426963137345470e-02,8.873180550979936632e-01
5.031875000000000142e+01,1.948625000000003524e+02,1.199716169283266548e-02,9.124824521630811591e-02,8.967545930908591423e-01
5.066250000000000142e+01,1.948625000000003524e+02,1.094838416673591698e-02,8.458019244695641481e-02,9.044714233863077046e-01
5.100625000000000142e+01,1.948625000000003524e+02,1.010230282823298617e-02,7.908465003675058114e-02,9.108130471350164292e-01
5.135000000000000142e+01,1.948625000000003524e+02,9.414572960531887927e-03,7.453538726095240707e-02,9.160500397785157345e-01
5.169375000000000142e+01,1.948625000000003524e+02,8.851645718028050211e-03,7.075319139833870230e-02,9.203951628836333221e-01
5.203750000000000142e+01,1.948625000000003524e+02,8.387930184137012968e-03,6.759580905237663750e-02,9.240162607634864189e-01
5.238125000000000142e+01,1.948625000000003524e+02,8.003734324384479543e-03,6.494991609874463390e-02,9.270463495768708206e-01
5.272500000000000142e+01,1.948625000000003524e+02,7.683769604053798316e-03,6.272481909019229918e-02,9.295914113057539563e-01
5.306875000000000142e+01,1.948625000000003524e+02,7.416060929328381970e-03,6.084756113721908471e-02,9.317363779334524310e-01
5.341250000000000142e+01,1.948625000000003524e+02,7.191147633730989724e-03,5.925913499969375636e-02,9.335497173665753268e-01
5.375625000000000142e+01,1.948625000000003524e+02,7.001493831420705846e-03,5.791155500257118977e-02,9.350869511660080402e-01
5.410000000000000142e+01,1.948625000000003524e+02,6.841049982938614271e-03,5.676558928367268081e-02,9.363933607333887466e-01
5.444375000000000142e+01,1.948625000000003524e+02,6.704924268982326123e-03,5.578899772170722166e-02,9.375060780093104063e-01
5.478750000000000142e+01,1.948625000000003524e+02,6.589134219436294619e-03,5.495515679360377798e-02,9.384557089869598467e-01
5.513125000000000142e+01,1.948625000000003524e+02,6.490417415309911522e-03,5.424198090492871049e-02,9.392676016797613103e-01
5.547500000000000142e+01,1.948625000000003524e+02,6.406085999489004312e-03,5.363107154913818175e-02,9.399628424513728486e-01
5.581875000000000142e+01,1.948625000000003524e+02,6.333913929454911516e-03,5.310704225038323512e-02,9.405590438201618664e-01
5.616250000000000142e+01,1.948625000000003524e+02,6.272048894839586664e-03,5.265697978581658500e-02,9.410709713193438075e-01
5.650625000000000142e+01,1.948625000000003524e+02,6.218942963459949715e-03,5.227001162598134132e-02,9.415110454105586335e-01
5.685000000000000142e+01,1.948625000000003524e+02,6.173297561334584183e-03,5.193695663491632031e-02,9.418897458037490678e-01
5.719375000000000142e+01,1.948625000000003524e+02,6.134019509623313271e-03,5.165004141945377103e-02,9.422159390709230475e-01
5.753750000000000142e+01,1.948625000000003524e+02,6.100185656545357299e-03,5.140266875235163097e-02,9.424971455911029805e-01
5.788125000000000142e+01,1.948625000000003524e+02,6.071014240893061152e-03,5.118922754823723026e-02,9.427397582108698604e-01
5.822500000000000142e+01,1.948625000000003524e+02,6.045841566287404704e-03,5.100493619230875297e-02,9.429492222414037617e-01
5.856875000000000142e+01,1.948625000000003524e+02,6.024102894741680848e-03,5.084571279333564842e-02,9.431301843119227479e-01
5.891250000000000142e+01,1.948625000000003524e+02,6.005316715018275617e-03,5.070806729142875863e-02,9.432866159935529016e-01
5.925625000000000142e+01,1.948625000000003524e+02,5.989071727627916578e-03,5.058901139893390991e-02,9.434219168734382377e-01
3.210000000000000142e+01,1.956000000000003638e+02,8.745888823513159327e-01,1.221689878579018257e-01,3.242129790782202585e-03
3.244375000000000142e+01,1.956000000000003638e+02,8.732767989391682084e-01,1.234351849075753793e-01,3.288016153256430926e-03
3.278750000000000142e+01,1.956000000000003638e+02,8.717573751921877667e-01,1.249011883276196222e-01,3.341436480192724705e-03
3.313125000000000142e+01,1.956000000000003638e+02,8.699975152740222484e-01,1.265987935902956329e-01,3.403691135682037142e-03
3.347500000000000142e+01,1.956000000000003638e+02,8.679587937747281767e-01,1.285648825482841318e-01,3.476323676987659421e-03
3.381875000000000142e+01,1.956000000000003638e+02,8.655966130098469158e-01,1.308422155927335406e-01,3.561171397419400468e-03
3.416250000000000142e+01,1.956000000000003638e+02,8.628592473486587089e-01,1.334803251678834679e-01,3.660427483457746878e-03
3.450625000000000142e+01,1.956000000000003638e+02,8.596867737063964565e-01,1.365365087141068023e-01,3.776717579496857800e-03
3.485000000000000142e+01,1.956000000000003638e+02,8.560098973371579323e-01,1.400769084870022718e-01,3.913194175839830591e-03
3.519375000000000142e+01,1.956000000000003638e+02,8.517486985283251322e-01,1.441776485246480943e-01,4.073652947026833344e-03
3.553750000000000142e+01,1.956000000000003638e+02,8.468113514798530916e-01,1.489259725696393533e-01,4.262675950507516937e-03
3.588125000000000142e+01,1.956000000000003638e+02,8.410929048960322785e-01,1.544212876908059584e-01,4.485807413161763124e-03
3.622500000000000142e+01,1.956000000000003638e+02,8.344742681918007055e-01,1.607759631819843660e-01,4.749768626214996223e-03
3.656875000000000142e+01,1.956000000000003638e+02,8.268216205929417306e-01,1.681156602443273917e-01,5.062719162730944418e-03
3.691250000000000142e+01,1.956000000000003638e+02,8.179865531189267625e-01,1.765788747183286711e-01,5.434572162744581193e-03
3.725625000000000142e+01,1.956000000000003638e+02,8.078073600894308814e-01,1.863152680931812466e-01,5.877371817387902313e-03
3.760000000000000142e+01,1.956000000000003638e+02,7.961120015649293391e-01,1.974822567677153029e-01,6.405741667355384014e-03
3.794375000000000142e+01,1.956000000000003638e+02,7.827233289736961197e-01,2.102392573975052081e-01,7.037413628798653079e-03
3.828750000000000142e+01,1.956000000000003638e+02,7.674671499902759875e-01,2.247389986727332534e-01,7.793851336990702781e-03
3.863125000000000142e+01,1.956000000000003638e+02,7.501835319786697154e-01,2.411154776847899972e-01,8.700990336540250988e-03
3.897500000000000142e+01,1.956000000000003638e+02,7.307413254136072567e-01,2.594685381372672794e-01,9.790136449125502044e-03
3.931875000000000142e+01,1.956000000000003638e+02,7.090551760729607578e-01,2.798457252595877298e-01,1.109909866745165292e-02
3.966250000000000142e+01,1.956000000000003638e+02,6.851033174326638386e-01,3.022229910929316032e-01,1.267369147440460843e-02
4.000625000000000142e+01,1.956000000000003638e+02,6.589433697139224222e-01,3.264868003452893186e-01,1.456982994078826442e-02
4.035000000000000142e+01,1.956000000000003638e+02,6.307225729047912788e-01,3.524208651337015219e-01,1.685656196150704320e-02
4.069375000000000142e+01,1.956000000000003638e+02,6.006788141442108708e-01,3.797006538547475496e-01,1.962053200104152753e-02
4.103750000000000142e+01,1.956000000000003638e+02,5.691298641787406742e-01,4.078975964205726057e-01,2.297253940068662292e-02
4.138125000000000142e+01,1.956000000000003638e+02,5.364504593005774424e-01,4.364925150042320290e-01,2.705702569519055981e-02
4.172500000000000142e+01,1.956000000000003638e+02,5.030397749735421309e-01,4.648947492979912388e-01,3.206547572846659561e-02
4.206875000000000142e+01,1.956000000000003638e+02,4.692845155042020822e-01,4.924606872618575437e-01,3.825479723394034637e-02
4.241250000000000142e+01,1.956000000000003638e+02,4.355243253319279195e-01,5.185040481759165543e-01,4.597162649215542907e-02
4.275625000000000142e+01,1.956000000000003638e+02,4.020260051241074661e-01,5.422911064680433491e-01,5.568288840784910848e-02
4.310000000000000142e+01,1.956000000000003638e+02,3.689713225106809324e-01,5.630174963575325098e-01,6.801118113178658553e-02
4.344375000000000142e+01,1.956000000000003638e+02,3.364608696544362787e-01,5.797695859700681131e-01,8.376954437549566368e-02
4.378750000000000142e+01,1.956000000000003638e+02,3.045343648671224313e-01,5.914832304286021802e-01,1.039824047042754579e-01
4.413125000000000142e+01,1.956000000000003638e+02,2.732064423220801896e-01,5.969265529519842683e-01,1.298670047259355143e-01
4.447500000000000142e+01,1.956000000000003638e+02,2.425156932378533803e-01,5.947494978403978783e-01,1.627348089217488247e-01
4.481875000000000142e+01,1.956000000000003638e+02,2.125815982482754107e-01,5.836521583704706861e-01,2.037662433812539309e-01
4.516250000000000142e+01,1.956000000000003638e+02,1.836567261621211422e-01,5.627050872220366040e-01,2.536381866158421983e-01
4.550625000000000142e+01,1.956000000000003638e+02,1.561509604824390107e-01,5.317820783245200689e-01,3.120669611930408371e-01
4.585000000000000142e+01,1.956000000000003638e+02,1.305994998817081865e-01,4.919448187290733077e-01,3.774556813892184226e-01
4.619375000000000142e+01,1.956000000000003638e+02,1.075622687369885699e-01,4.455334227263058611e-01,4.469043085367054302e-01
4.653750000000000142e+01,1.956000000000003638e+02,8.748246082101640564e-02,3.957986072114451637e-01,5.167189319675383752e-01
4.688125000000000142e+01,1.956000000000003638e+02,7.056820209750233608e-02,3.461753661116631631e-01,5.832564317908344176e-01
4.722500000000000142e+01,1.956000000000003638e+02,5.675441422833855942e-02,2.995377744293893918e-01,6.437078113422720627e-01
4.756875000000000142e+01,1.956000000000003638e+02,4.575212197194930552e-02,2.577606492551166029e-01,6.964872287729341194e-01
4.791250000000000142e+01,1.956000000000003638e+02,3.714514299007963538e-02,2.216797557776619687e-01,7.411751012322583820e-01
4.825625000000000142e+01,1.956000000000003638e+02,3.048489351975641401e-02,1.913225422876438375e-01,7.781925641925997450e-01
4.860000000000000142e+01,1.956000000000003638e+02,2.535519383606455596e-02,1.662213356588336244e-01,8.084234705051017711e-01
4.894375000000000142e+01,1.956000000000003638e+02,2.140348780926535494e-02,1.456818250683108718e-01,8.329146871224237803e-01
4.928750000000000142e+01,1.956000000000003638e+02,1.834775636334149210e-02,1.289626357272402324e-01,8.526896079094183900e-01
4.963125000000000142e+01,1.956000000000003638e+02,1.597030521225788896e-02,1.153734187212480389e-01,8.686562760664939820e-01
4.997500000000000142e+01,1.956000000000003638e+02,1.410657442131715150e-02,1.043164240709433949e-01,8.815770015077394328e-01
5.031875000000000142e+01,1.956000000000003638e+02,1.263350258960213753e-02,9.529532230173431984e-02,8.920711751086636276e-01
5.066250000000000142e+01,1.956000000000003638e+02,1.145940645398557320e-02,8.790795333056573846e-02,9.006326402154487543e-01
5.100625000000000142e+01,1.956000000000003638e+02,1.051590759697443138e-02,8.183289103250698804e-02,9.076512013705185788e-01
5.135000000000000142e+01,1.956000000000003638e+02,9.751788660618718532e-03,7.681496325645485734e-02,9.134332480829263634e-01
5.169375000000000142e+01,1.956000000000003638e+02,9.128439074135012710e-03,7.265203358550981205e-02,9.182195273403550573e-01
5.203750000000000142e+01,1.956000000000003638e+02,8.616525593491150201e-03,6.918383882250483952e-02,9.221996355840040849e-01
5.238125000000000142e+01,1.956000000000003638e+02,8.193573013897588811e-03,6.628295048479962426e-02,9.255234765013027332e-01
5.272500000000000142e+01,1.956000000000003638e+02,7.842207990058349884e-03,6.384762794160604715e-02,9.283101640683355527e-01
5.306875000000000142e+01,1.956000000000003638e+02,7.548881168207503822e-03,6.179624142099351958e-02,9.306548774107989974e-01
5.341250000000000142e+01,1.956000000000003638e+02,7.302933027357121944e-03,6.006294885843108805e-02,9.326341181142118186e-01
5.375625000000000142e+01,1.956000000000003638e+02,7.095906765713749266e-03,5.859435259477375341e-02,9.343097406395125537e-01
5.410000000000000142e+01,1.956000000000003638e+02,6.921039273913282171e-03,5.734691250135508928e-02,9.357320482247317717e-01
5.444375000000000142e+01,1.956000000000003638e+02,6.772881093429552850e-03,5.628493941028916980e-02,9.369421794962813355e-01
5.478750000000000142e+01,1.956000000000003638e+02,6.647010353122943284e-03,5.537903269290676139e-02,9.379739569539702337e-01
5.513125000000000142e+01,1.956000000000003638e+02,6.539815641631916907e-03,5.460485788406660435e-02,9.388553264743015880e-01
5.547500000000000142e+01,1.956000000000003638e+02,6.448329815928605102e-03,5.394218521674522260e-02,9.396094849673261029e-01
5.581875000000000142e+01,1.956000000000003638e+02,6.370101734151036380e-03,5.337412904670146147e-02,9.402557692191474414e-01
5.616250000000000142e+01,1.956000000000003638e+02,6.303096446439529661e-03,5.288654263868404481e-02,9.408103609148763535e-01
5.650625000000000142e+01,1.956000000000003638e+02,6.245616910043588071e-03,5.246753371454693227e-02,9.412868493754094068e-01
5.685000000000000142e+01,1.956000000000003638e+02,6.196242113912683348e-03,5.210707438795849494e-02,9.416966834981287393e-01
5.719375000000000142e+01,1.956000000000003638e+02,6.153777812289912448e-03,5.179668529943261268e-02,9.420495368882775278e-01
5.753750000000000142e+01,1.956000000000003638e+02,6.117217022538523445e-03,5.152917843001792592e-02,9.423536045474435463e-01
5.788125000000000142e+01,1.956000000000003638e+02,6.085708141962081416e-03,5.129844659705989907e-02,9.426158452609779692e-01
5.822500000000000142e+01,1.956000000000003638e+02,6.058529053843010777e-03,5.109929030879135914e-02,9.428421806373656899e-01
5.856875000000000142e+01,1.956000000000003638e+02,6.035065975347083528e-03,5.092727469042342830e-02,9.430376593342295610e-01
5.891250000000000142e+01,1.956000000000003638e+02,6.014796085615247735e-03,5.077861075216593550e-02,9.432065931622187760e-01
5.925625000000000142e+01,1.956000000000003638e+02,5.997273187240771512e-03,5.065005646759374036e-02,9.433526703451654560e-01
3.210000000000000142e+01,1.963375000000003752e+02,8.750873664211203939e-01,1.216883672947697559e-01,3.224266284109996751e-03
3.244375000000000142e+01,1.963375000000003752e+02,8.738540153232629004e-01,1.228787544870021675e-01,3.267230189735024441e-03
3.278750000000000142e+01,1.963375000000003752e+02,8.724258887387306149e-01,1.242568849905579809e-01,3.317226270711525187e-03
3.313125000000000142e+01,1.963375000000003752e+02,8.707719190154747935e-01,1.258526193424786555e-01,3.375461642046470416e-03
3.347500000000000142e+01,1.963375000000003752e+02,8.688560341078831462e-01,1.277005985835858448e-01,3.443367308530946146e-03
3.381875000000000142e+01,1.963375000000003752e+02,8.666363614860057574e-01,1.298409942703014908e-01,3.522644243692807375e-03
3.416250000000000142e+01,1.963375000000003752e+02,8.640643215578958092e-01,1.323203584652065390e-01,3.615319976897610199e-03
3.450625000000000142e+01,1.963375000000003752e+02,8.610836070068721426e-01,1.351925747793620014e-01,3.723818213765790058e-03
3.485000000000000142e+01,1.963375000000003752e+02,8.576290524152352379e-01,1.385199029999372722e-01,3.851044584827562761e-03
3.519375000000000142e+01,1.963375000000003752e+02,8.536254120198314421e-01,1.423740957060859180e-01,4.000492274082661538e-03
3.553750000000000142e+01,1.963375000000003752e+02,8.489860849028373346e-01,1.468375430875184240e-01,4.176372009644101733e-03
3.588125000000000142e+01,1.963375000000003752e+02,8.436118594806814031e-01,1.520043688473380894e-01,4.383771671980355757e-03
3.622500000000000142e+01,1.963375000000003752e+02,8.373897963587515481e-01,1.579813521031517287e-01,4.628851538096768331e-03
3.656875000000000142e+01,1.963375000000003752e+02,8.301924337910794316e-01,1.648884843512587739e-01,4.919081857661949768e-03
3.691250000000000142e+01,1.963375000000003752e+02,8.218775848125577932e-01,1.728588852174623713e-01,5.263529969979858017e-03
3.725625000000000142e+01,1.963375000000003752e+02,8.122890970808687161e-01,1.820376984360942973e-01,5.673204483037016035e-03
3.760000000000000142e+01,1.963375000000003752e+02,8.012590547816197395e-01,1.925794809550711306e-01,6.161464263309181059e-03
3.794375000000000142e+01,1.963375000000003752e+02,7.886119920718304144e-01,2.046435073330343246e-01,6.744500595135275757e-03
3.828750000000000142e+01,1.963375000000003752e+02,7.741717155594418642e-01,2.183863814382022428e-01,7.441903002355904247e-03
3.863125000000000142e+01,1.963375000000003752e+02,7.577712335700671487e-01,2.339514412970175039e-01,8.277325132915288458e-03
3.897500000000000142e+01,1.963375000000003752e+02,7.392659820187853503e-01,2.514547373795054108e-01,9.279280601709105278e-03
3.931875000000000142e+01,1.963375000000003752e+02,7.185499500232578329e-01,2.709679246096620697e-01,1.048212536708011990e-02
3.966250000000000142e+01,1.963375000000003752e+02,6.955734299742545312e-01,2.924992399635522600e-01,1.192733006219322267e-02
4.000625000000000142e+01,1.963375000000003752e+02,6.703600552842828852e-01,3.159747250806695940e-01,1.366521963504760580e-02
4.035000000000000142e+01,1.963375000000003752e+02,6.430198250516776515e-01,3.412227119189445435e-01,1.575746302937763854e-02
4.069375000000000142e+01,1.963375000000003752e+02,6.137543831304357322e-01,3.679648853591614976e-01,1.828073151040268685e-02
4.103750000000000142e+01,1.963375000000003752e+02,5.828513713626106707e-01,3.958165256792144371e-01,2.133210295817486793e-02
4.138125000000000142e+01,1.963375000000003752e+02,5.506664342209384166e-01,4.242966080750216751e-01,2.503695770403984583e-02
4.172500000000000142e+01,1.963375000000003752e+02,5.175941639247673143e-01,4.528455648100770392e-01,2.956027126515557019e-02
4.206875000000000142e+01,1.963375000000003752e+02,4.840321738110919814e-01,4.808454962583734726e-01,3.512232993053454599e-02
4.241250000000000142e+01,1.963375000000003752e+02,4.503445646486872178e-01,5.076355347885697089e-01,4.201990056274289981e-02
4.275625000000000142e+01,1.963375000000003752e+02,4.168315500479825020e-01,5.325148702619081353e-01,5.065357969010943207e-02
4.310000000000000142e+01,1.963375000000003752e+02,3.837108468906744174e-01,5.547281697205930229e-01,6.156098338873258052e-02
4.344375000000000142e+01,1.963375000000003752e+02,3.511142367318278446e-01,5.734330010786350407e-01,7.545276218953714253e-02
4.378750000000000142e+01,1.963375000000003752e+02,3.191004261730551739e-01,5.876567818010206556e-01,9.324279202592421212e-02
4.413125000000000142e+01,1.963375000000003752e+02,2.876837042262193056e-01,5.962624299625188806e-01,1.160538658112618138e-01
4.447500000000000142e+01,1.963375000000003752e+02,2.568768375767448986e-01,5.979572056793460710e-01,1.451659567439091136e-01
4.481875000000000142e+01,1.963375000000003752e+02,2.267448689404402973e-01,5.913936587776338349e-01,1.818614722819258123e-01
4.516250000000000142e+01,1.963375000000003752e+02,1.974616475606692512e-01,5.754104566453662750e-01,2.271278957939643628e-01
4.550625000000000142e+01,1.963375000000003752e+02,1.693516152277756703e-01,5.494183704661642631e-01,2.812300143060599278e-01
4.585000000000000142e+01,1.963375000000003752e+02,1.428898137698574877e-01,5.138360313647356570e-01,3.432741548654068553e-01
4.619375000000000142e+01,1.963375000000003752e+02,1.186363699313625342e-01,4.703611364602956479e-01,4.110024936083418456e-01
4.653750000000000142e+01,1.963375000000003752e+02,9.711043228755003587e-02,4.218450676271796596e-01,4.810445000852702213e-01
4.688125000000000142e+01,1.963375000000003752e+02,7.865172096235580057e-02,3.717211352617796893e-01,5.496271437758645240e-01
4.722500000000000142e+01,1.963375000000003752e+02,6.333660422419418179e-02,3.232230190297425421e-01,6.134403767460632206e-01
4.756875000000000142e+01,1.963375000000003752e+02,5.098455170421466176e-02,2.787619872251517195e-01,6.702534610706335494e-01
4.791250000000000142e+01,1.963375000000003752e+02,4.123609945360355578e-02,2.396881429711598954e-01,7.190757575752365627e-01
4.825625000000000142e+01,1.963375000000003752e+02,3.365303811968017172e-02,2.064052722526806272e-01,7.599416896276390831e-01
4.860000000000000142e+01,1.963375000000003752e+02,2.779998249507350389e-02,1.786620083711845941e-01,7.935380091337418396e-01
4.894375000000000142e+01,1.963375000000003752e+02,2.329207125031947448e-02,1.558528153110725623e-01,8.208551134386079529e-01
4.928750000000000142e+01,1.963375000000003752e+02,1.981299668404749165e-02,1.372441899983299352e-01,8.429428133176224414e-01
4.963125000000000142e+01,1.963375000000003752e+02,1.711444246123960955e-02,1.221118060666959299e-01,8.607737514720643635e-01
4.997500000000000142e+01,1.963375000000003752e+02,1.500683506291383348e-02,1.098078161955912541e-01,8.751853487414950061e-01
5.031875000000000142e+01,1.963375000000003752e+02,1.334768960412446859e-02,9.978398399840347766e-02,8.868683263974720399e-01
5.066250000000000142e+01,1.963375000000003752e+02,1.203067163387110811e-02,9.159112735220364954e-02,8.963782010139252909e-01
5.100625000000000142e+01,1.963375000000003752e+02,1.097652371597504506e-02,8.486801711907666912e-02,9.041554591649483275e-01
5.135000000000000142e+01,1.963375000000003752e+02,1.012600783639608718e-02,7.932703783255347363e-02,9.105469543310504843e-01
5.169375000000000142e+01,1.963375000000003752e+02,9.434608642663083050e-03,7.474017034641665391e-02,9.158252210109202318e-01
5.203750000000000142e+01,1.963375000000003752e+02,8.868635540048595833e-03,7.092674292389017365e-02,9.202046215360611958e-01
5.238125000000000142e+01,1.963375000000003752e+02,8.402382101159728070e-03,6.774332326463078369e-02,9.238542946342096496e-01
5.272500000000000142e+01,1.963375000000003752e+02,8.016063073786423507e-03,6.507563893707497826e-02,9.269082979891386520e-01
5.306875000000000142e+01,1.963375000000003752e+02,7.694314993915516571e-03,6.283223449005552463e-02,9.294734505160289206e-01
5.341250000000000142e+01,1.963375000000003752e+02,7.425102558322859564e-03,6.093953996802692341e-02,9.316353574736501164e-01
5.375625000000000142e+01,1.963375000000003752e+02,7.198916621461544200e-03,5.933805350539688578e-02,9.334630298731415587e-01
5.410000000000000142e+01,1.963375000000003752e+02,7.008182125767687017e-03,5.797938882697362822e-02,9.350124290472586752e-01
5.444375000000000142e+01,1.963375000000003752e+02,6.846817739433299146e-03,5.682398816643086797e-02,9.363291940941359526e-01
5.478750000000000142e+01,1.963375000000003752e+02,6.709905711296962685e-03,5.583934498199397134e-02,9.374507493067090191e-01
5.513125000000000142e+01,1.963375000000003752e+02,6.593442308882355163e-03,5.499861687034091062e-02,9.384079408207768314e-01
5.547500000000000142e+01,1.963375000000003752e+02,6.494147587603459407e-03,5.427953751954312650e-02,9.392263148928534644e-01
5.581875000000000142e+01,1.963375000000003752e+02,6.409319170212979255e-03,5.366355849208815504e-02,9.399271223376989282e-01
5.616250000000000142e+01,1.963375000000003752e+02,6.336718924546415853e-03,5.313516834753651691e-02,9.405281127279171427e-01
5.650625000000000142e+01,1.963375000000003752e+02,6.274484427217328665e-03,5.268134925385718759e-02,9.410441663189256234e-01
5.685000000000000142e+01,1.963375000000003752e+02,6.221059249675064615e-03,5.229114075750856266e-02,9.414877999928163987e-01
5.719375000000000142e+01,1.963375000000003752e+02,6.175137651176740815e-03,5.195528754681283390e-02,9.418695748020103897e-01
5.753750000000000142e+01,1.963375000000003752e+02,6.135620385528392680e-03,5.166595343858341322e-02,9.421984261758882262e-01
5.788125000000000142e+01,1.963375000000003752e+02,6.101579147303522882e-03,5.141648788972824624e-02,9.424819329629681164e-01
5.822500000000000142e+01,1.963375000000003752e+02,6.072227784662983380e-03,5.120123441792454738e-02,9.427265377974124450e-01
5.856875000000000142e+01,1.963375000000003752e+02,6.046898850604521050e-03,5.101537265786783987e-02,9.429377284915276825e-01
5.891250000000000142e+01,1.963375000000003752e+02,6.025024395547452782e-03,5.085478756758730207e-02,9.431201880368652590e-01
5.925625000000000142e+01,1.963375000000003752e+02,6.006120152338909057e-03,5.071596067079391784e-02,9.432779191768670968e-01
3.210000000000000142e+01,1.970750000000003865e+02,8.755559228986182774e-01,1.212365334600057354e-01,3.207543641375962089e-03
3.244375000000000142e+01,1.970750000000003865e+02,8.743965300743226088e-01,1.223556900396590014e-01,3.247779886018294440e-03
3.278750000000000142e+01,1.970750000000003865e+02,8.730541548825704323e-01,1.236512626613561483e-01,3.294582456073373838e-03
3.313125000000000142e+01,1.970750000000003865e+02,8.714996328374844392e-01,1.251512945504115737e-01,3.349072612103951973e-03
