bill_length_mm,bill_depth_mm,Adelie,Gentoo,Chinstrap
5.513125000000000142e+01,1.740500000000001535e+01,7.659137927500563655e-04,9.760930875594659994e-01,2.314099864778394050e-02
5.547500000000000142e+01,1.740500000000001535e+01,6.849688198219841626e-04,9.790183814267825468e-01,2.029664975339546054e-02
5.581875000000000142e+01,1.740500000000001535e+01,6.191414653471852920e-04,9.813567390532046408e-01,1.802411948144808096e-02
5.616250000000000142e+01,1.740500000000001535e+01,5.652796628352585971e-04,9.832404261277135626e-01,1.619429420945132578e-02
5.650625000000000142e+01,1.740500000000001535e+01,5.209452034117641921e-04,9.847692396869445197e-01,1.470981510964363553e-02
5.685000000000000142e+01,1.740500000000001535e+01,4.842447036523582710e-04,9.860188966332269489e-01,1.349685866312068036e-02
5.719375000000000142e+01,1.740500000000001535e+01,4.537005608349534798e-04,9.870472178551248366e-01,1.249908158404030439e-02
5.753750000000000142e+01,1.740500000000001535e+01,4.281530848896898602e-04,9.878986732682888405e-01,1.167317364682135886e-02
5.788125000000000142e+01,1.740500000000001535e+01,4.066864913440729743e-04,9.886077219559615825e-01,1.098559155269442436e-02
5.822500000000000142e+01,1.740500000000001535e+01,3.885729553664377675e-04,9.892012718753523393e-01,1.041015516928139872e-02
5.856875000000000142e+01,1.740500000000001535e+01,3.732302531944234922e-04,9.897004976974019819e-01,9.926272049403543629e-03
5.891250000000000142e+01,1.740500000000001535e+01,3.601895972069849450e-04,9.901221905672671353e-01,9.517619835525853098e-03
5.925625000000000142e+01,1.740500000000001535e+01,3.490711156259425829e-04,9.904797657919108822e-01,9.171163092463088806e-03
3.210000000000000142e+01,1.751000000000001933e+01,9.919786355115886023e-01,2.276906870700970073e-03,5.744457617710537790e-03
3.244375000000000142e+01,1.751000000000001933e+01,9.918812763029267732e-01,2.299941175536866951e-03,5.818782521536402380e-03
3.278750000000000142e+01,1.751000000000001933e+01,9.917648946416898204e-01,2.327259386806180327e-03,5.907845971503917354e-03
3.313125000000000142e+01,1.751000000000001933e+01,9.916254809315002694e-01,2.359710168263735516e-03,6.014808900236018503e-03
3.347500000000000142e+01,1.751000000000001933e+01,9.914580705919968651e-01,2.398328401052112879e-03,6.143601006950912338e-03
3.381875000000000142e+01,1.751000000000001933e+01,9.912564751080800152e-01,2.444382413062052596e-03,6.299142478858155147e-03
3.416250000000000142e+01,1.751000000000001933e+01,9.910129220660224281e-01,2.499435353669528063e-03,6.487642580308048204e-03
3.450625000000000142e+01,1.751000000000001933e+01,9.907175679332853591e-01,2.565425639722823843e-03,6.717006426991826637e-03
3.485000000000000142e+01,1.751000000000001933e+01,9.903578309298403104e-01,2.644773317219465542e-03,6.997395752940421820e-03
3.519375000000000142e+01,1.751000000000001933e+01,9.899174667200404398e-01,2.740521902462216604e-03,7.342011377497363080e-03
3.553750000000000142e+01,1.751000000000001933e+01,9.893752723888982192e-01,2.856529127437192755e-03,7.768198483664412804e-03
3.588125000000000142e+01,1.751000000000001933e+01,9.887032472993204646e-01,2.997725491762806820e-03,8.299027208916735093e-03
3.622500000000000142e+01,1.751000000000001933e+01,9.878639520508876171e-01,3.170467259648158172e-03,8.965580689464375252e-03
3.656875000000000142e+01,1.751000000000001933e+01,9.868066718626004041e-01,3.383021352785767558e-03,9.810306784613734635e-03
3.691250000000000142e+01,1.751000000000001933e+01,9.854617821024327373e-01,3.646234400911027834e-03,1.089198349665613033e-02
3.725625000000000142e+01,1.751000000000001933e+01,9.837323922308900404e-01,3.974457753031901408e-03,1.229315001607808600e-02
3.760000000000000142e+01,1.751000000000001933e+01,9.814818547739982968e-01,4.386824230172444578e-03,1.413132099582939914e-02
3.794375000000000142e+01,1.751000000000001933e+01,9.785149988378792907e-01,4.908997416737971402e-03,1.657600374538268501e-02
3.828750000000000142e+01,1.751000000000001933e+01,9.745499218893890481e-01,5.575529072473396283e-03,1.987454903813759902e-02
3.863125000000000142e+01,1.751000000000001933e+01,9.691758741156666357e-01,6.432935433098346117e-03,2.439119045123495921e-02
3.897500000000000142e+01,1.751000000000001933e+01,9.617915281914094505e-01,7.543471040366890763e-03,3.066500076822359019e-02
3.931875000000000142e+01,1.751000000000001933e+01,9.515179186930688982e-01,8.989198011617115583e-03,3.949288329531387698e-02
3.966250000000000142e+01,1.751000000000001933e+01,9.370847063426431811e-01,1.087505886839901584e-02,5.204023478895776489e-02
4.000625000000000142e+01,1.751000000000001933e+01,9.167041403205765659e-01,1.332787819331801571e-02,6.996798148610540447e-02
4.035000000000000142e+01,1.751000000000001933e+01,8.879862635714498298e-01,1.648526957129408874e-02,9.552846685725613352e-02
4.069375000000000142e+01,1.751000000000001933e+01,8.480233054992061259e-01,2.046511103293905884e-02,1.315115834678548812e-01
4.103750000000000142e+01,1.751000000000001933e+01,7.938638566937702423e-01,2.530669754385976578e-02,1.808294457623699503e-01
4.138125000000000142e+01,1.751000000000001933e+01,7.235977845154050181e-01,3.088834901784269851e-02,2.455138664667522452e-01
4.172500000000000142e+01,1.751000000000001933e+01,6.379467388682273921e-01,3.686123155603462931e-02,3.251920295757380064e-01
4.206875000000000142e+01,1.751000000000001933e+01,5.415097507402291122e-01,4.267558172070028827e-02,4.158146675390706482e-01
4.241250000000000142e+01,1.751000000000001933e+01,4.423131379541131447e-01,4.774828547469697759e-02,5.099385765711899055e-01
4.275625000000000142e+01,1.751000000000001933e+01,3.492456993067466486e-01,5.169908966617182272e-02,5.990552110270814801e-01
4.310000000000000142e+01,1.751000000000001933e+01,2.689366708592305089e-01,5.448968685117933780e-02,6.765736422895901603e-01
4.344375000000000142e+01,1.751000000000001933e+01,2.042002593413071720e-01,5.638030400871333475e-02,7.394194366499794446e-01
4.378750000000000142e+01,1.751000000000001933e+01,1.545443791455023697e-01,5.777864881751249015e-02,7.876769720369851679e-01
4.413125000000000142e+01,1.751000000000001933e+01,1.176561704321330282e-01,5.910358992876905276e-02,8.232402396390979815e-01
4.447500000000000142e+01,1.751000000000001933e+01,9.072441346475573765e-02,6.071926326500328569e-02,8.485563232702408865e-01
4.481875000000000142e+01,1.751000000000001933e+01,7.118531821217048694e-02,6.292872357568844721e-02,8.658859582121409826e-01
4.516250000000000142e+01,1.751000000000001933e+01,5.698917373038458328e-02,6.599740267843876018e-02,8.770134235911766218e-01
4.550625000000000142e+01,1.751000000000001933e+01,4.660732815285120040e-02,7.018536109475619067e-02,8.832073107523926714e-01
4.585000000000000142e+01,1.751000000000001933e+01,3.894080069584979209e-02,7.577938525549970938e-02,8.852798140486505263e-01
4.619375000000000142e+01,1.751000000000001933e+01,3.321276849448506763e-02,8.312305809662266787e-02,8.836641734088922506e-01
4.653750000000000142e+01,1.751000000000001933e+01,2.887622391106186778e-02,9.264536412190135795e-02,8.784784119670369096e-01
4.688125000000000142e+01,1.751000000000001933e+01,2.554368365583526909e-02,1.048879893353820703e-01,8.695683270087826156e-01
4.722500000000000142e+01,1.751000000000001933e+01,2.293665861993167410e-02,1.205291766364199324e-01,8.565341647436482964e-01
4.756875000000000142e+01,1.751000000000001933e+01,2.085036636458216519e-02,1.403978291236988585e-01,8.387518045117189347e-01
4.791250000000000142e+01,1.751000000000001933e+01,1.912955877743316782e-02,1.654652584595261156e-01,8.154051827630406368e-01
4.825625000000000142e+01,1.751000000000001933e+01,1.765246555118788613e-02,1.967940583180628478e-01,7.855534761307492175e-01
4.860000000000000142e+01,1.751000000000001933e+01,1.632099597565933244e-02,2.354171152419522461e-01,7.482618887823885290e-01
4.894375000000000142e+01,1.751000000000001933e+01,1.505618451149387700e-02,2.821226835995577220e-01,7.028211318889483472e-01
4.928750000000000142e+01,1.751000000000001933e+01,1.379815003940363174e-02,3.371467981096210598e-01,6.490550518509753397e-01
4.963125000000000142e+01,1.751000000000001933e+01,1.250931152535431252e-02,3.998323454609744587e-01,5.876583430136712582e-01
4.997500000000000142e+01,1.751000000000001933e+01,1.117832534333905621e-02,4.683914553078843968e-01,5.204302193487765349e-01
5.031875000000000142e+01,1.751000000000001933e+01,9.821051243618544521e-03,5.399472621612440015e-01,4.502316865951374592e-01
5.066250000000000142e+01,1.751000000000001933e+01,8.475397855341832917e-03,6.109555505650955398e-01,3.805690515795625006e-01
5.100625000000000142e+01,1.751000000000001933e+01,7.189968993520823477e-03,6.779104875863933843e-01,3.148995434200858590e-01
5.135000000000000142e+01,1.751000000000001933e+01,6.010370533543475148e-03,7.380523805567960061e-01,2.559372489096605197e-01
5.169375000000000142e+01,1.751000000000001933e+01,4.968605539517902646e-03,7.897867594684346848e-01,2.052446349920475921e-01
5.203750000000000142e+01,1.751000000000001933e+01,4.078858252274772563e-03,8.327057606902316111e-01,1.632153810574935582e-01
5.238125000000000142e+01,1.751000000000001933e+01,3.339258744838364493e-03,8.673132603167965637e-01,1.293474809383651503e-01
5.272500000000000142e+01,1.751000000000001933e+01,2.736880157430383528e-03,8.946445713767101626e-01,1.026185484658595076e-01
5.306875000000000142e+01,1.751000000000001933e+01,2.253157350700617841e-03,9.159318124007630457e-01,8.181503024853624406e-02
5.341250000000000142e+01,1.751000000000001933e+01,1.868108666906879382e-03,9.323791259761732286e-01,6.575276535691987334e-02
5.375625000000000142e+01,1.751000000000001933e+01,1.562944517607333435e-03,9.450454279458703200e-01,5.339162753652242771e-02
5.410000000000000142e+01,1.751000000000001933e+01,1.321321755154293348e-03,9.548039957183739324e-01,4.387468252647191286e-02
5.444375000000000142e+01,1.751000000000001933e+01,1.129700363689488006e-03,9.623462245724631048e-01,3.652407506384727082e-02
5.478750000000000142e+01,1.751000000000001933e+01,9.772059595556218965e-04,9.682055124474437946e-01,3.081728159300060194e-02
5.513125000000000142e+01,1.751000000000001933e+01,8.552746861925491226e-04,9.727868996742371488e-01,2.635782563957025232e-02
5.547500000000000142e+01,1.751000000000001933e+01,7.572413209790878957e-04,9.763952637348465302e-01,2.284749494417452967e-02
5.581875000000000142e+01,1.751000000000001933e+01,6.779508369393788840e-04,9.792592242596457330e-01,2.006282490341487756e-02
5.616250000000000142e+01,1.751000000000001933e+01,6.134255895690779274e-04,9.815501899696840171e-01,1.783638444074680043e-02
5.650625000000000142e+01,1.751000000000001933e+01,5.605949340557173002e-04,9.833969906171422526e-01,1.604241444880203857e-02
5.685000000000000142e+01,1.751000000000001933e+01,5.170824228556917396e-04,9.848968731834504275e-01,1.458604439369390500e-02
5.719375000000000142e+01,1.751000000000001933e+01,4.810415258775121408e-04,9.861236600824038190e-01,1.339529839171868693e-02
5.753750000000000142e+01,1.751000000000001933e+01,4.510302591491663696e-04,9.871337604601210236e-01,1.241520928072982997e-02
5.788125000000000142e+01,1.751000000000001933e+01,4.259161071124272510e-04,9.879705874793186515e-01,1.160349641356888881e-02
5.822500000000000142e+01,1.751000000000001933e+01,4.048041132640801173e-04,9.886678048015073994e-01,1.092739108522842485e-02
5.856875000000000142e+01,1.751000000000001933e+01,3.869825022996071975e-04,9.892517179013242679e-01,1.036129959637627045e-02
5.891250000000000142e+01,1.751000000000001933e+01,3.718814909551697062e-04,9.897430420074240232e-01,9.885076501620805242e-03
5.925625000000000142e+01,1.751000000000001933e+01,3.590419951028295579e-04,9.901582154094498156e-01,9.482742595447396852e-03
3.210000000000000142e+01,1.761500000000001620e+01,9.920380889972659766e-01,2.262495502795610486e-03,5.699415499938551705e-03
3.244375000000000142e+01,1.761500000000001620e+01,9.919522171528070142e-01,2.282880127207510736e-03,5.764902719985559587e-03
3.278750000000000142e+01,1.761500000000001620e+01,9.918496998675734311e-01,2.307032343745668308e-03,5.843267788680876762e-03
3.313125000000000142e+01,1.761500000000001620e+01,9.917270778524845953e-01,2.335690188095942543e-03,5.937231959419489447e-03
3.347500000000000142e+01,1.761500000000001620e+01,9.915800862447184949e-01,2.369750695913353748e-03,6.050163059367970504e-03
3.381875000000000142e+01,1.761500000000001620e+01,9.914034343242070779e-01,2.410309235102102519e-03,6.186256440690755809e-03
3.416250000000000142e+01,1.761500000000001620e+01,9.911905129486315857e-01,2.458710306018421776e-03,6.350776745350000287e-03
3.450625000000000142e+01,1.761500000000001620e+01,9.909330017021038550e-01,2.516613711782715243e-03,6.550384586113619685e-03
3.485000000000000142e+01,1.761500000000001620e+01,9.906203353653051380e-01,2.586081495578479786e-03,6.793583139116570434e-03
3.519375000000000142e+01,1.761500000000001620e+01,9.902389708503567256e-01,2.669693154959596696e-03,7.091335994683548027e-03
3.553750000000000142e+01,1.761500000000001620e+01,9.897713679665067765e-01,2.770699639348747721e-03,7.457932394144424146e-03
3.588125000000000142e+01,1.761500000000001620e+01,9.891945552311298684e-01,2.893230889372207064e-03,7.912213879498064192e-03
3.622500000000000142e+01,1.761500000000001620e+01,9.884780874748834156e-01,3.042577701339161528e-03,8.479334823777608457e-03
3.656875000000000142e+01,1.761500000000001620e+01,9.875811027708156775e-01,3.225577183569896134e-03,9.193320045614444130e-03
3.691250000000000142e+01,1.761500000000001620e+01,9.864480328960184563e-01,3.451142862909022807e-03,1.010082424107246364e-02
3.725625000000000142e+01,1.761500000000001620e+01,9.850022845267923932e-01,3.730996492848240829e-03,1.126671898035936682e-02
3.760000000000000142e+01,1.761500000000001620e+01,9.831368439831585926e-01,4.080679335682575737e-03,1.278247668115866861e-02
3.794375000000000142e+01,1.761500000000001620e+01,9.807002064024169519e-01,4.520945193928952062e-03,1.477884840365406224e-02
3.828750000000000142e+01,1.761500000000001620e+01,9.774752199763221405e-01,5.079660663557931423e-03,1.744511936011990116e-02
3.863125000000000142e+01,1.761500000000001620e+01,9.731473191058837013e-01,5.794344755513014880e-03,2.105833613860331327e-02
3.897500000000000142e+01,1.761500000000001620e+01,9.672572792002551711e-01,6.715432275617267202e-03,2.602728852412742114e-02
3.931875000000000142e+01,1.761500000000001620e+01,9.591325629867326619e-01,7.910158492180458314e-03,3.295727852108692318e-02
3.966250000000000142e+01,1.761500000000001620e+01,9.477921462130529662e-01,9.466465840825308981e-03,4.274138794612176301e-02
4.000625000000000142e+01,1.761500000000001620e+01,9.318264625843476479e-01,1.149522775098739576e-02,5.667830966466487486e-02
4.035000000000000142e+01,1.761500000000001620e+01,9.092752485603696755e-01,1.412697892872863230e-02,7.659777251090160721e-02
4.069375000000000142e+01,1.761500000000001620e+01,8.775748014777327022e-01,1.749613517451869757e-02,1.049290633477485690e-01
4.103750000000000142e+01,1.761500000000001620e+01,8.337303818315191517e-01,2.170287055974706725e-02,1.445667476087337533e-01
4.138125000000000142e+01,1.761500000000001620e+01,7.749527348164882978e-01,2.674600273103312775e-02,1.983012624524786160e-01
4.172500000000000142e+01,1.761500000000001620e+01,6.999295954975102152e-01,3.243986254666086227e-02,2.676305419558288601e-01
4.206875000000000142e+01,1.761500000000001620e+01,6.104417619787086968e-01,3.836751976206994458e-02,3.511907182592213794e-01
4.241250000000000142e+01,1.761500000000001620e+01,5.122452338643915803e-01,4.394798390016090017e-02,4.438067822354473946e-01
4.275625000000000142e+01,1.761500000000001620e+01,4.139578627777090736e-01,4.863748018629190234e-02,5.374046570359989339e-01
4.310000000000000142e+01,1.761500000000001620e+01,3.240941565508186351e-01,5.215282571799340766e-02,6.237530177311879642e-01
4.344375000000000142e+01,1.761500000000001620e+01,2.482249683526091821e-01,5.455645814151000028e-02,6.972185735058806788e-01
4.378750000000000142e+01,1.761500000000001620e+01,1.880710591776793006e-01,5.616767881516093047e-02,7.557612620071597620e-01
4.413125000000000142e+01,1.761500000000001620e+01,1.424426751162189142e-01,5.740528756731860804e-02,8.001520373164624500e-01
4.447500000000000142e+01,1.761500000000001620e+01,1.087666981563510521e-01,5.867054775638415320e-02,8.325627540872647669e-01
4.481875000000000142e+01,1.761500000000001620e+01,8.425177503921005284e-02,6.030197442991720724e-02,8.554462505308727538e-01
4.516250000000000142e+01,1.761500000000001620e+01,6.647223518441354451e-02,6.258067609665118880e-02,8.709470887189353361e-01
4.550625000000000142e+01,1.761500000000001620e+01,5.353688495463264363e-02,6.575764007284498613e-02,8.807054749725224951e-01
4.585000000000000142e+01,1.761500000000001620e+01,4.405424477871464073e-02,7.008589131708864439e-02,8.858598639041966871e-01
4.619375000000000142e+01,1.761500000000001620e+01,3.703074280403391427e-02,7.585132788677625970e-02,8.871179293091898677e-01
4.653750000000000142e+01,1.761500000000001620e+01,3.176587190795018834e-02,8.340157347956074496e-02,8.848325546124889973e-01
4.688125000000000142e+01,1.761500000000001620e+01,2.776619900018054490e-02,9.317370388699700023e-02,8.790600971128225138e-01
4.722500000000000142e+01,1.761500000000001620e+01,2.468128522405110131e-02,1.057208690000387974e-01,8.695978457759100388e-01
4.756875000000000142e+01,1.761500000000001620e+01,2.225809468501192823e-02,1.217353010278368342e-01,8.560066042871511405e-01
4.791250000000000142e+01,1.761500000000001620e+01,2.030931107843257644e-02,1.420608361060153035e-01,8.376298528155521339e-01
4.825625000000000142e+01,1.761500000000001620e+01,1.869170224140141723e-02,1.676815897459686677e-01,8.136267080126299289e-01
4.860000000000000142e+01,1.761500000000001620e+01,1.729184407858570457e-02,1.996654535365625371e-01,7.830427023848517409e-01
4.894375000000000142e+01,1.761500000000001620e+01,1.601760596890322227e-02,2.390350503142337490e-01,7.449473437168629975e-01
4.928750000000000142e+01,1.761500000000001620e+01,1.479456150693664492e-02,2.865431830856863260e-01,6.986622554073770308e-01
4.963125000000000142e+01,1.761500000000001620e+01,1.356667349495407210e-02,3.423579875098145542e-01,6.440753389952312835e-01
4.997500000000000142e+01,1.761500000000001620e+01,1.229996805592559195e-02,4.057241153811612655e-01,5.819759165629132536e-01
5.031875000000000142e+01,1.761500000000001620e+01,1.098657095160629309e-02,4.747433827503437231e-01,5.142700462980499543e-01
5.066250000000000142e+01,1.761500000000001620e+01,9.645383757384114187e-03,5.464500761010330221e-01,4.439045401415828151e-01
5.100625000000000142e+01,1.761500000000001620e+01,8.316428239379782331e-03,6.172674023007186372e-01,3.744161694599016377e-01
5.135000000000000142e+01,1.761500000000001620e+01,7.049142520797902628e-03,6.837283025929534741e-01,3.092225548862485573e-01
5.169375000000000142e+01,1.761500000000001620e+01,5.888776805062750919e-03,7.431678365728002778e-01,2.509433866221368326e-01
5.203750000000000142e+01,1.761500000000001620e+01,4.866280739925512959e-03,7.941064604202011656e-01,2.010272588398733795e-01
5.238125000000000142e+01,1.761500000000001620e+01,3.994680676687374990e-03,8.362366590946802569e-01,1.597686602286323421e-01
5.272500000000000142e+01,1.761500000000001620e+01,3.271251671766214463e-03,8.701294335188123341e-01,1.265993148094213261e-01
5.306875000000000142e+01,1.761500000000001620e+01,2.682649298958334708e-03,8.968525979314243557e-01,1.004647527696173048e-01
5.341250000000000142e+01,1.761500000000001620e+01,2.210268499441894133e-03,9.176446553583677002e-01,8.014507614219022746e-02
5.375625000000000142e+01,1.761500000000001620e+01,1.834330613552467848e-03,9.337007277354162360e-01,6.446494165103133778e-02
5.410000000000000142e+01,1.761500000000001620e+01,1.536363944932695466e-03,9.460639440146786372e-01,5.239969204038867623e-02
5.444375000000000142e+01,1.761500000000001620e+01,1.300368679031990672e-03,9.555904897005972343e-01,4.310914162037080000e-02
5.478750000000000142e+01,1.761500000000001620e+01,1.113123492550038016e-03,9.629561619366729941e-01,3.593071457077685882e-02
5.513125000000000142e+01,1.761500000000001620e+01,9.640265328018187124e-04,9.686813204470872130e-01,3.035465302011107133e-02
5.547500000000000142e+01,1.761500000000001620e+01,8.447357885260938079e-04,9.731606509528006876e-01,2.599461325867334985e-02
5.581875000000000142e+01,1.761500000000001620e+01,7.487611469546191778e-04,9.766910599922936642e-01,2.256017886075189008e-02
5.616250000000000142e+01,1.761500000000001620e+01,6.710831703061752480e-04,9.794951461278477156e-01,1.983377070184607835e-02
5.650625000000000142e+01,1.761500000000001620e+01,6.078279992153628151e-04,9.817398190443400452e-01,1.765235295644448921e-02
5.685000000000000142e+01,1.761500000000001620e+01,5.560039379757647764e-04,9.835505647235138760e-01,1.589343133851050388e-02
5.719375000000000142e+01,1.761500000000001620e+01,5.132944481208690478e-04,9.850221487292558642e-01,1.446455682262331142e-02
5.753750000000000142e+01,1.761500000000001620e+01,4.778984715026927217e-04,9.862265497239606216e-01,1.329555180453674719e-02
5.788125000000000142e+01,1.761500000000001620e+01,4.484086140661853450e-04,9.872188024984210886e-01,1.233278888751290596e-02
5.822500000000000142e+01,1.761500000000001620e+01,4.237187678205865823e-04,9.880412910079388045e-01,1.153499022424067655e-02
5.856875000000000142e+01,1.761500000000001620e+01,4.029542310593901182e-04,9.887269038269210775e-01,1.087014194201968258e-02
5.891250000000000142e+01,1.761500000000001620e+01,3.854188480411730941e-04,9.893013590113858280e-01,1.031322214057309866e-02
5.925625000000000142e+01,1.761500000000001620e+01,3.705549519695765627e-04,9.897849235584315064e-01,9.844521489598799177e-03
3.210000000000000142e+01,1.772000000000002018e+01,9.920905834061246598e-01,2.249732940788108388e-03,5.659683653087140345e-03
3.244375000000000142e+01,1.772000000000002018e+01,9.920147830228862595e-01,2.267784049839965173e-03,5.717432927273649948e-03
3.278750000000000142e+01,1.772000000000002018e+01,9.919243949358691470e-01,2.289152642826483910e-03,5.786452421304340461e-03
3.313125000000000142e+01,1.772000000000002018e+01,9.918164264747235670e-01,2.314481936560114361e-03,5.869091588716284814e-03
3.347500000000000142e+01,1.772000000000002018e+01,9.916872025616224606e-01,2.344551372021778241e-03,5.968246066355808836e-03
3.381875000000000142e+01,1.772000000000002018e+01,9.915321843367937982e-01,2.380309513618131690e-03,6.087506149588093989e-03
3.416250000000000142e+01,1.772000000000002018e+01,9.913457300674264339e-01,2.422916287190202828e-03,6.231353645383373718e-03
3.450625000000000142e+01,1.772000000000002018e+01,9.911207765906887568e-01,2.473797659635571661e-03,6.405425749675719253e-03
3.485000000000000142e+01,1.772000000000002018e+01,9.908484101462654570e-01,2.534717030510527831e-03,6.616872823223916324e-03
3.519375000000000142e+01,1.772000000000002018e+01,9.905172815417946364e-01,2.607869251405978573e-03,6.874849206799451412e-03
3.553750000000000142e+01,1.772000000000002018e+01,9.901127998002299258e-01,2.696005516742491694e-03,7.191194683027462425e-03
3.588125000000000142e+01,1.772000000000002018e+01,9.896160070732376024e-01,2.802600670718391560e-03,7.581392256044113161e-03
3.622500000000000142e+01,1.772000000000002018e+01,9.890019898928489317e-01,2.932079157425538946e-03,8.065930949725593976e-03
3.656875000000000142e+01,1.772000000000002018e+01,9.882376087125994690e-01,3.090122462751681860e-03,8.672268824648764543e-03
3.691250000000000142e+01,1.772000000000002018e+01,9.872782149798994267e-01,3.284090186768049303e-03,9.437694833332571295e-03
3.725625000000000142e+01,1.772000000000002018e+01,9.860628507098171402e-01,3.523599712928556123e-03,1.041354957725435133e-02
3.760000000000000142e+01,1.772000000000002018e+01,9.845071563600475972e-01,3.821326633121945818e-03,1.167151700683058749e-02
3.794375000000000142e+01,1.772000000000002018e+01,9.824928002613435574e-01,4.194109870967797568e-03,1.331308986768865894e-02
3.828750000000000142e+01,1.772000000000002018e+01,9.798516223176885198e-01,4.664469997186056899e-03,1.548390768512561237e-02
3.863125000000000142e+01,1.772000000000002018e+01,9.763417864467289764e-01,5.262669278262752451e-03,1.839554427500827982e-02
3.897500000000000142e+01,1.772000000000002018e+01,9.716120336697570137e-01,6.029437347158423006e-03,2.235852898308453990e-02
3.931875000000000142e+01,1.772000000000002018e+01,9.651487838057771773e-01,7.019408619422122519e-03,2.783180757480079384e-02
3.966250000000000142e+01,1.772000000000002018e+01,9.562000785033206718e-01,8.305061839538701446e-03,3.549485965714063024e-02
4.000625000000000142e+01,1.772000000000002018e+01,9.436723377476223806e-01,9.980314557010800877e-03,4.634734769536681676e-02
4.035000000000000142e+01,1.772000000000002018e+01,9.260057547334702432e-01,1.216157095687015952e-02,6.183267430965966316e-02
4.069375000000000142e+01,1.772000000000002018e+01,9.010619056139478333e-01,1.498158254913996464e-02,8.395651183691218988e-02
4.103750000000000142e+01,1.772000000000002018e+01,8.661163721913740510e-01,1.856813838006904013e-02,1.153154894285568638e-01
4.138125000000000142e+01,1.772000000000002018e+01,8.181406239578596917e-01,2.299776179619794636e-02,1.588616142459424174e-01
4.172500000000000142e+01,1.772000000000002018e+01,7.546184790121497343e-01,2.822146030724981616e-02,2.171600606806005085e-01
4.206875000000000142e+01,1.772000000000002018e+01,6.749824552095859964e-01,3.398559641843942880e-02,2.910319483719746025e-01
4.241250000000000142e+01,1.772000000000002018e+01,5.821591248104019956e-01,3.981179318010297230e-02,3.780290820094949766e-01
4.275625000000000142e+01,1.772000000000002018e+01,4.829661560769156758e-01,4.510708577695376337e-02,4.719267581461305539e-01
4.310000000000000142e+01,1.772000000000002018e+01,3.863427825772861590e-01,4.938793948402868395e-02,5.642692779386851987e-01
4.344375000000000142e+01,1.772000000000002018e+01,3.001705002623564211e-01,5.247515443284819087e-02,6.473543453047955198e-01
4.378750000000000142e+01,1.772000000000002018e+01,2.288844728390924399e-01,5.452205753803176375e-02,7.165934696228757339e-01
4.413125000000000142e+01,1.772000000000002018e+01,1.732019988918355735e-01,5.589129398395668163e-02,7.709067071242076130e-01
4.447500000000000142e+01,1.772000000000002018e+01,1.313733136230938459e-01,5.700150464809346923e-02,8.116251817288125947e-01
4.481875000000000142e+01,1.772000000000002018e+01,1.006664132225438407e-01,5.823202343554370608e-02,8.411015633419124393e-01
4.516250000000000142e+01,1.772000000000002018e+01,7.835887958057509428e-02,5.989597668637145628e-02,8.617451437330535535e-01
4.550625000000000142e+01,1.772000000000002018e+01,6.217642791847659278e-02,6.225453125864366388e-02,8.755690408228796739e-01
4.585000000000000142e+01,1.772000000000002018e+01,5.038267317512300919e-02,6.554640918846874054e-02,8.840709176364083266e-01
4.619375000000000142e+01,1.772000000000002018e+01,4.171427231794551382e-02,7.001937320960581468e-02,8.882663544724487270e-01
4.653750000000000142e+01,1.772000000000002018e+01,3.527399904787889562e-02,7.595972954063037741e-02,8.887662714114907825e-01
4.688125000000000142e+01,1.772000000000002018e+01,3.043031663243728896e-02,8.372006210028969109e-02,8.858496212672729575e-01
4.722500000000000142e+01,1.772000000000002018e+01,2.673793609122917039e-02,9.374619496010531960e-02,8.795158689486655135e-01
4.756875000000000142e+01,1.772000000000002018e+01,2.387962563392363388e-02,1.066032076905404635e-01,8.695171666755360240e-01
4.791250000000000142e+01,1.772000000000002018e+01,2.162515014471514188e-02,1.229976016782250159e-01,8.553772481770598457e-01
4.825625000000000142e+01,1.772000000000002018e+01,1.980284353910810938e-02,1.437881641665044175e-01,8.364089922943874766e-01
4.860000000000000142e+01,1.772000000000002018e+01,1.828025110152455349e-02,1.699714034237156390e-01,8.117483454747598248e-01
4.894375000000000142e+01,1.772000000000002018e+01,1.695145413291494416e-02,2.026194254378106685e-01,7.804291204292744810e-01
4.928750000000000142e+01,1.772000000000002018e+01,1.572971912512989220e-02,2.427426024591747278e-01,7.415276784156954459e-01
4.963125000000000142e+01,1.772000000000002018e+01,1.454479369158314175e-02,2.910553914160620148e-01,6.943998148923549163e-01
4.997500000000000142e+01,1.772000000000002018e+01,1.334425835952535513e-02,3.476547699322788954e-01,6.390009717081958085e-01
5.031875000000000142e+01,1.772000000000002018e+01,1.209760564971806319e-02,4.116848279773702157e-01,5.762175663729117714e-01
5.066250000000000142e+01,1.772000000000002018e+01,1.080032150114483384e-02,4.811373709057952253e-01,5.080623075930599253e-01
5.100625000000000142e+01,1.772000000000002018e+01,9.474227726233014693e-03,5.529617458070539282e-01,4.375640264667131074e-01
5.135000000000000142e+01,1.772000000000002018e+01,8.161311399954858381e-03,6.235551622942107075e-01,3.682835263058343855e-01
5.169375000000000142e+01,1.772000000000002018e+01,6.911693854218535320e-03,6.894958747368312713e-01,3.035924314089501475e-01
5.203750000000000142e+01,1.772000000000002018e+01,5.770153561706261452e-03,7.482174765308819975e-01,2.460123699074116821e-01
