bill_depth_mm,flipper_length_mm,Adelie,Gentoo,Chinstrap
1.814000000000002188e+01,2.074000000000005457e+02,6.321235522457371303e-01,3.656908870097557579e-02,3.313073590532872315e-01
1.824500000000001876e+01,2.074000000000005457e+02,6.393731856589189855e-01,3.123620006895093393e-02,3.293906142721300112e-01
1.835000000000002274e+01,2.074000000000005457e+02,6.458193768809087354e-01,2.691980795063517520e-02,3.272608151684560651e-01
1.845500000000001961e+01,2.074000000000005457e+02,6.515884537432369283e-01,2.340901724829075325e-02,3.250025290084723184e-01
1.856000000000002359e+01,2.074000000000005457e+02,6.567821702093418201e-01,2.053825505482144084e-02,3.226795747358366939e-01
1.866500000000002046e+01,2.074000000000005457e+02,6.614828143018917084e-01,1.817773444602166499e-02,3.203394512520866821e-01
1.877000000000002444e+01,2.074000000000005457e+02,6.657573808756289679e-01,1.622569352857474237e-02,3.180169255957962515e-01
1.887500000000002132e+01,2.074000000000005457e+02,6.696608924103127913e-01,1.460221209617827871e-02,3.157368954935089178e-01
1.898000000000002530e+01,2.074000000000005457e+02,6.732389955375606139e-01,1.324435333753415378e-02,3.135166511249051768e-01
1.908500000000002217e+01,2.074000000000005457e+02,6.765299675712346250e-01,1.210238059157747563e-02,3.113676518371879531e-01
1.919000000000002615e+01,2.074000000000005457e+02,6.795662558147130827e-01,1.113682711980434892e-02,3.092969170654826794e-01
1.929500000000002302e+01,2.074000000000005457e+02,6.823756540353277389e-01,1.031623296913567779e-02,3.073081129955367308e-01
1.940000000000002700e+01,2.074000000000005457e+02,6.849822010379857939e-01,9.615398667520041673e-03,3.054024002944942251e-01
1.950500000000002387e+01,2.074000000000005457e+02,6.874068684545894259e-01,9.014037041048698212e-03,3.035790945043618794e-01
1.961000000000002785e+01,2.074000000000005457e+02,6.896680897193517845e-01,8.495730737788370276e-03,3.018361795428599059e-01
1.971500000000002473e+01,2.074000000000005457e+02,6.917821698827294474e-01,8.047124198117804397e-03,3.001707059191526805e-01
1.982000000000002871e+01,2.074000000000005457e+02,6.937636061890268824e-01,7.657295449279746813e-03,2.985790983616932737e-01
1.992500000000002558e+01,2.074000000000005457e+02,6.956253418160674995e-01,7.317265996389700662e-03,2.970573921875429568e-01
2.003000000000002956e+01,2.074000000000005457e+02,6.973789694384132654e-01,7.019616980449613214e-03,2.956014135811371735e-01
2.013500000000002643e+01,2.074000000000005457e+02,6.990348969523227929e-01,6.758187326642594618e-03,2.942069157210345787e-01
2.024000000000003041e+01,2.074000000000005457e+02,7.006024844714728861e-01,6.527835349055959545e-03,2.928696801794712368e-01
2.034500000000002728e+01,2.074000000000005457e+02,7.020901593075912217e-01,6.324249637496459804e-03,2.915855910549123298e-01
2.045000000000003126e+01,2.074000000000005457e+02,7.035055138842321032e-01,6.143798360529015290e-03,2.903506877552388121e-01
2.055500000000002814e+01,2.074000000000005457e+02,7.048553902358754009e-01,5.983408631598766299e-03,2.891612011325257470e-01
2.066000000000003212e+01,2.074000000000005457e+02,7.061459537969727585e-01,5.840469496422832571e-03,2.880135767066044905e-01
2.076500000000002899e+01,2.074000000000005457e+02,7.073827584948145786e-01,5.712753556825933554e-03,2.869044879483596544e-01
2.087000000000003297e+01,2.074000000000005457e+02,7.085708046576234542e-01,5.598353359732364913e-03,2.858308419826442459e-01
2.097500000000002984e+01,2.074000000000005457e+02,7.097145908841515638e-01,5.495629533584021724e-03,2.847897795822645350e-01
2.108000000000003382e+01,2.074000000000005457e+02,7.108181607557274573e-01,5.403168310821843817e-03,2.837786709334508273e-01
2.118500000000003070e+01,2.074000000000005457e+02,7.118851450785709245e-01,5.319746581511490199e-03,2.827951083399175003e-01
2.129000000000003467e+01,2.074000000000005457e+02,7.129188002031466853e-01,5.244303015330248861e-03,2.818368967815231274e-01
2.139500000000003155e+01,2.074000000000005457e+02,7.139220428637050864e-01,5.175914093855951865e-03,2.809020430424390424e-01
1.309999999999999964e+01,2.081375000000005571e+02,7.985320652875752337e-03,9.841906837149140275e-01,7.823995632210081416e-03
1.320500000000000007e+01,2.081375000000005571e+02,8.175579813094989434e-03,9.838355469073938320e-01,7.988873279511197675e-03
1.331000000000000050e+01,2.081375000000005571e+02,8.390705008241058915e-03,9.834338475686431602e-01,8.175447423115765264e-03
1.341500000000000092e+01,2.081375000000005571e+02,8.634482077098579872e-03,9.829785691160330963e-01,8.386948806868304782e-03
1.352000000000000135e+01,2.081375000000005571e+02,8.911383158376631405e-03,9.824614419889983186e-01,8.627174852625069112e-03
1.362500000000000178e+01,2.081375000000005571e+02,9.226714477451528409e-03,9.818726781478491761e-01,8.900607374699323268e-03
1.373000000000000220e+01,2.081375000000005571e+02,9.586800802019476361e-03,9.812006407814896081e-01,9.212558416491005778e-03
1.383500000000000263e+01,2.081375000000005571e+02,9.999216657159720745e-03,9.804314317227831310e-01,9.569351620057035476e-03
1.394000000000000306e+01,2.081375000000005571e+02,1.047307736084228391e-02,9.795483740355757085e-01,9.978548603582096041e-03
1.404500000000000348e+01,2.081375000000005571e+02,1.101940680840763319e-02,9.785313607310277551e-01,1.044923246056468462e-02
1.415000000000000391e+01,2.081375000000005571e+02,1.165160395638564772e-02,9.773560321943826068e-01,1.099236384923178191e-02
1.425500000000000433e+01,2.081375000000005571e+02,1.238603644477984621e-02,9.759927341872632889e-01,1.162122936795689093e-02
1.436000000000000476e+01,2.081375000000005571e+02,1.324279811384849494e-02,9.744051947185705664e-01,1.235200716758092822e-02
1.446500000000000519e+01,2.081375000000005571e+02,1.424667769805812792e-02,9.725488411516891585e-01,1.320448115025274656e-02
1.457000000000000561e+01,2.081375000000005571e+02,1.542839904645529683e-02,9.703686583073802829e-01,1.420294264616445840e-02
1.467500000000000604e+01,2.081375000000005571e+02,1.682620895008940867e-02,9.677964641670490087e-01,1.537732688286167632e-02
1.478000000000000647e+01,2.081375000000005571e+02,1.848790667042513047e-02,9.647474532457867014e-01,1.676464008378831388e-02
1.488500000000000689e+01,2.081375000000005571e+02,2.047342810593871451e-02,9.611158319960056984e-01,1.841073989805544486e-02
1.499000000000000732e+01,2.081375000000005571e+02,2.285811369266831442e-02,9.567693527144824905e-01,2.037253359284919851e-02
1.509500000000000774e+01,2.081375000000005571e+02,2.573679535163011373e-02,9.515425560146026918e-01,2.272064863376725349e-02
1.520000000000000817e+01,2.081375000000005571e+02,2.922882038392207379e-02,9.452285817910758281e-01,2.554259782500196974e-02
1.530500000000000860e+01,2.081375000000005571e+02,3.348406505867618926e-02,9.375695471217636578e-01,2.894638781956016330e-02
1.541000000000000902e+01,2.081375000000005571e+02,3.868983794528362691e-02,9.282457846808158664e-01,3.306437737390052062e-02
1.551500000000000945e+01,2.081375000000005571e+02,4.507827202049823762e-02,9.168647875854125662e-01,3.805694039408927948e-02
1.562000000000000988e+01,2.081375000000005571e+02,5.293327211968686802e-02,9.029516479831811715e-01,4.411507989713193967e-02
1.572500000000001030e+01,2.081375000000005571e+02,6.259522747316831337e-02,8.859442428697751337e-01,5.146052965705664312e-02
1.583000000000001073e+01,2.081375000000005571e+02,7.446046084161156431e-02,8.651984657746292218e-01,6.034107338375920004e-02
1.593500000000001116e+01,2.081375000000005571e+02,8.897085326602981181e-02,8.400112097646097453e-01,7.101793696936056777e-02
1.604000000000001336e+01,2.081375000000005571e+02,1.065876836785488446e-01,8.096707615117076928e-01,8.374155480974347643e-02
1.614500000000001023e+01,2.081375000000005571e+02,1.277434740054162465e-01,7.735439714451508575e-01,9.871255454943277108e-02
1.625000000000001421e+01,2.081375000000005571e+02,1.527682551201861305e-01,7.312041541336415928e-01,1.160275907461722905e-01
1.635500000000001108e+01,2.081375000000005571e+02,1.817941043839235715e-01,6.825901964258579424e-01,1.356156991902185138e-01
1.646000000000001506e+01,2.081375000000005571e+02,2.146545458919531801e-01,6.281656979275559438e-01,1.571797561804908483e-01
1.656500000000001194e+01,2.081375000000005571e+02,2.508098385891859294e-01,5.690241835587778185e-01,1.801659778520364186e-01
1.667000000000001592e+01,2.081375000000005571e+02,2.893361560477732408e-01,5.068783873832549691e-01,2.037854565689717901e-01
1.677500000000001279e+01,2.081375000000005571e+02,3.290053280870492980e-01,4.438955071755125159e-01,2.270991647374382139e-01
1.688000000000001677e+01,2.081375000000005571e+02,3.684497336115127863e-01,3.823973965805427255e-01,2.491528698079445436e-01
1.698500000000001364e+01,2.081375000000005571e+02,4.063683690684457006e-01,3.245079894788981956e-01,2.691236414526560483e-01
1.709000000000001762e+01,2.081375000000005571e+02,4.417096746059960832e-01,2.718583690310569789e-01,2.864319563629469934e-01
1.719500000000001450e+01,2.081375000000005571e+02,4.737790101725317671e-01,2.254317986258216056e-01,3.007891912016465996e-01
1.730000000000001847e+01,2.081375000000005571e+02,5.022545806986266070e-01,1.855665977076958184e-01,3.121788215936776578e-01
1.740500000000001535e+01,2.081375000000005571e+02,5.271310644227259479e-01,1.520760705394277323e-01,3.207928650378463198e-01
1.751000000000001933e+01,2.081375000000005571e+02,5.486271792214558740e-01,1.244202235628924652e-01,3.269525972156516747e-01
1.761500000000001620e+01,2.081375000000005571e+02,5.670905332818622080e-01,1.018730463087618859e-01,3.310364204093759755e-01
1.772000000000002018e+01,2.081375000000005571e+02,5.829199663731803316e-01,8.365367088674142970e-02,3.334263627400782526e-01
1.782500000000001705e+01,2.081375000000005571e+02,5.965122038118438885e-01,6.901280338708568052e-02,3.344749928010704032e-01
1.793000000000002103e+01,2.081375000000005571e+02,6.082309476984038010e-01,5.727990348629192346e-02,3.344891488153042269e-01
1.803500000000001791e+01,2.081375000000005571e+02,6.183928442232902167e-01,4.788191474165055805e-02,3.337252410350592391e-01
1.814000000000002188e+01,2.081375000000005571e+02,6.272643920140171803e-01,4.034422617431309560e-02,3.323913818116696617e-01
1.824500000000001876e+01,2.081375000000005571e+02,6.350649978652881389e-01,3.428213672859718036e-02,3.306528654061147154e-01
1.835000000000002274e+01,2.081375000000005571e+02,6.419728730629962188e-01,2.938833799445450881e-02,3.286387889425492759e-01
1.845500000000001961e+01,2.081375000000005571e+02,6.481317482376175443e-01,2.541967050598304897e-02,3.264485812563994171e-01
1.856000000000002359e+01,2.081375000000005571e+02,6.536573108236375385e-01,2.218483701298001182e-02,3.241578521633824983e-01
1.866500000000002046e+01,2.081375000000005571e+02,6.586428631872344175e-01,1.953377993326557358e-02,3.218233568794999222e-01
1.877000000000002444e+01,2.081375000000005571e+02,6.631640453350592379e-01,1.734888159807756666e-02,3.194870730668631365e-01
1.887500000000002132e+01,2.081375000000005571e+02,6.672826476919694327e-01,1.553787136016186905e-02,3.171794809478686306e-01
1.898000000000002530e+01,2.081375000000005571e+02,6.710496213553528433e-01,1.402821009427016041e-02,3.149221685503768020e-01
1.908500000000002217e+01,2.081375000000005571e+02,6.745074192859703555e-01,1.276269603219568928e-02,3.127298846818339362e-01
1.919000000000002615e+01,2.081375000000005571e+02,6.776917993581091926e-01,1.169605152695147969e-02,3.106121491149393399e-01
1.929500000000002302e+01,2.081375000000005571e+02,6.806332049515160243e-01,1.079228304907829325e-02,3.085745119994057206e-01
1.940000000000002700e+01,2.081375000000005571e+02,6.833578194816776197e-01,1.002264330852534364e-02,3.066195372097970662e-01
1.950500000000002387e+01,2.081375000000005571e+02,6.858883722767923352e-01,9.364058638789383993e-03,3.047475690844183016e-01
1.961000000000002785e+01,2.081375000000005571e+02,6.882447564228836301e-01,8.797914234495159830e-03,3.029573293426212066e-01
1.971500000000002473e+01,2.081375000000005571e+02,6.904445052142690331e-01,8.309113988028787173e-03,3.012463807977021624e-01
1.982000000000002871e+01,2.081375000000005571e+02,6.925031626229880555e-01,7.885350903647525903e-03,2.996114864733643857e-01
1.992500000000002558e+01,2.081375000000005571e+02,6.944345744169352352e-01,7.516539093607343264e-03,2.980488864894573209e-01
2.003000000000002956e+01,2.081375000000005571e+02,6.962511198045618910e-01,7.194369955880824084e-03,2.965545102395573673e-01
2.013500000000002643e+01,2.081375000000005571e+02,6.979638983629675719e-01,6.911964009352548725e-03,2.951241376276798611e-01
2.024000000000003041e+01,2.081375000000005571e+02,6.995828831618043919e-01,6.663596624217115426e-03,2.937535202139784918e-01
2.034500000000002728e+01,2.081375000000005571e+02,7.011170481326596260e-01,6.444481022567549559e-03,2.924384708447728687e-01
2.045000000000003126e+01,2.081375000000005571e+02,7.025744756157131787e-01,6.250595823065239511e-03,2.911749285612215687e-01
2.055500000000002814e+01,2.081375000000005571e+02,7.039624484569345642e-01,6.078547363158867678e-03,2.899590041799064433e-01
2.066000000000003212e+01,2.081375000000005571e+02,7.052875298871600362e-01,5.925459281343884062e-03,2.887870108314960493e-01
2.076500000000002899e+01,2.081375000000005571e+02,7.065556335805884824e-01,5.788883554109879384e-03,2.876554828653017370e-01
2.087000000000003297e+01,2.081375000000005571e+02,7.077720856830286289e-01,5.666728488721567772e-03,2.865611858282498536e-01
2.097500000000002984e+01,2.081375000000005571e+02,7.089416801587775652e-01,5.557200172676662886e-03,2.855011196685456332e-01
2.108000000000003382e+01,2.081375000000005571e+02,7.100687284842959190e-01,5.458754647962838456e-03,2.844725168677412208e-01
2.118500000000003070e+01,2.081375000000005571e+02,7.111571044836723088e-01,5.370058669064707753e-03,2.834728368472630988e-01
2.129000000000003467e+01,2.081375000000005571e+02,7.122102849309858152e-01,5.289957360194464178e-03,2.824997577088197986e-01
2.139500000000003155e+01,2.081375000000005571e+02,7.132313864203376763e-01,5.217447441220136872e-03,2.815511661384421660e-01
1.309999999999999964e+01,2.088750000000005684e+02,7.881580796367878769e-03,9.843833362291017908e-01,7.735082974530345205e-03
1.320500000000000007e+01,2.088750000000005684e+02,8.058552829352173819e-03,9.840530538953532469e-01,7.888393275294489082e-03
1.331000000000000050e+01,2.088750000000005684e+02,8.258409755255878212e-03,9.836798819000708294e-01,8.061708344673358326e-03
1.341500000000000092e+01,2.088750000000005684e+02,8.484586505617577878e-03,9.832574448655939658e-01,8.257968628788539545e-03
1.352000000000000135e+01,2.088750000000005684e+02,8.741130399478229743e-03,9.827782473924032702e-01,8.480622208118357777e-03
1.362500000000000178e+01,2.088750000000005684e+02,9.032830922060969617e-03,9.822334404365321570e-01,8.733728641407019141e-03
1.373000000000000220e+01,2.088750000000005684e+02,9.365381282700556420e-03,9.816125314005174074e-01,9.022087316781933833e-03
1.383500000000000263e+01,2.088750000000005684e+02,9.745580413088528876e-03,9.809030228700235110e-01,9.351396716887916752e-03
1.394000000000000306e+01,2.088750000000005684e+02,1.018158660396194237e-02,9.800899606101372008e-01,9.728452785900794375e-03
1.404500000000000348e+01,2.088750000000005684e+02,1.068323728406467103e-02,9.791553658477963884e-01,1.016139686813900475e-02
1.415000000000000391e+01,2.088750000000005684e+02,1.126245374533938262e-02,9.780775196552415895e-01,1.066002659941909896e-02
1.425500000000000433e+01,2.088750000000005684e+02,1.193375519247896061e-02,9.768300579855513366e-01,1.123618682196966985e-02
1.436000000000000476e+01,2.088750000000005684e+02,1.271491367699170531e-02,9.753808241022797754e-01,1.190426222072857483e-02
1.446500000000000519e+01,2.088750000000005684e+02,1.362779064033764649e-02,9.736904102709302844e-01,1.268179908873216105e-02
1.457000000000000561e+01,2.088750000000005684e+02,1.469940731015576853e-02,9.717103021869704094e-01,1.359029050287396088e-02
1.467500000000000604e+01,2.088750000000005684e+02,1.596331533984508139e-02,9.693805175153697995e-01,1.465616714478508442e-02
1.478000000000000647e+01,2.088750000000005684e+02,1.746135082151510295e-02,9.666266045764205783e-01,1.591204460206433260e-02
1.488500000000000689e+01,2.088750000000005684e+02,1.924587340639952182e-02,9.633558404699893440e-01,1.739828612361124169e-02
1.499000000000000732e+01,2.088750000000005684e+02,2.138261059899254982e-02,9.594524442641416684e-01,1.916494513686562914e-02
1.509500000000000774e+01,2.088750000000005684e+02,2.395424057222361736e-02,9.547716095525351498e-01,2.127414987524144790e-02
1.520000000000000817e+01,2.088750000000005684e+02,2.706484561220383334e-02,9.491321792340845498e-01,2.380297515371165851e-02
1.530500000000000860e+01,2.088750000000005684e+02,3.084533519439142807e-02,9.423078648211712371e-01,2.684679998443738336e-02
1.541000000000000902e+01,2.088750000000005684e+02,3.545984294318055285e-02,9.340171046694485391e-01,3.052305238737092197e-02
1.551500000000000945e+01,2.088750000000005684e+02,4.111289760333108195e-02,9.239120407934513501e-01,3.497506160321760954e-02
1.562000000000000988e+01,2.088750000000005684e+02,4.805678454032927954e-02,9.115677867031826143e-01,4.037542875648818946e-02
1.572500000000001030e+01,2.088750000000005684e+02,5.659786133074761610e-02,8.964742979744311224e-01,4.692784069482126147e-02
1.583000000000001073e+01,2.088750000000005684e+02,6.709958209875646618e-02,8.780348607323299470e-01,5.486555716891346884e-02
1.593500000000001116e+01,2.088750000000005684e+02,7.997860419402123833e-02,8.555774552880215378e-01,6.444394051795732103e-02
1.604000000000001336e+01,2.088750000000005684e+02,9.568879384849865444e-02,8.283876199792412631e-01,7.592358617226001305e-02
1.614500000000001023e+01,2.088750000000005684e+02,1.146868515695468743e-01,7.957727638911925583e-01,8.954038453926052576e-02
1.625000000000001421e+01,2.088750000000005684e+02,1.373739530646899687e-01,7.571658989478243784e-01,1.054601479874855974e-01
1.635500000000001108e+01,2.088750000000005684e+02,1.640121695570486982e-01,7.122683690391923284e-01,1.237194614037588763e-01
1.646000000000001506e+01,2.088750000000005684e+02,1.946241201017537004e-01,6.612140770524487232e-01,1.441618028457976874e-01
1.656500000000001194e+01,2.088750000000005684e+02,2.288984790154426074e-01,6.047142306465866923e-01,1.663872903379707002e-01
1.667000000000001592e+01,2.088750000000005684e+02,2.661367304483873153e-01,5.441225381504241065e-01,1.897407314011885782e-01
1.677500000000001279e+01,2.088750000000005684e+02,3.052772228452681480e-01,4.813640750798249268e-01,2.133587020749068974e-01
1.688000000000001677e+01,2.088750000000005684e+02,3.450122793310604341e-01,4.187097331160981595e-01,2.362779875528412954e-01
1.698500000000001364e+01,2.088750000000005684e+02,3.839767840823476441e-01,3.584424500274940861e-01,2.575807658901582142e-01
1.709000000000001762e+01,2.088750000000005684e+02,4.209525526370393456e-01,3.025151336688446380e-01,2.765323136941160165e-01
1.719500000000001450e+01,2.088750000000005684e+02,4.550251149614884527e-01,2.523058158001514339e-01,2.926690692383601133e-01
1.730000000000001847e+01,2.088750000000005684e+02,4.856537728867427739e-01,2.085283316238963625e-01,3.058178954893608914e-01
1.740500000000001535e+01,2.088750000000005684e+02,5.126544923252367436e-01,1.712897315608633286e-01,3.160557761138999555e-01
1.751000000000001933e+01,2.088750000000005684e+02,5.361244138969608608e-01,1.402390542800315554e-01,3.236365318230074450e-01
1.761500000000001620e+01,2.088750000000005684e+02,5.563449968023344017e-01,1.147427000210476111e-01,3.289123031766180150e-01
1.772000000000002018e+01,2.088750000000005684e+02,5.736923912934049907e-01,9.403939679768452686e-02,3.322682119089104824e-01
1.782500000000001705e+01,2.088750000000005684e+02,5.885694442377858993e-01,7.735324751491262640e-02,3.340773082473014743e-01
1.793000000000002103e+01,2.088750000000005684e+02,6.013619811875605681e-01,6.396314066019727351e-02,3.346748781522421723e-01
1.803500000000001791e+01,2.088750000000005684e+02,6.124154758252396968e-01,5.323704070911936675e-02,3.343474834656410821e-01
1.814000000000002188e+01,2.088750000000005684e+02,6.220261119343793998e-01,4.464235995528162415e-02,3.333315281103389482e-01
1.824500000000001876e+01,2.088750000000005684e+02,6.304406678694542965e-01,3.774225013027973641e-02,3.318170820002658283e-01
1.835000000000002274e+01,2.088750000000005684e+02,6.378610347995538055e-01,3.218494202274287119e-02,3.299540231777033372e-01
1.845500000000001961e+01,2.088750000000005684e+02,6.444506223387774790e-01,2.769065245441134845e-02,3.278587252068111968e-01
1.856000000000002359e+01,2.088750000000005684e+02,6.503410488211525120e-01,2.403859655257892941e-02,3.256203546262685378e-01
1.866500000000002046e+01,2.088750000000005684e+02,6.556382964442706296e-01,2.105533131599704108e-02,3.233063722397323536e-01
1.877000000000002444e+01,2.088750000000005684e+02,6.604279940354129685e-01,1.860487396971858415e-02,3.209671319948684265e-01
1.887500000000002132e+01,2.088750000000005684e+02,6.647797603268777999e-01,1.658061727120384646e-02,3.186396224019183432e-01
1.898000000000002530e+01,2.088750000000005684e+02,6.687506753286488470e-01,1.489886572222631593e-02,3.163504589491249464e-01
1.908500000000002217e+01,2.088750000000005684e+02,6.723880024967860969e-01,1.349374524868919394e-02,3.141182522545246658e-01
1.919000000000002615e+01,2.088750000000005684e+02,6.757312963717914123e-01,1.231323344299153390e-02,3.119554701852170209e-01
1.929500000000002302e+01,2.088750000000005684e+02,6.788140212830092723e-01,1.131608218821009669e-02,3.098698965287807194e-01
1.940000000000002700e+01,2.088750000000005684e+02,6.816647891119793634e-01,1.046943983452350117e-02,3.078657710534971059e-01
1.950500000000002387e+01,2.088750000000005684e+02,6.843083046053325402e-01,9.747016198287463545e-03,3.059446791963800205e-01
1.961000000000002785e+01,2.088750000000005684e+02,6.867660885054961417e-01,9.127666098261402045e-03,3.041062453962424805e-01
1.971500000000002473e+01,2.088750000000005684e+02,6.890570330977070501e-01,8.594294437656663233e-03,3.023486724646363144e-01
1.982000000000002871e+01,2.088750000000005684e+02,6.911978319371194779e-01,8.133007923860943733e-03,3.006691601390195645e-01
1.992500000000002558e+01,2.088750000000005684e+02,6.932033153339363096e-01,7.732455950639317323e-03,2.990642287154243739e-01
2.003000000000002956e+01,2.088750000000005684e+02,6.950867152657420611e-01,7.383316711436258006e-03,2.975299680228216670e-01
2.013500000000002643e+01,2.088750000000005684e+02,6.968598773423193560e-01,7.077895025811137796e-03,2.960622276318695678e-01
2.024000000000003041e+01,2.088750000000005684e+02,6.985334328845222984e-01,6.809806314813750434e-03,2.946567608006637751e-01
2.034500000000002728e+01,2.088750000000005684e+02,7.001169407646622433e-01,6.573727212427791199e-03,2.933093320229098744e-01
2.045000000000003126e+01,2.088750000000005684e+02,7.016190061206424300e-01,6.365197895070074004e-03,2.920157959842874518e-01
2.055500000000002814e+01,2.088750000000005684e+02,7.030473811847771648e-01,6.180464698287407160e-03,2.907721541169354107e-01
2.066000000000003212e+01,2.088750000000005684e+02,7.044090520937256183e-01,6.016354237806654376e-03,2.895745936684678279e-01
2.076500000000002899e+01,2.088750000000005684e+02,7.057103145404055589e-01,5.870172265730038558e-03,2.884195131938645518e-01
2.087000000000003297e+01,2.088750000000005684e+02,7.069568403953980784e-01,5.739622027023513415e-03,2.873035375775784828e-01
2.097500000000002984e+01,2.088750000000005684e+02,7.081537368917231179e-01,5.622738053549521109e-03,2.862235250547272569e-01
2.108000000000003382e+01,2.088750000000005684e+02,7.093055995790993329e-01,5.517832230852489327e-03,2.851765681900481630e-01
2.118500000000003070e+01,2.088750000000005684e+02,7.104165599720535518e-01,5.423449663009570314e-03,2.841599903649367764e-01
2.129000000000003467e+01,2.088750000000005684e+02,7.114903286112895797e-01,5.338332392999097127e-03,2.831713389957112859e-01
2.139500000000003155e+01,2.088750000000005684e+02,7.125302341081665158e-01,5.261389447807573137e-03,2.822083764440259102e-01
1.309999999999999964e+01,2.096125000000005798e+02,7.784962694608208930e-03,9.845626869107467760e-01,7.652350394645083577e-03
1.320500000000000007e+01,2.096125000000005798e+02,7.949687720588884121e-03,9.842553305507875105e-01,7.794981728623711151e-03
1.331000000000000050e+01,2.096125000000005798e+02,8.135496539527420010e-03,9.839084281745598126e-01,7.956075285912616452e-03
1.341500000000000092e+01,2.096125000000005798e+02,8.345510260858592100e-03,9.835161788240086578e-01,8.138310915132838594e-03
1.352000000000000135e+01,2.096125000000005798e+02,8.583397336438400999e-03,9.830717787517384565e-01,8.344823911823310778e-03
1.362500000000000178e+01,2.096125000000005798e+02,8.853487704767577793e-03,9.825672155381803829e-01,8.579296757052002828e-03
1.373000000000000220e+01,2.096125000000005798e+02,9.160914512688659792e-03,9.819930132513596810e-01,8.846072235951667889e-03
1.383500000000000263e+01,2.096125000000005798e+02,9.511790854892645392e-03,9.813379156674804094e-01,9.150293477626926172e-03
1.394000000000000306e+01,2.096125000000005798e+02,9.913431138241344046e-03,9.805884908683272227e-01,9.498077993431480043e-03
1.404500000000000348e+01,2.096125000000005798e+02,1.037462950184286220e-02,9.797286357372345655e-01,9.896734760922504606e-03
1.415000000000000391e+01,2.096125000000005798e+02,1.090601140150581315e-02,9.787389526769341153e-01,1.035503592156010108e-02
1.425500000000000433e+01,2.096125000000005798e+02,1.152047924561442130e-02,9.775959628855509509e-01,1.088355786883458617e-02
1.436000000000000476e+01,2.096125000000005798e+02,1.223377915056910945e-02,9.762711102947919661e-01,1.149511055463885850e-02
1.446500000000000519e+01,2.096125000000005798e+02,1.306522382069496245e-02,9.747294972862835527e-01,1.220527889302154036e-02
1.457000000000000561e+01,2.096125000000005798e+02,1.403861663101773662e-02,9.729282770494437349e-01,1.303310631953850766e-02
1.467500000000000604e+01,2.096125000000005798e+02,1.518343454951125333e-02,9.708146075493803151e-01,1.400195790110851136e-02
1.478000000000000647e+01,2.096125000000005798e+02,1.653634275893189204e-02,9.683230485522399400e-01,1.514060868882819572e-02
1.488500000000000689e+01,2.096125000000005798e+02,1.814313147299018852e-02,9.653722569195358760e-01,1.648461160747395973e-02
1.499000000000000732e+01,2.096125000000005798e+02,2.006118429745574680e-02,9.618608091474890598e-01,1.807800655505533566e-02
1.509500000000000774e+01,2.096125000000005798e+02,2.236260454388886917e-02,9.576619599904570013e-01,1.997543546565418854e-02
1.520000000000000817e+01,2.096125000000005798e+02,2.513813478680712588e-02,9.526171440753689046e-01,2.224472113782402852e-02
1.530500000000000860e+01,2.096125000000005798e+02,2.850199346421650182e-02,9.465280659402859342e-01,2.496994059549759865e-02
1.541000000000000902e+01,2.096125000000005798e+02,3.259769870161775135e-02,9.391473413680742066e-01,2.825495993030799693e-02
1.551500000000000945e+01,2.096125000000005798e+02,3.760481743196560783e-02,9.301679116903867062e-01,3.222727087764772069e-02
1.562000000000000988e+01,2.096125000000005798e+02,4.374631084186573343e-02,9.192119469636663709e-01,3.704174219446799282e-02
1.572500000000001030e+01,2.096125000000005798e+02,5.129566606178444232e-02,9.058208103356516494e-01,4.288352360256382501e-02
1.583000000000001073e+01,2.096125000000005798e+02,6.058221575710180662e-02,8.894490135909867146e-01,4.996877065191140249e-02
1.593500000000001116e+01,2.096125000000005798e+02,7.199188224138820813e-02,8.694670329279289289e-01,5.854108483068284907e-02
1.604000000000001336e+01,2.096125000000005798e+02,8.595908861676956891e-02,8.451802292897601099e-01,6.886068209347036284e-02
1.614500000000001023e+01,2.096125000000005798e+02,1.029440997489083215e-01,8.158732584988294123e-01,8.118264175226236334e-02
1.625000000000001421e+01,2.096125000000005798e+02,1.233894786303657981e-01,7.808896775845057814e-01,9.572084378512858704e-02
1.635500000000001108e+01,2.096125000000005798e+02,1.476512664641515260e-01,7.397522639054905369e-01,1.125964696303579649e-01
1.646000000000001506e+01,2.096125000000005798e+02,1.759068968713173586e-01,6.923177746997390969e-01,1.317753284289435722e-01
1.656500000000001194e+01,2.096125000000005798e+02,2.080536901253126625e-01,6.389395222578124756e-01,1.530067876168749452e-01
1.667000000000001592e+01,2.096125000000005798e+02,2.436264102505512896e-01,5.805876117252909419e-01,1.757859780241577130e-01
1.677500000000001279e+01,2.096125000000005798e+02,2.817716382506412764e-01,5.188643885473183115e-01,1.993639732020404953e-01
1.688000000000001677e+01,2.096125000000005798e+02,3.213094701855005453e-01,4.558696256131959945e-01,2.228209042013035157e-01
1.698500000000001364e+01,2.096125000000005798e+02,3.608843845571423348e-01,3.939219070503707232e-01,2.451937083924871086e-01
1.709000000000001762e+01,2.096125000000005798e+02,3.991680322965105443e-01,3.352079121502816172e-01,2.656240555532077274e-01
1.719500000000001450e+01,2.096125000000005798e+02,4.350511211338286000e-01,2.814688002347865980e-01,2.834800786313848575e-01
