sepal width (cm),petal width (cm),setosa,versicolor,virginica
2.200000000000000178e+00,1.220000000000000195e+00,2.012704042304165608e-02,7.261332584658870548e-01,2.537397011110714140e-01
2.240000000000000213e+00,1.220000000000000195e+00,2.205498821823635019e-02,7.398012759637939695e-01,2.381437358179697150e-01
2.280000000000000249e+00,1.220000000000000195e+00,2.416142035839035848e-02,7.527255608449199276e-01,2.231130187966898770e-01
2.320000000000000284e+00,1.220000000000000195e+00,2.646242096573201558e-02,7.648671111269154110e-01,2.086704679073526636e-01
2.360000000000000320e+00,1.220000000000000195e+00,2.897550122341025283e-02,7.761909888163976978e-01,1.948335099601920528e-01
2.400000000000000355e+00,1.220000000000000195e+00,3.171970350607359462e-02,7.866660845507382760e-01,1.816142119431879975e-01
2.440000000000000391e+00,1.220000000000000195e+00,3.471570371676678535e-02,7.962647933324753513e-01,1.690195029507578772e-01
2.480000000000000426e+00,1.220000000000000195e+00,3.798590889174566221e-02,8.049626181128285429e-01,1.570514729954256838e-01
2.520000000000000462e+00,1.220000000000000195e+00,4.155454642943795518e-02,8.127377198301105610e-01,1.457077337404514283e-01
2.560000000000000497e+00,1.220000000000000195e+00,4.544774049220606099e-02,8.195704336876610263e-01,1.349818258201330168e-01
2.600000000000000533e+00,1.220000000000000195e+00,4.969357022039608274e-02,8.254427720514465605e-01,1.248636577281573845e-01
2.640000000000000568e+00,1.220000000000000195e+00,5.432210339592503240e-02,8.303379344681945939e-01,1.153399621358803667e-01
2.680000000000000604e+00,1.220000000000000195e+00,5.936539811699952790e-02,8.342398450640470253e-01,1.063947568189535370e-01
2.720000000000000639e+00,1.220000000000000195e+00,6.485746393088219486e-02,8.371327370829328984e-01,9.800979898618500386e-02
2.760000000000000675e+00,1.220000000000000195e+00,7.083417277117742827e-02,8.390008036390416146e-01,9.016502358978087384e-02
2.800000000000000711e+00,1.220000000000000195e+00,7.733310903618124954e-02,8.398279329272356764e-01,8.283895803658312962e-02
2.840000000000000746e+00,1.220000000000000195e+00,8.439334732870618083e-02,8.395975451509219978e-01,7.600910752037182139e-02
2.880000000000000782e+00,1.220000000000000195e+00,9.205514588857192926e-02,8.382925472292358515e-01,6.965230688219223310e-02
2.920000000000000817e+00,1.220000000000000195e+00,1.003595437505935828e-01,8.358954198221500986e-01,6.374503642725636021e-02
2.960000000000000853e+00,1.220000000000000195e+00,1.093478503458073375e-01,8.323884492022880499e-01,5.826370045190456398e-02
3.000000000000000888e+00,1.220000000000000195e+00,1.190610178455502322e-01,8.277541138055811709e-01,5.318486834886877040e-02
3.040000000000000924e+00,1.220000000000000195e+00,1.295388892481913190e-01,8.219756316869714086e-01,4.848547906483731407e-02
3.080000000000000959e+00,1.220000000000000195e+00,1.408193192339535493e-01,8.150376703724810934e-01,4.414301039356523237e-02
3.120000000000000995e+00,1.220000000000000195e+00,1.529371703265797466e-01,8.069272145524699624e-01,4.013561512095031869e-02
3.160000000000001030e+00,1.220000000000000195e+00,1.659231939789956589e-01,7.976345796001145239e-01,3.644222642088976172e-02
3.200000000000001066e+00,1.220000000000000195e+00,1.798028147894875917e-01,7.871545500508765336e-01,3.304263515963597880e-02
3.240000000000001101e+00,1.220000000000000195e+00,1.945948459203495073e-01,7.754876121510313469e-01,2.991754192861911105e-02
3.280000000000001137e+00,1.220000000000000195e+00,2.103101744726654510e-01,7.626412388117719265e-01,2.704858671556272659e-02
3.320000000000001172e+00,1.220000000000000195e+00,2.269504663557048441e-01,7.486311744830909110e-01,2.441835916120428315e-02
3.360000000000001208e+00,1.220000000000000195e+00,2.445069501107708931e-01,7.334826575407135119e-01,2.201039234851555684e-02
3.400000000000001243e+00,1.220000000000000195e+00,2.629593470285760959e-01,7.172315099301718178e-01,1.980914304125209330e-02
3.440000000000001279e+00,1.220000000000000195e+00,2.822750194380008182e-01,6.999250193311160606e-01,1.779996123088302754e-02
3.480000000000001315e+00,1.220000000000000195e+00,3.024084089707302914e-01,6.816225392674808425e-01,1.596905176178882446e-02
3.520000000000001350e+00,1.220000000000000195e+00,3.233008308673250286e-01,6.623957384563803341e-01,1.430343067629472921e-02
3.560000000000001386e+00,1.220000000000000195e+00,3.448806783651619523e-01,6.423284428908132559e-01,1.279087874402474144e-02
3.600000000000001421e+00,1.220000000000000195e+00,3.670640729109685974e-01,6.215160326834378024e-01,1.141989440559364709e-02
3.640000000000001457e+00,1.220000000000000195e+00,3.897559721613819694e-01,6.000643797744708019e-01,1.017964806414731714e-02
3.680000000000001492e+00,1.220000000000000195e+00,4.128517200824565192e-01,5.780883406159010862e-01,9.059939301642399787e-03
3.720000000000001528e+00,1.220000000000000195e+00,4.362389942631670348e-01,5.557098475466055731e-01,8.051158190227298422e-03
3.760000000000001563e+00,1.220000000000000195e+00,4.598000776298880599e-01,5.330556709387244130e-01,7.144251431387430885e-03
3.800000000000001599e+00,1.220000000000000195e+00,4.834143580213739466e-01,5.102549483660976382e-01,6.330693612528520177e-03
3.840000000000001634e+00,1.220000000000000195e+00,5.069609421880656441e-01,4.874365943594947126e-01,5.602463452439634603e-03
3.880000000000001670e+00,1.220000000000000195e+00,5.303212626379131267e-01,4.647267128183499296e-01,4.952024543736931531e-03
3.920000000000001705e+00,1.220000000000000195e+00,5.533815572682714290e-01,4.422461329139673603e-01,4.372309817761118808e-03
3.960000000000001741e+00,1.220000000000000195e+00,5.760351126436522584e-01,4.201081785832163629e-01,3.856708773131308030e-03
4.000000000000001776e+00,1.220000000000000195e+00,5.981841807368223352e-01,3.984167628329720046e-01,3.399056430205616916e-03
4.040000000000001812e+00,1.220000000000000195e+00,6.197415037054120335e-01,3.772648732989440923e-01,2.993622995643979625e-03
4.080000000000001847e+00,1.220000000000000195e+00,6.406314090762622593e-01,3.567334875942371752e-01,2.635103329500571544e-03
4.120000000000001883e+00,1.220000000000000195e+00,6.607904657092850131e-01,3.368909288109962485e-01,2.318605479718688876e-03
4.160000000000001918e+00,1.220000000000000195e+00,6.801677165589461449e-01,3.177926456814187395e-01,2.039637759634984650e-03
4.200000000000001954e+00,1.220000000000000195e+00,6.987245255784543252e-01,2.994813803544452702e-01,1.794094067100348265e-03
4.240000000000001990e+00,1.220000000000000195e+00,7.164340919008040931e-01,2.819876707430153950e-01,1.578237356180623753e-03
4.280000000000002025e+00,1.220000000000000195e+00,7.332806942354892499e-01,2.653306244079776111e-01,1.388681356533027393e-03
4.320000000000002061e+00,1.220000000000000195e+00,7.492587324753842148e-01,2.495188967443518202e-01,1.222370780263892960e-03
4.360000000000002096e+00,1.220000000000000195e+00,7.643716325660772082e-01,2.345518070774282593e-01,1.076560356494647014e-03
2.000000000000000000e+00,1.260000000000000231e+00,9.887372870317432880e-03,5.977146227344402041e-01,3.923980043952423613e-01
2.040000000000000036e+00,1.260000000000000231e+00,1.086539384702872590e-02,6.154563520570908164e-01,3.736782540958804022e-01
2.080000000000000071e+00,1.260000000000000231e+00,1.193740407054318803e-02,6.328924937488586977e-01,3.551701021805982461e-01
2.120000000000000107e+00,1.260000000000000231e+00,1.311195859162816134e-02,6.499558149983410971e-01,3.369322264100307884e-01
2.160000000000000142e+00,1.260000000000000231e+00,1.439837864596786587e-02,6.665810042287438897e-01,3.190206171252881751e-01
2.200000000000000178e+00,1.260000000000000231e+00,1.580682496194302233e-02,6.827053203213231392e-01,3.014878547167336720e-01
2.240000000000000213e+00,1.260000000000000231e+00,1.734837732644611136e-02,6.982691528175137829e-01,2.843824698560402098e-01
2.280000000000000249e+00,1.260000000000000231e+00,1.903512028425345323e-02,7.132164769140623140e-01,2.677484028016841600e-01
2.320000000000000284e+00,1.260000000000000231e+00,2.088023464223504738e-02,7.274951915384511025e-01,2.516245738193138570e-01
2.360000000000000320e+00,1.260000000000000231e+00,2.289809420220824746e-02,7.410573337096734159e-01,2.360445720881182985e-01
2.400000000000000355e+00,1.260000000000000231e+00,2.510436684865113496e-02,7.538591674601456960e-01,2.210364656912032211e-01
2.440000000000000391e+00,1.260000000000000231e+00,2.751611876161782697e-02,7.658611505393065899e-01,2.066227306990756907e-01
2.480000000000000426e+00,1.260000000000000231e+00,3.015192010176851595e-02,7.770277866958709145e-01,1.928202932023605209e-01
2.520000000000000462e+00,1.260000000000000231e+00,3.303195001347384446e-02,7.873273753551890408e-01,1.796406746313371217e-01
2.560000000000000497e+00,1.260000000000000231e+00,3.617809820354025985e-02,7.967316738462197900e-01,1.670902279502400889e-01
2.600000000000000533e+00,1.260000000000000231e+00,3.961405966837786702e-02,8.052154899311086966e-01,1.551704504005133878e-01
2.640000000000000568e+00,1.260000000000000231e+00,4.336541835512527227e-02,8.127562242526628067e-01,1.438783573922118586e-01
2.680000000000000604e+00,1.260000000000000231e+00,4.745971465060776218e-02,8.193333834951914696e-01,1.332069018542006988e-01
2.720000000000000639e+00,1.260000000000000231e+00,5.192649060131713373e-02,8.249280856421415953e-01,1.231454237565413473e-01
2.760000000000000675e+00,1.260000000000000231e+00,5.679730569321113365e-02,8.295225788180793369e-01,1.136801154887095988e-01
2.800000000000000711e+00,1.260000000000000231e+00,6.210571489107931387e-02,8.330997949321464757e-01,1.047944901767741827e-01
2.840000000000000746e+00,1.260000000000000231e+00,6.788719950031504857e-02,8.356429587884582899e-01,9.646984171122686968e-02
2.880000000000000782e+00,1.260000000000000231e+00,7.417904033809889774e-02,8.371352725587575261e-01,8.868568710314350678e-02
2.920000000000000817e+00,1.260000000000000231e+00,8.102012178148856880e-02,8.375596945444138131e-01,8.142018367409768753e-02
2.960000000000000853e+00,1.260000000000000231e+00,8.845065462181059268e-02,8.368988299585163881e-01,7.465051541967286652e-02
3.000000000000000888e+00,1.260000000000000231e+00,9.651180545477511252e-02,8.351349499500732021e-01,6.835324459515186579e-02
3.040000000000000924e+00,1.260000000000000231e+00,1.052452207612350060e-01,8.322501531336388148e-01,6.250462610512623474e-02
3.080000000000000959e+00,1.260000000000000231e+00,1.146924350970004863e-01,8.282266812956403657e-01,5.708088360735917577e-02
3.120000000000000995e+00,1.260000000000000231e+00,1.248941551377663883e-01,8.230473975079798388e-01,5.205844735425366188e-02
3.160000000000001030e+00,1.260000000000000231e+00,1.358894149374764992e-01,8.166964303661012892e-01,4.741415469642228792e-02
3.200000000000001066e+00,1.260000000000000231e+00,1.477146028416272683e-01,8.091599822814864451e-01,4.312541487688639763e-02
3.240000000000001101e+00,1.260000000000000231e+00,1.604023671653671546e-01,8.004272925609643430e-01,3.917034027366853716e-02
3.280000000000001137e+00,1.260000000000000231e+00,1.739804159959182639e-01,7.904917373745233844e-01,3.552784662955840722e-02
3.320000000000001172e+00,1.260000000000000231e+00,1.884702361374117063e-01,7.793520387941030858e-01,3.217772506848524949e-02
3.360000000000001208e+00,1.260000000000000231e+00,2.038857668945090740e-01,7.670135442407273185e-01,2.910068886476345831e-02
3.400000000000001243e+00,1.260000000000000231e+00,2.202320754472127662e-01,7.534895265252036234e-01,2.627839802758374921e-02
3.440000000000001279e+00,1.260000000000000231e+00,2.375040910971606689e-01,7.388024440964021666e-01,2.369346480643714364e-02
3.480000000000001315e+00,1.260000000000000231e+00,2.556854645228157086e-01,7.229850922518082923e-01,2.132944322537599219e-02
3.520000000000001350e+00,1.260000000000000231e+00,2.747476240649724955e-01,7.060815702148597328e-01,1.917080572016760520e-02
3.560000000000001386e+00,1.260000000000000231e+00,2.946491026457624396e-01,6.881479874729805601e-01,1.720290988125717027e-02
3.600000000000001421e+00,1.260000000000000231e+00,3.153352050314147115e-01,6.692528367777595966e-01,1.541195819082553757e-02
3.640000000000001457e+00,1.260000000000000231e+00,3.367380749820461094e-01,6.494769715428538870e-01,1.378495347510001398e-02
3.680000000000001492e+00,1.260000000000000231e+00,3.587772051799750228e-01,6.289131422555517270e-01,1.230965256447326753e-02
3.720000000000001528e+00,1.260000000000000231e+00,3.813604102405026008e-01,6.076650694013508991e-01,1.097452035814649313e-02
3.760000000000001563e+00,1.260000000000000231e+00,4.043852559727807439e-01,5.858460578998665458e-01,9.768686127352672194e-03
3.800000000000001599e+00,1.260000000000000231e+00,4.277409085455534110e-01,5.635771879839646115e-01,8.681903470481866503e-03
3.840000000000001634e+00,1.260000000000000231e+00,4.513103380785590257e-01,5.409851470489621672e-01,7.704514872478758492e-03
3.880000000000001670e+00,1.260000000000000231e+00,4.749727854275492822e-01,5.181997932267629059e-01,6.827421345687806689e-03
3.920000000000001705e+00,1.260000000000000231e+00,4.986063813862583460e-01,4.953515614424725544e-01,6.042057171269081366e-03
3.960000000000001741e+00,1.260000000000000231e+00,5.220907964124348322e-01,4.725688342354720795e-01,5.340369352093162110e-03
4.000000000000001776e+00,1.260000000000000231e+00,5.453097975556108201e-01,4.499754013854228574e-01,4.714801058966310368e-03
4.040000000000001812e+00,1.260000000000000231e+00,5.681535976157304768e-01,4.276881242605576339e-01,4.158278123711904931e-03
4.080000000000001847e+00,1.260000000000000231e+00,5.905208986171426311e-01,4.058149038671279296e-01,3.664197515729457517e-03
4.120000000000001883e+00,1.260000000000000231e+00,6.123205553830706194e-01,3.844530278852405503e-01,3.226416731688951794e-03
4.160000000000001918e+00,1.260000000000000231e+00,6.334728126426355521e-01,3.636879442392669248e-01,2.839243118097529127e-03
4.200000000000001954e+00,1.260000000000000231e+00,6.539100977769360945e-01,3.435924799112397010e-01,2.497422311824189309e-03
4.240000000000001990e+00,1.260000000000000231e+00,6.735773782870695392e-01,3.242264965155980394e-01,2.196125197332425734e-03
4.280000000000002025e+00,1.260000000000000231e+00,6.924321161463671270e-01,3.056369508403661284e-01,1.930933013266831772e-03
4.320000000000002061e+00,1.260000000000000231e+00,7.104438689144553232e-01,2.878583106159409710e-01,1.697820469603774328e-03
4.360000000000002096e+00,1.260000000000000231e+00,7.275935991697829452e-01,2.709132638907708057e-01,1.493136939446254889e-03
2.000000000000000000e+00,1.300000000000000266e+00,7.660646704147289210e-03,5.450042410182540653e-01,4.473351122775985900e-01
2.040000000000000036e+00,1.300000000000000266e+00,8.429698731413621735e-03,5.632823713787041831e-01,4.282879298898821241e-01
2.080000000000000071e+00,1.300000000000000266e+00,9.274501737249248728e-03,5.814516751575642406e-01,4.092738231051863962e-01
2.120000000000000107e+00,1.300000000000000266e+00,1.020208099622957679e-02,5.994426480957371073e-01,3.903552709080333472e-01
2.160000000000000142e+00,1.300000000000000266e+00,1.122008406575106081e-02,6.171854752982529613e-01,3.715944406359958929e-01
2.200000000000000178e+00,1.300000000000000266e+00,1.233683963488399656e-02,6.346108271094564879e-01,3.530523332556595451e-01
2.240000000000000213e+00,1.300000000000000266e+00,1.356142235730711451e-02,6.516506302621709601e-01,3.347879473805220885e-01
2.280000000000000249e+00,1.300000000000000266e+00,1.490372392003337133e-02,6.682387895016471679e-01,3.168574865783193584e-01
2.320000000000000284e+00,1.300000000000000266e+00,1.637453047830941810e-02,6.843118367041269856e-01,2.993136328175635685e-01
2.360000000000000320e+00,1.300000000000000266e+00,1.798560643190207781e-02,6.998094874863837189e-01,2.822049060817141686e-01
2.400000000000000355e+00,1.300000000000000266e+00,1.974978432477192750e-02,7.146750892509383668e-01,2.655751264242897647e-01
2.440000000000000391e+00,1.300000000000000266e+00,2.168106041373285206e-02,7.288559492816794050e-01,2.494629903045877117e-01
2.480000000000000426e+00,1.300000000000000266e+00,2.379469516581614666e-02,7.423035366068383434e-01,2.339017682273455412e-01
2.520000000000000462e+00,1.300000000000000266e+00,2.610731760114448977e-02,7.549735565797660586e-01,2.189191258190894551e-01
2.560000000000000497e+00,1.300000000000000266e+00,2.863703198943525971e-02,7.668259022079405574e-01,2.045370658026241795e-01
2.600000000000000533e+00,1.300000000000000266e+00,3.140352492413613777e-02,7.778244909420081177e-01,1.907719841338558209e-01
2.640000000000000568e+00,1.300000000000000266e+00,3.442817022867045856e-02,7.879369997314246143e-01,1.776348300399049340e-01
2.680000000000000604e+00,1.300000000000000266e+00,3.773412848493373772e-02,7.971345145399154619e-01,1.651313569751508559e-01
2.720000000000000639e+00,1.300000000000000266e+00,4.134643720756931567e-02,8.053911131389187572e-01,1.532624496535120728e-01
2.760000000000000675e+00,1.300000000000000266e+00,4.529208681493104155e-02,8.126834018686608374e-01,1.420245113164081419e-01
2.800000000000000711e+00,1.300000000000000266e+00,4.960007657138017917e-02,8.189900282324578118e-01,1.314098951961620854e-01
2.840000000000000746e+00,1.300000000000000266e+00,5.430144360706143369e-02,8.242911917616906337e-01,1.214073646312479604e-01
2.880000000000000782e+00,1.300000000000000266e+00,5.942925698451634320e-02,8.285681756633080930e-01,1.120025673521755638e-01
2.920000000000000817e+00,1.300000000000000266e+00,6.501856761700181009e-02,8.318029214418078965e-01,1.031785109411902102e-01
2.960000000000000853e+00,1.300000000000000266e+00,7.110630371280789175e-02,8.339776680558624866e-01,9.491602823132969102e-02
3.000000000000000888e+00,1.300000000000000266e+00,7.773110041035459494e-02,8.350746762728646910e-01,8.719422331678075566e-02
3.040000000000000924e+00,1.300000000000000266e+00,8.493305149700347556e-02,8.350760577225297965e-01,7.999089078046663082e-02
3.080000000000000959e+00,1.300000000000000266e+00,9.275337071906579467e-02,8.339637266691315443e-01,7.328290261180252230e-02
3.120000000000000995e+00,1.300000000000000266e+00,1.012339503723981987e-01,8.317194906109394159e-01,6.704655901666241313e-02
3.160000000000001030e+00,1.300000000000000266e+00,1.104168058217037396e-01,8.283252933131564077e-01,6.125790086513967225e-02
3.200000000000001066e+00,1.300000000000000266e+00,1.203433965606515027e-01,8.237636205851467386e-01,5.589298285420176565e-02
3.240000000000001101e+00,1.300000000000000266e+00,1.310538176247546815e-01,8.180180748016778747e-01,5.092810757356747847e-02
3.280000000000001137e+00,1.300000000000000266e+00,1.425858598113596276e-01,8.110741186282961479e-01,4.634002156034423836e-02
3.320000000000001172e+00,1.300000000000000266e+00,1.549739433933576271e-01,8.029199814784747646e-01,4.210607512816762210e-02
3.360000000000001208e+00,1.300000000000000266e+00,1.682479378784179080e-01,7.935477138377829975e-01,3.820434828379894870e-02
3.400000000000001243e+00,1.300000000000000266e+00,1.824318897515497251e-01,7.829543648225426589e-01,3.461374542590753972e-02
3.440000000000001279e+00,1.300000000000000266e+00,1.975426907271578270e-01,7.711432474877927268e-01,3.131406178504937687e-02
3.480000000000001315e+00,1.300000000000000266e+00,2.135887302601034432e-01,7.581252450035643742e-01,2.828602473633225201e-02
3.520000000000001350e+00,1.300000000000000266e+00,2.305685870859260078e-01,7.439200996958854617e-01,2.551131321818861722e-02
3.560000000000001386e+00,1.300000000000000266e+00,2.484698242837884430e-01,7.285576171789103217e-01,2.297255853730106531e-02
3.600000000000001421e+00,1.300000000000000266e+00,2.672679594918258572e-01,7.120787106686963241e-01,2.065332983947782905e-02
3.640000000000001457e+00,1.300000000000000266e+00,2.869256850855646523e-01,6.945362074336528524e-01,1.853810748078255771e-02
3.680000000000001492e+00,1.300000000000000266e+00,3.073924110831203205e-01,6.759953414785391246e-01,1.661224743834064863e-02
3.720000000000001528e+00,1.300000000000000266e+00,3.286041953024192996e-01,6.565338649495721102e-01,1.486193974800848264e-02
3.760000000000001563e+00,1.300000000000000266e+00,3.504841104371906879e-01,6.362417258252578423e-01,1.327416373755150973e-02
3.800000000000001599e+00,1.300000000000000266e+00,3.729430765415994720e-01,6.152202809259034177e-01,1.183664253249721264e-02
3.840000000000001634e+00,1.300000000000000266e+00,3.958811610650965762e-01,5.935810399885108612e-01,1.053779894639264927e-02
3.880000000000001670e+00,1.300000000000000266e+00,4.191893190424239024e-01,5.714439665225671261e-01,9.366714435008966291e-03
3.920000000000001705e+00,1.300000000000000266e+00,4.427515159783017573e-01,5.489353917098549474e-01,8.313092311843293600e-03
3.960000000000001741e+00,1.300000000000000266e+00,4.664471484021127101e-01,5.261856256820184319e-01,7.367225915868838050e-03
4.000000000000001776e+00,1.300000000000000266e+00,4.901536549924358499e-01,5.033263730832295835e-01,6.519971924334426981e-03
4.040000000000001812e+00,1.300000000000000266e+00,5.137491970812327891e-01,4.804880743701360757e-01,5.762728548631181232e-03
4.080000000000001847e+00,1.300000000000000266e+00,5.371152828523064748e-01,4.577972991750153264e-01,5.087417972678142351e-03
4.120000000000001883e+00,1.300000000000000266e+00,5.601392151101561856e-01,4.353743127731758422e-01,4.486472116668103159e-03
4.160000000000001918e+00,1.300000000000000266e+00,5.827162573589355077e-01,4.133309219918665511e-01,3.952820649197806742e-03
4.200000000000001954e+00,1.300000000000000266e+00,6.047514352632288315e-01,3.917686846070033702e-01,3.479880129767884672e-03
4.240000000000001990e+00,1.300000000000000266e+00,6.261609177606329846e-01,3.707775390086291423e-01,3.061543230737870120e-03
4.280000000000002025e+00,1.300000000000000266e+00,6.468729512054925967e-01,3.504348816524499588e-01,2.692167142057432742e-03
4.320000000000002061e+00,1.300000000000000266e+00,6.668283480689104481e-01,3.308050914552922439e-01,2.366560475797445471e-03
4.360000000000002096e+00,1.300000000000000266e+00,6.859805564791748855e-01,3.119394752901633039e-01,2.079968230661873030e-03
2.000000000000000000e+00,1.340000000000000302e+00,5.906244587291742745e-03,4.917735764545121402e-01,5.023201789581960286e-01
2.040000000000000036e+00,1.340000000000000302e+00,6.505922395705757144e-03,5.100274174597045906e-01,4.834666601445896106e-01
2.080000000000000071e+00,1.340000000000000302e+00,7.166172252882662026e-03,5.283647950098577795e-01,4.644690327372595351e-01
2.120000000000000107e+00,1.340000000000000302e+00,7.892761734035228308e-03,5.467207364923439838e-01,4.453865017736208798e-01
2.160000000000000142e+00,1.340000000000000302e+00,8.691968725702868895e-03,5.650276736634407548e-01,4.262803576108563641e-01
2.200000000000000178e+00,1.340000000000000302e+00,9.570627623143340701e-03,5.832161786353022848e-01,4.072131937415544023e-01
2.240000000000000213e+00,1.340000000000000302e+00,1.053618055571021311e-02,6.012157468618009037e-01,3.882480725824889456e-01
2.280000000000000249e+00,1.340000000000000302e+00,1.159673408658617837e-02,6.189556036712258180e-01,3.694476622421880574e-01
2.320000000000000284e+00,1.340000000000000302e+00,1.276112178433850067e-02,6.363655090523421265e-01,3.508733691633194596e-01
2.360000000000000320e+00,1.340000000000000302e+00,1.403897298750443785e-02,6.533765347920088562e-01,3.325844922204865828e-01
2.400000000000000355e+00,1.340000000000000302e+00,1.544078797632948523e-02,6.699217887659963955e-01,3.146374232576740759e-01
2.440000000000000391e+00,1.340000000000000302e+00,1.697801962417874733e-02,6.859370631816164021e-01,2.970849171942048783e-01
2.480000000000000426e+00,1.340000000000000302e+00,1.866316142088378024e-02,7.013613867474183250e-01,2.799754518316978635e-01
2.520000000000000462e+00,1.340000000000000302e+00,2.050984153651027805e-02,7.161374649029312867e-01,2.633526935605584041e-01
2.560000000000000497e+00,1.340000000000000302e+00,2.253292232091012176e-02,7.302119971172919000e-01,2.472550805617979852e-01
2.600000000000000533e+00,1.340000000000000302e+00,2.474860430497333522e-02,7.435358655585803112e-01,2.317155301364463571e-01
2.640000000000000568e+00,1.340000000000000302e+00,2.717453337555614593e-02,7.560641948359073661e-01,2.167612717885364637e-01
2.680000000000000604e+00,1.340000000000000302e+00,2.982990932842506313e-02,7.677562877332291258e-01,2.024138029383457660e-01
2.720000000000000639e+00,1.340000000000000302e+00,3.273559345241233015e-02,7.785754466401652030e-01,1.886889599074224322e-01
2.760000000000000675e+00,1.340000000000000302e+00,3.591421215366820407e-02,7.884886945536105918e-01,1.755970932927212180e-01
2.800000000000000711e+00,1.340000000000000302e+00,3.939025288309764422e-02,7.974664129564412729e-01,1.631433341604610066e-01
2.840000000000000746e+00,1.340000000000000302e+00,4.319014777744124151e-02,8.054819165270170611e-01,1.513279356955416766e-01
2.880000000000000782e+00,1.340000000000000302e+00,4.734233946484676936e-02,8.125109865081477922e-01,1.401466740270056466e-01
2.920000000000000817e+00,1.340000000000000302e+00,5.187732242700705820e-02,8.185313857275892113e-01,1.295912918454037444e-01
2.960000000000000853e+00,1.340000000000000302e+00,5.682765217123175033e-02,8.235223788055626715e-01,1.196499690232054741e-01
3.000000000000000888e+00,1.340000000000000302e+00,6.222791328180472814e-02,8.274642811110934915e-01,1.103078056071016971e-01
3.040000000000000924e+00,1.340000000000000302e+00,6.811463624514392523e-02,8.303380596327886165e-01,1.015473041220673472e-01
3.080000000000000959e+00,1.340000000000000302e+00,7.452615185663186148e-02,8.321250081797004761e-01,9.334883996366753756e-02
3.120000000000000995e+00,1.340000000000000302e+00,8.150237112639753534e-02,8.328065182522113030e-01,8.569111062139113388e-02
3.160000000000001030e+00,1.340000000000000302e+00,8.908447804687329163e-02,8.323639654982454283e-01,7.855155645488140492e-02
3.200000000000001066e+00,1.340000000000000302e+00,9.731452254012791514e-02,8.307787298167792489e-01,7.190674764309294698e-02
3.240000000000001101e+00,1.340000000000000302e+00,1.062349015724403933e-01,8.280323647530172249e-01,6.573273367454246507e-02
3.280000000000001137e+00,1.340000000000000302e+00,1.158877180357036490e-01,8.241069286645524850e-01,6.000535329974385212e-02
3.320000000000001172e+00,1.340000000000000302e+00,1.263140097876125356e-01,8.189854860113936486e-01,5.470050420099385052e-02
3.360000000000001208e+00,1.340000000000000302e+00,1.375528454387179023e-01,8.126527818168230999e-01,4.979437274445890765e-02
3.400000000000001243e+00,1.340000000000000302e+00,1.496402892506451809e-01,8.050960856754534323e-01,4.526362507390147005e-02
3.440000000000001279e+00,1.340000000000000302e+00,1.626082449522312789e-01,7.963061935442729000e-01,4.108556150349586961e-02
3.480000000000001315e+00,1.340000000000000302e+00,1.764831973344334615e-01,7.862785659711032382e-01,3.723823669446337664e-02
3.520000000000001350e+00,1.340000000000000302e+00,1.912848809018516394e-01,7.750145706133675372e-01,3.370054848478092058e-02
3.560000000000001386e+00,1.340000000000000302e+00,2.070249161478936450e-01,7.625227853416419732e-01,3.045229851046436786e-02
3.600000000000001421e+00,1.340000000000000302e+00,2.237054654186221569e-01,7.488203066463320345e-01,2.747422793504585709e-02
3.640000000000001457e+00,1.340000000000000302e+00,2.413179708015125990e-01,7.339339974889020901e-01,2.474803170958531084e-02
3.680000000000001492e+00,1.340000000000000302e+00,2.598420447573661085e-01,7.179016004117557692e-01,2.225635483087796268e-02
3.720000000000001528e+00,1.340000000000000302e+00,2.792445889187565866e-01,7.007726370259511617e-01,1.998277405529221354e-02
3.760000000000001563e+00,1.340000000000000302e+00,2.994792162533264634e-01,6.826090152884221052e-01,1.791176845825145914e-02
3.800000000000001599e+00,1.340000000000000302e+00,3.204860455244737949e-01,6.634852723772055594e-01,1.602868209832068735e-02
3.840000000000001634e+00,1.340000000000000302e+00,3.421919240394281081e-01,6.434883941188990208e-01,1.431968184167277912e-02
3.880000000000001670e+00,1.340000000000000302e+00,3.645111151090432711e-01,6.227171717707652432e-01,1.277171312019151003e-02
3.920000000000001705e+00,1.340000000000000302e+00,3.873464613472700213e-01,6.012810826204187942e-01,1.137245603231109778e-02
3.960000000000001741e+00,1.340000000000000302e+00,4.105910056768931615e-01,5.792987105675775350e-01,1.011028375552915949e-02
4.000000000000001776e+00,1.340000000000000302e+00,4.341300212064164721e-01,5.568957540547724294e-01,8.974224738811225136e-03
4.040000000000001812e+00,1.340000000000000302e+00,4.578433720150263952e-01,5.342026983778128679e-01,7.953929607160846113e-03
4.080000000000001847e+00,1.340000000000000302e+00,4.816081024364409768e-01,5.113522543908456397e-01,7.039643172713360916e-03
4.120000000000001883e+00,1.340000000000000302e+00,5.053011354133701838e-01,4.884766831424744438e-01,6.222181444155381984e-03
4.160000000000001918e+00,1.340000000000000302e+00,5.288019528532733604e-01,4.657051340512853299e-01,5.492913095441274117e-03
4.200000000000001954e+00,1.340000000000000302e+00,5.519951334937952536e-01,4.431611219804383328e-01,4.843744525766404026e-03
4.240000000000001990e+00,1.340000000000000302e+00,5.747726361803831008e-01,4.209602563846691625e-01,4.267107434947852058e-03
