sepal length (cm),petal width (cm),setosa,versicolor,virginica
4.479999999999998650e+00,1.220000000000000195e+00,6.174248438029238117e-02,8.169587978266330541e-01,1.212987177930746480e-01
4.539999999999998259e+00,1.220000000000000195e+00,6.245477309365683044e-02,8.181474181217338604e-01,1.193978087846093300e-01
4.599999999999997868e+00,1.220000000000000195e+00,6.317399136391606274e-02,8.193060943954006969e-01,1.175199142406833097e-01
4.659999999999997478e+00,1.220000000000000195e+00,6.390018550637514838e-02,8.204348519828507103e-01,1.156649625107740859e-01
4.719999999999997087e+00,1.220000000000000195e+00,6.463340182613989959e-02,8.215337221442479132e-01,1.138328760296121039e-01
4.779999999999996696e+00,1.220000000000000195e+00,6.537368660530108733e-02,8.226027419296769727e-01,1.120235714650219677e-01
4.839999999999996305e+00,1.220000000000000195e+00,6.612108608969261003e-02,8.236419540429686936e-01,1.102369598673388074e-01
4.899999999999995914e+00,1.220000000000000195e+00,6.687564647522484251e-02,8.246514067045781493e-01,1.084729468201969388e-01
4.959999999999995524e+00,1.220000000000000195e+00,6.763741389379557267e-02,8.256311535137164093e-01,1.067314325924878099e-01
5.019999999999995133e+00,1.220000000000000195e+00,6.840643439877912291e-02,8.265812533099292647e-01,1.050123122912915569e-01
5.079999999999994742e+00,1.220000000000000195e+00,6.918275395009665374e-02,8.275017700343147986e-01,1.033154760155885893e-01
5.139999999999994351e+00,1.220000000000000195e+00,6.996641839887104974e-02,8.283927725905694261e-01,1.016408090105595519e-01
5.199999999999993960e+00,1.220000000000000195e+00,7.075747347166845558e-02,8.292543347060387093e-01,9.998819182229289060e-02
5.259999999999993570e+00,1.220000000000000195e+00,7.155596475433106951e-02,8.300865347929532456e-01,9.835750045271576814e-02
5.319999999999993179e+00,1.220000000000000195e+00,7.236193767540509414e-02,8.308894558100196059e-01,9.674860651457524441e-02
5.379999999999992788e+00,1.220000000000000195e+00,7.317543748916839619e-02,8.316631851245338547e-01,9.516137738629769360e-02
5.439999999999992397e+00,1.220000000000000195e+00,7.399650925826230241e-02,8.324078143751747483e-01,9.359567636656286604e-02
5.499999999999992006e+00,1.220000000000000195e+00,7.482519783593434559e-02,8.331234393356355961e-01,9.205136282843000284e-02
5.559999999999991616e+00,1.220000000000000195e+00,7.566154784789633214e-02,8.338101597792400010e-01,9.052829237286369457e-02
5.619999999999991225e+00,1.220000000000000195e+00,7.650560367380497551e-02,8.344680793446865863e-01,8.902631698150836881e-02
5.679999999999990834e+00,1.220000000000000195e+00,7.735740942837163181e-02,8.350973054030593756e-01,8.754528516856893705e-02
5.739999999999990443e+00,1.220000000000000195e+00,7.821700894210774357e-02,8.356979489262338356e-01,8.608504213165824037e-02
5.799999999999990052e+00,1.220000000000000195e+00,7.908444574171479002e-02,8.362701243568045895e-01,8.464542990148074542e-02
5.859999999999989662e+00,1.220000000000000195e+00,7.995976303012521103e-02,8.368139494796505984e-01,8.322628749022423222e-02
5.919999999999989271e+00,1.220000000000000195e+00,8.084300366620379708e-02,8.373295452952564943e-01,8.182745103853984736e-02
5.979999999999988880e+00,1.220000000000000195e+00,8.173421014411832997e-02,8.378170358948874297e-01,8.044875396099435139e-02
6.039999999999988489e+00,1.220000000000000195e+00,8.263342457238807837e-02,8.382765483377250249e-01,7.909002708988679964e-02
6.099999999999988098e+00,1.220000000000000195e+00,8.354068865261991828e-02,8.387082125300547863e-01,7.775109881732518435e-02
6.159999999999987708e+00,1.220000000000000195e+00,8.445604365794324997e-02,8.391121611065913699e-01,7.643179523546529686e-02
6.219999999999987317e+00,1.220000000000000195e+00,8.537953041115245445e-02,8.394885293140268434e-01,7.513194027482075765e-02
6.279999999999986926e+00,1.220000000000000195e+00,8.631118926256849122e-02,8.398374548968744469e-01,7.385135584055715907e-02
6.339999999999986535e+00,1.220000000000000195e+00,8.725106006763155841e-02,8.401590779856786817e-01,7.258986194668977376e-02
6.399999999999986144e+00,1.220000000000000195e+00,8.819918216423544566e-02,8.404535409876541241e-01,7.134727684811029147e-02
6.459999999999985754e+00,1.220000000000000195e+00,8.915559434981569498e-02,8.407209884798124699e-01,7.012341717037186284e-02
6.519999999999985363e+00,1.220000000000000195e+00,9.012033485820418466e-02,8.409615671046262175e-01,6.891809803716955618e-02
6.579999999999984972e+00,1.220000000000000195e+00,9.109344133626318119e-02,8.411754254682805021e-01,6.773113319545608080e-02
6.639999999999984581e+00,1.220000000000000195e+00,9.207495082031143252e-02,8.413627140415486094e-01,6.656233513813991642e-02
6.699999999999984190e+00,1.220000000000000195e+00,9.306489971235532010e-02,8.415235850633281389e-01,6.541151522431659648e-02
6.759999999999983800e+00,1.220000000000000195e+00,9.406332375614058494e-02,8.416581924468699016e-01,6.427848379698945791e-02
6.819999999999983409e+00,1.220000000000000195e+00,9.507025801303665979e-02,8.417666916887214246e-01,6.316305029824188788e-02
6.879999999999983018e+00,1.220000000000000195e+00,9.608573683776953922e-02,8.418492397804051564e-01,6.206502338182553341e-02
6.939999999999982627e+00,1.220000000000000195e+00,9.710979385401752317e-02,8.419059951228462513e-01,6.098421102313627412e-02
6.999999999999982236e+00,1.220000000000000195e+00,9.814246192988478057e-02,8.419371174435632543e-01,5.992042062655199286e-02
7.059999999999981846e+00,1.220000000000000195e+00,9.918377315326873389e-02,8.419427677166189117e-01,5.887345913011234749e-02
7.119999999999981455e+00,1.220000000000000195e+00,1.002337588071359198e-01,8.419231080853413207e-01,5.784313310752290521e-02
7.179999999999981064e+00,1.220000000000000195e+00,1.012924493447243390e-01,8.418783017878035402e-01,5.682924886747218324e-02
7.239999999999980673e+00,1.220000000000000195e+00,1.023598743646860904e-01,8.418085130850612163e-01,5.583161255025274883e-02
7.299999999999980282e+00,1.220000000000000195e+00,1.034360625861887595e-01,8.417139071921301285e-01,5.485003022168105646e-02
7.359999999999979892e+00,1.220000000000000195e+00,1.045210418239923972e-01,8.415946502116914418e-01,5.388430796431597364e-02
7.419999999999979501e+00,1.220000000000000195e+00,1.056148389635177265e-01,8.414509090705055705e-01,5.293425196597672383e-02
7.479999999999979110e+00,1.220000000000000195e+00,1.067174799359245779e-01,8.412828514585075634e-01,5.199966860556791415e-02
7.539999999999978719e+00,1.220000000000000195e+00,1.078289896932174974e-01,8.410906457705640271e-01,5.108036453621835060e-02
7.599999999999978328e+00,1.220000000000000195e+00,1.089493921833962764e-01,8.408744610508565032e-01,5.017614676574716492e-02
7.659999999999977938e+00,1.220000000000000195e+00,1.100787103256697791e-01,8.406344669398595482e-01,4.928682273447065887e-02
7.719999999999977547e+00,1.220000000000000195e+00,1.112169659857509957e-01,8.403708336238805421e-01,4.841220039036844836e-02
7.779999999999977156e+00,1.220000000000000195e+00,1.123641799512517525e-01,8.400837317871197030e-01,4.755208826162850289e-02
7.839999999999976765e+00,1.220000000000000195e+00,1.135203719071968265e-01,8.397733325662103399e-01,4.670629552659281286e-02
4.299999999999999822e+00,1.260000000000000231e+00,4.686781246790203831e-02,7.920189581466240414e-01,1.611132293854739828e-01
4.359999999999999432e+00,1.260000000000000231e+00,4.743476297009405207e-02,7.938039170497177555e-01,1.587613199801882757e-01
4.419999999999999041e+00,1.260000000000000231e+00,4.800757729109281224e-02,7.955592241514505281e-01,1.564331985574566597e-01
4.479999999999998650e+00,1.260000000000000231e+00,4.858629857462147539e-02,7.972847844110843019e-01,1.541289170142942644e-01
4.539999999999998259e+00,1.260000000000000231e+00,4.917097011364256198e-02,7.989805109932585081e-01,1.518485188930989160e-01
4.599999999999997868e+00,1.260000000000000231e+00,4.976163534528726257e-02,8.006463251783986212e-01,1.495920394763141925e-01
4.659999999999997478e+00,1.260000000000000231e+00,5.035833784542408792e-02,8.022821562679817164e-01,1.473595058865942997e-01
4.719999999999997087e+00,1.260000000000000231e+00,5.096112132286115259e-02,8.038879414848822957e-01,1.451509371922565517e-01
4.779999999999996696e+00,1.260000000000000231e+00,5.157002961317677658e-02,8.054636258690336392e-01,1.429663445177895009e-01
4.839999999999996305e+00,1.260000000000000231e+00,5.218510667217299281e-02,8.070091621686358296e-01,1.408057311591911498e-01
4.899999999999995914e+00,1.260000000000000231e+00,5.280639656894739464e-02,8.085245107271477050e-01,1.386690927039048726e-01
4.959999999999995524e+00,1.260000000000000231e+00,5.343394347857928495e-02,8.100096393663007710e-01,1.365564171551200134e-01
5.019999999999995133e+00,1.260000000000000231e+00,5.406779167442612305e-02,8.114645232653746598e-01,1.344676850601992657e-01
5.079999999999994742e+00,1.260000000000000231e+00,5.470798552002578696e-02,8.128891448369727213e-01,1.324028696430015195e-01
5.139999999999994351e+00,1.260000000000000231e+00,5.535456946060335337e-02,8.142834935995386658e-01,1.303619369398578143e-01
5.199999999999993960e+00,1.260000000000000231e+00,5.600758801417756588e-02,8.156475660468551769e-01,1.283448459389673613e-01
5.259999999999993570e+00,1.260000000000000231e+00,5.666708576226626992e-02,8.169813655147591946e-01,1.263515487229746326e-01
5.319999999999993179e+00,1.260000000000000231e+00,5.733310734018760152e-02,8.182849020453185629e-01,1.243819906144938425e-01
5.379999999999992788e+00,1.260000000000000231e+00,5.800569742695654146e-02,8.195581922486989690e-01,1.224361103243444965e-01
5.439999999999992397e+00,1.260000000000000231e+00,5.868490073477460045e-02,8.208012591629590959e-01,1.205138401022663730e-01
5.499999999999992006e+00,1.260000000000000231e+00,5.937076199811257976e-02,8.220141321120046918e-01,1.186151058898827909e-01
5.559999999999991616e+00,1.260000000000000231e+00,6.006332596238580374e-02,8.231968465619292630e-01,1.167398274756850790e-01
5.619999999999991225e+00,1.260000000000000231e+00,6.076263737222196981e-02,8.243494439759667669e-01,1.148879186518112633e-01
5.679999999999990834e+00,1.260000000000000231e+00,6.146874095932235160e-02,8.254719716682787922e-01,1.130592873723988562e-01
5.739999999999990443e+00,1.260000000000000231e+00,6.218168142991667424e-02,8.265644826567909442e-01,1.112538359132924370e-01
5.799999999999990052e+00,1.260000000000000231e+00,6.290150345181359792e-02,8.276270355152951508e-01,1.094714610328913623e-01
5.859999999999989662e+00,1.260000000000000231e+00,6.362825164104828068e-02,8.286596942250231690e-01,1.077120541339283838e-01
5.919999999999989271e+00,1.260000000000000231e+00,6.436197054812919927e-02,8.296625280258985713e-01,1.059755014259721601e-01
5.979999999999988880e+00,1.260000000000000231e+00,6.510270464388684397e-02,8.306356112676601677e-01,1.042616840884530022e-01
6.039999999999988489e+00,1.260000000000000231e+00,6.585049830492735456e-02,8.315790232610562605e-01,1.025704784340164127e-01
6.099999999999988098e+00,1.260000000000000231e+00,6.660539579869405313e-02,8.324928481292935833e-01,1.009017560720124329e-01
6.159999999999987708e+00,1.260000000000000231e+00,6.736744126814145361e-02,8.333771746599230035e-01,9.925538407193547352e-02
6.219999999999987317e+00,1.260000000000000231e+00,6.813667871602532844e-02,8.342320961573393978e-01,9.763122512663532926e-02
6.279999999999986926e+00,1.260000000000000231e+00,6.891315198881374504e-02,8.350577102960623499e-01,9.602913771512391894e-02
6.339999999999986535e+00,1.260000000000000231e+00,6.969690476022386005e-02,8.358541189749663092e-01,9.444897626480980302e-02
6.399999999999986144e+00,1.260000000000000231e+00,7.048798051439048029e-02,8.366214281726113144e-01,9.289059131299812200e-02
6.459999999999985754e+00,1.260000000000000231e+00,7.128642252867141427e-02,8.373597478038297126e-01,9.135382966749888700e-02
6.519999999999985363e+00,1.260000000000000231e+00,7.209227385609633110e-02,8.380691915777100931e-01,8.983853456619363131e-02
6.579999999999984972e+00,1.260000000000000231e+00,7.290557730746589915e-02,8.387498768571174379e-01,8.834454583541663519e-02
6.639999999999984581e+00,1.260000000000000231e+00,7.372637543310796293e-02,8.394019245198810486e-01,8.687170004701097459e-02
6.699999999999984190e+00,1.260000000000000231e+00,7.455471050429765545e-02,8.400254588217713758e-01,8.541983067393094098e-02
6.759999999999983800e+00,1.260000000000000231e+00,7.539062449435092461e-02,8.406206072613872093e-01,8.398876824426185217e-02
6.819999999999983409e+00,1.260000000000000231e+00,7.623415905939688597e-02,8.411875004470613648e-01,8.257834049354167982e-02
6.879999999999983018e+00,1.260000000000000231e+00,7.708535551884083958e-02,8.417262719658906711e-01,8.118837251526840604e-02
6.939999999999982627e+00,1.260000000000000231e+00,7.794425483552377965e-02,8.422370582549859597e-01,7.981868690949016354e-02
6.999999999999982236e+00,1.260000000000000231e+00,7.881089759559010977e-02,8.427199984750357586e-01,7.846910392937408996e-02
7.059999999999981846e+00,1.260000000000000231e+00,7.968532398807139094e-02,8.431752343862652932e-01,7.713944162566324647e-02
7.119999999999981455e+00,1.260000000000000231e+00,8.056757378419783511e-02,8.436029102268707280e-01,7.582951598893147849e-02
7.179999999999981064e+00,1.260000000000000231e+00,8.145768631644564883e-02,8.440031725939989293e-01,7.453914108955538020e-02
7.239999999999980673e+00,1.260000000000000231e+00,8.235570045733393851e-02,8.443761703273398034e-01,7.326812921532610545e-02
7.299999999999980282e+00,1.260000000000000231e+00,8.326165459797935098e-02,8.447220543953878336e-01,7.201629100663282934e-02
7.359999999999979892e+00,1.260000000000000231e+00,8.417558662642163347e-02,8.450409777844264392e-01,7.078343558915191347e-02
7.419999999999979501e+00,1.260000000000000231e+00,8.509753390573106258e-02,8.453330953902857825e-01,6.956937070398323819e-02
7.479999999999979110e+00,1.260000000000000231e+00,8.602753325191053735e-02,8.455985639129079967e-01,6.837390283518170186e-02
7.539999999999978719e+00,1.260000000000000231e+00,8.696562091160379981e-02,8.458375417537618013e-01,6.719683733463439890e-02
7.599999999999978328e+00,1.260000000000000231e+00,8.791183253962306376e-02,8.460501889161342604e-01,6.603797854424260649e-02
7.659999999999977938e+00,1.260000000000000231e+00,8.886620317630893051e-02,8.462366669083210002e-01,6.489712991537004150e-02
7.719999999999977547e+00,1.260000000000000231e+00,8.982876722473628894e-02,8.463971386497384231e-01,6.377409412552523249e-02
7.779999999999977156e+00,1.260000000000000231e+00,9.079955842777887032e-02,8.465317683799695736e-01,6.266867319225151445e-02
7.839999999999976765e+00,1.260000000000000231e+00,9.177860984504757069e-02,8.466407215707522083e-01,6.158066858420014472e-02
4.299999999999999822e+00,1.300000000000000266e+00,3.661619773176268133e-02,7.625338609334556539e-01,2.008499413347815676e-01
4.359999999999999432e+00,1.300000000000000266e+00,3.707797263716413466e-02,7.648046864494154606e-01,1.981173409134203700e-01
4.419999999999999041e+00,1.300000000000000266e+00,3.754478456033769757e-02,7.670478342470044009e-01,1.954073811926579918e-01
4.479999999999998650e+00,1.300000000000000266e+00,3.801667247726103066e-02,7.692630825096080649e-01,1.927202450131308975e-01
4.539999999999998259e+00,1.300000000000000266e+00,3.849367554533700969e-02,7.714502186436625886e-01,1.900561058110003532e-01
4.599999999999997868e+00,1.300000000000000266e+00,3.897583310299639753e-02,7.736090392799451765e-01,1.874151276170585578e-01
4.659999999999997478e+00,1.300000000000000266e+00,3.946318466906686973e-02,7.757393502666871665e-01,1.847974650642458805e-01
4.719999999999997087e+00,1.300000000000000266e+00,3.995576994189957432e-02,7.778409666546491907e-01,1.822032634034512766e-01
4.779999999999996696e+00,1.300000000000000266e+00,4.045362879824385832e-02,7.799137126743002080e-01,1.796326585274560239e-01
4.839999999999996305e+00,1.300000000000000266e+00,4.095680129186059226e-02,7.819574217052628340e-01,1.770857770028765044e-01
4.899999999999995914e+00,1.300000000000000266e+00,4.146532765186626557e-02,7.839719362381954992e-01,1.745627361099382491e-01
4.959999999999995524e+00,1.300000000000000266e+00,4.197924828079825643e-02,7.859571078292845181e-01,1.720636438899172393e-01
5.019999999999995133e+00,1.300000000000000266e+00,4.249860375239368493e-02,7.879127970475410248e-01,1.695885992000651654e-01
5.079999999999994742e+00,1.300000000000000266e+00,4.302343480907329376e-02,7.898388734150977308e-01,1.671376917758289338e-01
5.139999999999994351e+00,1.300000000000000266e+00,4.355378235912259893e-02,7.917352153407094528e-01,1.647110023001679968e-01
5.199999999999993960e+00,1.300000000000000266e+00,4.408968747356302453e-02,7.936017100466739027e-01,1.623086024797630034e-01
5.259999999999993570e+00,1.300000000000000266e+00,4.463119138270566638e-02,7.954382534893926771e-01,1.599305551279016913e-01
5.319999999999993179e+00,1.300000000000000266e+00,4.517833547238060687e-02,7.972447502737962655e-01,1.575769142538230028e-01
5.379999999999992788e+00,1.300000000000000266e+00,4.573116127983515439e-02,7.990211135618712213e-01,1.552477251582936035e-01
5.439999999999992397e+00,1.300000000000000266e+00,4.628971048929510917e-02,8.007672649755207539e-01,1.529430245351841022e-01
5.499999999999992006e+00,1.300000000000000266e+00,4.685402492718235279e-02,8.024831344940088762e-01,1.506628405788086877e-01
5.559999999999991616e+00,1.300000000000000266e+00,4.742414655698404952e-02,8.041686603462272487e-01,1.484071930967887087e-01
5.619999999999991225e+00,1.300000000000000266e+00,4.800011747376712462e-02,8.058237888980396280e-01,1.461760936281931433e-01
5.679999999999990834e+00,1.300000000000000266e+00,4.858197989833425157e-02,8.074484745349544967e-01,1.439695455667112656e-01
5.739999999999990443e+00,1.300000000000000266e+00,4.916977617101566528e-02,8.090426795403801163e-01,1.417875442886041559e-01
5.799999999999990052e+00,1.300000000000000266e+00,4.976354874509358178e-02,8.106063739697207948e-01,1.396300772851855609e-01
5.859999999999989662e+00,1.300000000000000266e+00,5.036334017985429068e-02,8.121395355205682787e-01,1.374971242995774168e-01
5.919999999999989271e+00,1.300000000000000266e+00,5.096919313326594286e-02,8.136421493992479492e-01,1.353886574674861565e-01
5.979999999999988880e+00,1.300000000000000266e+00,5.158115035427728728e-02,8.151142081839782838e-01,1.333046414617442832e-01
6.039999999999988489e+00,1.300000000000000266e+00,5.219925467473632980e-02,8.165557116848998209e-01,1.312450336403638285e-01
6.099999999999988098e+00,1.300000000000000266e+00,5.282354900092492422e-02,8.179666668012266495e-01,1.292097841978484263e-01
6.159999999999987708e+00,1.300000000000000266e+00,5.345407630470899729e-02,8.193470873757813244e-01,1.271988363195098726e-01
6.219999999999987317e+00,1.300000000000000266e+00,5.409087961430177754e-02,8.206969940471574576e-01,1.252121263385407579e-01
6.279999999999986926e+00,1.300000000000000266e+00,5.473400200463916787e-02,8.220164140997680002e-01,1.232495838955928874e-01
6.339999999999986535e+00,1.300000000000000266e+00,5.538348658736705343e-02,8.233053813120163600e-01,1.213111321006165588e-01
6.399999999999986144e+00,1.300000000000000266e+00,5.603937650043942093e-02,8.245639358028427068e-01,1.193966876967178653e-01
6.459999999999985754e+00,1.300000000000000266e+00,5.670171489732771242e-02,8.257921238768779482e-01,1.175061612257942006e-01
6.519999999999985363e+00,1.300000000000000266e+00,5.737054493584222564e-02,8.269899978684456254e-01,1.156394571957121142e-01
6.579999999999984972e+00,1.300000000000000266e+00,5.804590976656565093e-02,8.281576159846373297e-01,1.137964742487971442e-01
6.639999999999984581e+00,1.300000000000000266e+00,5.872785252090058361e-02,8.292950421476926737e-01,1.119771053314066456e-01
6.699999999999984190e+00,1.300000000000000266e+00,5.941641629873264940e-02,8.304023458369015342e-01,1.101812378643657053e-01
6.759999999999983800e+00,1.300000000000000266e+00,6.011164415571079722e-02,8.314796019302428398e-01,1.084087539140463213e-01
6.819999999999983409e+00,1.300000000000000266e+00,6.081357909014772911e-02,8.325268905459722868e-01,1.066595303638799841e-01
6.879999999999983018e+00,1.300000000000000266e+00,6.152226402954285439e-02,8.335442968843610467e-01,1.049334390860960781e-01
6.939999999999982627e+00,1.300000000000000266e+00,6.223774181673157047e-02,8.345319110697824172e-01,1.032303471134861789e-01
6.999999999999982236e+00,1.300000000000000266e+00,6.296005519566340303e-02,8.354898279933385963e-01,1.015501168109980562e-01
7.059999999999981846e+00,1.300000000000000266e+00,6.368924679681428613e-02,8.364181471562117665e-01,9.989260604697389190e-02
7.119999999999981455e+00,1.300000000000000266e+00,6.442535912223645855e-02,8.373169725139169017e-01,9.825766836384659808e-02
7.179999999999981064e+00,1.300000000000000266e+00,6.516843453025088218e-02,8.381864123216279383e-01,9.664515314812123503e-02
7.239999999999980673e+00,1.300000000000000266e+00,6.591851521978721318e-02,8.390265789807415109e-01,9.505490579947128982e-02
7.299999999999980282e+00,1.300000000000000266e+00,6.667564321437749464e-02,8.398375888868355732e-01,9.348676789878676563e-02
7.359999999999979892e+00,1.300000000000000266e+00,6.743986034580840006e-02,8.406195622791728939e-01,9.194057737501866445e-02
7.419999999999979501e+00,1.300000000000000266e+00,6.821120823743856421e-02,8.413726230918910920e-01,9.041616867067028829e-02
7.479999999999979110e+00,1.300000000000000266e+00,6.898972828718853700e-02,8.420968988070186567e-01,8.891337290579283403e-02
7.539999999999978719e+00,1.300000000000000266e+00,6.977546165020850899e-02,8.427925203094416284e-01,8.743201804034983482e-02
7.599999999999978328e+00,1.300000000000000266e+00,7.056844922123280128e-02,8.434596217439453980e-01,8.597192903482174520e-02
7.659999999999977938e+00,1.300000000000000266e+00,7.136873161662769804e-02,8.440983403744440894e-01,8.453292800892814318e-02
7.719999999999977547e+00,1.300000000000000266e+00,7.217634915614101754e-02,8.447088164455065495e-01,8.311483439835246068e-02
7.779999999999977156e+00,1.300000000000000266e+00,7.299134184436170680e-02,8.452911930462772006e-01,8.171746510936114816e-02
7.839999999999976765e+00,1.300000000000000266e+00,7.381374935189786990e-02,8.458456159768872329e-01,8.034063467121486946e-02
4.299999999999999822e+00,1.340000000000000302e+00,2.844531947318447440e-02,7.254815830200573856e-01,2.460730975067580983e-01
4.359999999999999432e+00,1.340000000000000302e+00,2.881892243394610850e-02,7.281917189803019941e-01,2.429893585857518801e-01
4.419999999999999041e+00,1.340000000000000302e+00,2.919683779795809522e-02,7.308780773615896065e-01,2.399250848404523018e-01
4.479999999999998650e+00,1.340000000000000302e+00,2.957910053161348293e-02,7.335403017756871868e-01,2.368805976926992574e-01
4.539999999999998259e+00,1.340000000000000302e+00,2.996574575993213307e-02,7.361780445219454627e-01,2.338562097181224042e-01
4.599999999999997868e+00,1.340000000000000302e+00,3.035680876852901028e-02,7.387909667148429005e-01,2.308522245166282072e-01
4.659999999999997478e+00,1.340000000000000302e+00,3.075232500550173845e-02,7.413787384023169391e-01,2.278689365921813814e-01
4.719999999999997087e+00,1.340000000000000302e+00,3.115233008322801020e-02,7.439410386748159798e-01,2.249066312419560343e-01
4.779999999999996696e+00,1.340000000000000302e+00,3.155685978006182724e-02,7.464775557650206173e-01,2.219655844549176249e-01
4.839999999999996305e+00,1.340000000000000302e+00,3.196595004191900985e-02,7.489879871382044696e-01,2.190460628198765414e-01
4.899999999999995914e+00,1.340000000000000302e+00,3.237963698374148741e-02,7.514720395732197300e-01,2.161483234430388312e-01
4.959999999999995524e+00,1.340000000000000302e+00,3.279795689083037785e-02,7.539294292341058856e-01,2.132726138750638545e-01
5.019999999999995133e+00,1.340000000000000302e+00,3.322094622003744779e-02,7.563598817323432533e-01,2.104191720476192851e-01
5.079999999999994742e+00,1.340000000000000302e+00,3.364864160080476702e-02,7.587631321797840833e-01,2.075882262194110872e-01
5.139999999999994351e+00,1.340000000000000302e+00,3.408107983604282548e-02,7.611389252323100818e-01,2.047799949316470858e-01
5.199999999999993960e+00,1.340000000000000302e+00,3.451829790283640620e-02,7.634870151242841851e-01,2.019946869728793115e-01
5.259999999999993570e+00,1.340000000000000302e+00,3.496033295296933213e-02,7.658071656938785221e-01,1.992325013531520417e-01
5.319999999999993179e+00,1.340000000000000302e+00,3.540722231325696412e-02,7.680991503993699343e-01,1.964936272873731016e-01
5.379999999999992788e+00,1.340000000000000302e+00,3.585900348567777618e-02,7.703627523265197397e-01,1.937782441878023731e-01
5.439999999999992397e+00,1.340000000000000302e+00,3.631571414729408559e-02,7.725977641871569768e-01,1.910865216655488752e-01
5.499999999999992006e+00,1.340000000000000302e+00,3.677739214995223715e-02,7.748039883091043523e-01,1.884186195409434106e-01
5.559999999999991616e+00,1.340000000000000302e+00,3.724407551975348479e-02,7.769812366175985474e-01,1.857746878626478360e-01
5.619999999999991225e+00,1.340000000000000302e+00,3.771580245628666089e-02,7.791293306083676429e-01,1.831548669353458281e-01
5.679999999999990834e+00,1.340000000000000302e+00,3.819261133161266225e-02,7.812481013125355256e-01,1.805592873558518330e-01
5.739999999999990443e+00,1.340000000000000302e+00,3.867454068899390390e-02,7.833373892535493432e-01,1.779880700574568986e-01
5.799999999999990052e+00,1.340000000000000302e+00,3.916162924135850598e-02,7.853970443963138592e-01,1.754413263623276209e-01
5.859999999999989662e+00,1.340000000000000302e+00,3.965391586949299635e-02,7.874269260887489796e-01,1.729191580417579477e-01
5.919999999999989271e+00,1.340000000000000302e+00,4.015143961995353006e-02,7.894269029959791739e-01,1.704216573840673377e-01
5.979999999999988880e+00,1.340000000000000302e+00,4.065423970269003290e-02,7.913968530273833846e-01,1.679489072699265340e-01
6.039999999999988489e+00,1.340000000000000302e+00,4.116235548837460928e-02,7.933366632567343535e-01,1.655009812548908776e-01
6.099999999999988098e+00,1.340000000000000302e+00,4.167582650542762945e-02,7.952462298356681725e-01,1.630779436589040732e-01
6.159999999999987708e+00,1.340000000000000302e+00,4.219469243673495268e-02,7.971254579007280849e-01,1.606798496625370387e-01
6.219999999999987317e+00,1.340000000000000302e+00,4.271899311604946542e-02,7.989742614742357807e-01,1.583067454097147886e-01
6.279999999999986926e+00,1.340000000000000302e+00,4.324876852407105732e-02,8.007925633592481995e-01,1.559586681166807154e-01
6.339999999999986535e+00,1.340000000000000302e+00,4.378405878419953240e-02,8.025802950288568605e-01,1.536356461869434475e-01
6.399999999999986144e+00,1.340000000000000302e+00,4.432490415795436317e-02,8.043373965101002776e-01,1.513376993319453800e-01
6.459999999999985754e+00,1.340000000000000302e+00,4.487134504005673569e-02,8.060638162627529191e-01,1.490648386971903661e-01
6.519999999999985363e+00,1.340000000000000302e+00,4.542342195316920878e-02,8.077595110532679312e-01,1.468170669935628947e-01
6.579999999999984972e+00,1.340000000000000302e+00,4.598117554228783876e-02,8.094244458241400819e-01,1.445943786335720793e-01
6.639999999999984581e+00,1.340000000000000302e+00,4.654464656878402190e-02,8.110585935589683659e-01,1.423967598722474803e-01
6.699999999999984190e+00,1.340000000000000302e+00,4.711387590409106541e-02,8.126619351434914984e-01,1.402241889524172558e-01
6.759999999999983800e+00,1.340000000000000302e+00,4.768890452303306549e-02,8.142344592228706324e-01,1.380766362540961079e-01
6.819999999999983409e+00,1.340000000000000302e+00,4.826977349679271306e-02,8.157761620554957460e-01,1.359540644477115479e-01
6.879999999999983018e+00,1.340000000000000302e+00,4.885652398551594555e-02,8.172870473635890365e-01,1.338564286508950318e-01
6.939999999999982627e+00,1.340000000000000302e+00,4.944919723055070382e-02,8.187671261808764367e-01,1.317836765885728179e-01
6.999999999999982236e+00,1.340000000000000302e+00,5.004783454631853146e-02,8.202164166975992599e-01,1.297357487560822087e-01
7.059999999999981846e+00,1.340000000000000302e+00,5.065247731181701796e-02,8.216349441031312040e-01,1.277125785850518613e-01
7.119999999999981455e+00,1.340000000000000302e+00,5.126316696175273885e-02,8.230227404264663926e-01,1.257140926117807922e-01
7.179999999999981064e+00,1.340000000000000302e+00,5.187994497730356175e-02,8.243798443748410198e-01,1.237402106478554531e-01
7.239999999999980673e+00,1.340000000000000302e+00,5.250285287650991589e-02,8.257063011707412858e-01,1.217908459527487913e-01
7.299999999999980282e+00,1.340000000000000302e+00,5.313193220429583002e-02,8.270021623875547512e-01,1.198659054081494396e-01
7.359999999999979892e+00,1.340000000000000302e+00,5.376722452211939868e-02,8.282674857841105798e-01,1.179652896937701256e-01
7.419999999999979501e+00,1.340000000000000302e+00,5.440877139725414785e-02,8.295023351383505883e-01,1.160888934643953402e-01
7.479999999999979110e+00,1.340000000000000302e+00,5.505661439170200788e-02,8.307067800803726865e-01,1.142366055279252363e-01
7.539999999999978719e+00,1.340000000000000302e+00,5.571079505074022498e-02,8.318808959250724167e-01,1.124083090241873029e-01
