sepal width (cm),petal length (cm),setosa,versicolor,virginica
2.960000000000000853e+00,4.343333333333335489e+00,2.443108843097746216e-02,8.533772607167534607e-01,1.221916508522691708e-01
3.000000000000000888e+00,4.343333333333335489e+00,2.586188725358964588e-02,8.653158441096715503e-01,1.088222686367387032e-01
3.040000000000000924e+00,4.343333333333335489e+00,2.734317844484534035e-02,8.758055455128873623e-01,9.685127604226738407e-02
3.080000000000000959e+00,4.343333333333335489e+00,2.887928346221982009e-02,8.849496713244374702e-01,8.617104521334278955e-02
3.120000000000000995e+00,4.343333333333335489e+00,3.047508553689323718e-02,8.928534485719050728e-01,7.667146589120160671e-02
3.160000000000001030e+00,4.343333333333335489e+00,3.213600089140139504e-02,8.996206195802548544e-01,6.824337952834383381e-02
3.200000000000001066e+00,4.343333333333335489e+00,3.386795964833475697e-02,9.053508636927148912e-01,6.078117665895040739e-02
3.240000000000001101e+00,4.343333333333335489e+00,3.567739770947098155e-02,9.101379580933562918e-01,5.418464419717258784e-02
3.280000000000001137e+00,4.343333333333335489e+00,3.757126005020976212e-02,9.140685667735968245e-01,4.836017317619354522e-02
3.320000000000001172e+00,4.343333333333335489e+00,3.955701527755999675e-02,9.172215401436708548e-01,4.322144457876923862e-02
3.360000000000001208e+00,4.343333333333335489e+00,4.164268090792884458e-02,9.196676124940623698e-01,3.868970659800877177e-02
3.400000000000001243e+00,4.343333333333335489e+00,4.383685858806001673e-02,9.214693959881398166e-01,3.469374542380012499e-02
3.440000000000001279e+00,4.343333333333335489e+00,4.614877836117323162e-02,9.226815846566820412e-01,3.116963698214457457e-02
3.480000000000001315e+00,4.343333333333335489e+00,4.858835102715234472e-02,9.233512975256686905e-01,2.806035144717897861e-02
3.520000000000001350e+00,4.343333333333335489e+00,5.116622762365109073e-02,9.235185049774202737e-01,2.531526739892856967e-02
3.560000000000001386e+00,4.343333333333335489e+00,5.389386503449515586e-02,9.232164958445941982e-01,2.288963912091064243e-02
3.600000000000001421e+00,4.343333333333335489e+00,5.678359668940927835e-02,9.224723541815625927e-01,2.074404912902813244e-02
3.640000000000001457e+00,4.343333333333335489e+00,5.984870723670557280e-02,9.213074240888384780e-01,1.884386867445591446e-02
3.680000000000001492e+00,4.343333333333335489e+00,6.310350993372976225e-02,9.197377485194720981e-01,1.715874154679821947e-02
3.720000000000001528e+00,4.343333333333335489e+00,6.656342529687636622e-02,9.177744739093641746e-01,1.566210079375954592e-02
3.760000000000001563e+00,4.343333333333335489e+00,7.024505927400971628e-02,9.154242170223716446e-01,1.433072370361864606e-02
3.800000000000001599e+00,4.343333333333335489e+00,7.416627883882964678e-02,9.126893938610973755e-01,1.314432730007302277e-02
3.840000000000001634e+00,4.343333333333335489e+00,7.834628245231058108e-02,9.095685131172192017e-01,1.208520443047030393e-02
3.880000000000001670e+00,4.343333333333335489e+00,8.280566228614695545e-02,9.060564386385075997e-01,1.113789907534548651e-02
3.920000000000001705e+00,4.343333333333335489e+00,8.756645445561940522e-02,9.021446269521673500e-01,1.028891859221318233e-02
3.960000000000001741e+00,4.343333333333335489e+00,9.265217276770104649e-02,8.978213471458321715e-01,9.526480086466724770e-03
4.000000000000001776e+00,4.343333333333335489e+00,9.808782066470485284e-02,8.930718914710760181e-01,8.840287864219158534e-03
4.040000000000001812e+00,4.343333333333335489e+00,1.038998751542017651e-01,8.878787859666253945e-01,8.221338879172821260e-03
4.080000000000001847e+00,4.343333333333335489e+00,1.101162355951673250e-01,8.822220112321833563e-01,7.661753172649317899e-03
4.120000000000001883e+00,4.343333333333335489e+00,1.167661293079125667e-01,8.760792442177227635e-01,7.154626474364650726e-03
4.160000000000001918e+00,4.343333333333335489e+00,1.238799651614600206e-01,8.694261324921908063e-01,6.693902346349045636e-03
4.200000000000001954e+00,4.343333333333335489e+00,1.314891256609146686e-01,8.622366128503203830e-01,6.274261488764874654e-03
4.240000000000001990e+00,4.343333333333335489e+00,1.396256877300131594e-01,8.544832862028517440e-01,5.891026067135110567e-03
4.280000000000002025e+00,4.343333333333335489e+00,1.483220625086381639e-01,8.461378603371632057e-01,5.540077154198584479e-03
4.320000000000002061e+00,4.343333333333335489e+00,1.576105452344985780e-01,8.371716711665669886e-01,5.217783598934406554e-03
4.360000000000002096e+00,4.343333333333335489e+00,1.675227678423023836e-01,8.275562913218227346e-01,4.920940835874923480e-03
2.000000000000000000e+00,4.441666666666668206e+00,2.605767268314415977e-03,2.223153292074279697e-01,7.750789035242575675e-01
2.040000000000000036e+00,4.441666666666668206e+00,2.870501307294751839e-03,2.391707063726785931e-01,7.579587923200266086e-01
2.080000000000000071e+00,4.441666666666668206e+00,3.165765267112663223e-03,2.574090053310014725e-01,7.394252294018858196e-01
2.120000000000000107e+00,4.441666666666668206e+00,3.494485019980445549e-03,2.770758211255993086e-01,7.194296938544202380e-01
2.160000000000000142e+00,4.441666666666668206e+00,3.859629594544482060e-03,2.981981324271077427e-01,6.979422379783477570e-01
2.200000000000000178e+00,4.441666666666668206e+00,4.264140409635713835e-03,3.207793303993452527e-01,6.749565291910190057e-01
2.240000000000000213e+00,4.441666666666668206e+00,4.710846325994734983e-03,3.447942377447119067e-01,6.504949159292934269e-01
2.280000000000000249e+00,4.441666666666668206e+00,5.202367234155148672e-03,3.701845063238803357e-01,6.246131264419644280e-01
2.320000000000000284e+00,4.441666666666668206e+00,5.741011046616601929e-03,3.968548694820988043e-01,5.974041194712845781e-01
2.360000000000000320e+00,4.441666666666668206e+00,6.328671198403109169e-03,4.246707768545153194e-01,5.690005519470815454e-01
2.400000000000000355e+00,4.441666666666668206e+00,6.966733708318145583e-03,4.534579313875757300e-01,5.395753349041061409e-01
2.440000000000000391e+00,4.441666666666668206e+00,7.656004050071285767e-03,4.830041607645550461e-01,5.093398351853736239e-01
2.480000000000000426e+00,4.441666666666668206e+00,8.396664063495332120e-03,5.130638793630555305e-01,4.785394565734491512e-01
2.520000000000000462e+00,4.441666666666668206e+00,9.188267565025521125e-03,5.433651408531773308e-01,4.474465915817970596e-01
2.560000000000000497e+00,4.441666666666668206e+00,1.002978012292768395e-02,5.736189752185791857e-01,4.163512446584931026e-01
2.600000000000000533e+00,4.441666666666668206e+00,1.091966393785069774e-02,6.035303958688879034e-01,3.855499401932614423e-01
2.640000000000000568e+00,4.441666666666668206e+00,1.185600357057127463e-02,6.328102109123913133e-01,3.553337855170373705e-01
2.680000000000000604e+00,4.441666666666668206e+00,1.283666329489823940e-02,6.611866313087496616e-01,3.259767053963521510e-01
2.720000000000000639e+00,4.441666666666668206e+00,1.385946306876544194e-02,6.884156713857094712e-01,2.977248655455251303e-01
2.760000000000000675e+00,4.441666666666668206e+00,1.492235823871478941e-02,7.142894873445310155e-01,2.707881544167542454e-01
2.800000000000000711e+00,4.441666666666668206e+00,1.602360843521640973e-02,7.386420677435170390e-01,2.453343238212666033e-01
2.840000000000000746e+00,4.441666666666668206e+00,1.716192350234365879e-02,7.613520230300246938e-01,2.214860534676316439e-01
2.880000000000000782e+00,4.441666666666668206e+00,1.833657814423093543e-02,7.823425560837673487e-01,1.993208657720016985e-01
2.920000000000000817e+00,4.441666666666668206e+00,1.954749144430165467e-02,8.015789764746362733e-01,1.788735320810621032e-01
2.960000000000000853e+00,4.441666666666668206e+00,2.079527170220827822e-02,8.190643109353753504e-01,1.601404173624163263e-01
3.000000000000000888e+00,4.441666666666668206e+00,2.208123050476316213e-02,8.348336487225760383e-01,1.430851207726608343e-01
3.040000000000000924e+00,4.441666666666668206e+00,2.340737225355039516e-02,8.489478521462290317e-01,1.276447756002206113e-01
3.080000000000000959e+00,4.441666666666668206e+00,2.477636645552597910e-02,8.614871831503734256e-01,1.137364503941005189e-01
3.120000000000000995e+00,4.441666666666668206e+00,2.619151010839902358e-02,8.725452757552520922e-01,1.012632141363488669e-01
3.160000000000001030e+00,4.441666666666668206e+00,2.765668676911029605e-02,8.822237490911122304e-01,9.011956413977745273e-02
3.200000000000001066e+00,4.441666666666668206e+00,2.917632770130848541e-02,8.906276280236909981e-01,8.019604427500048871e-02
3.240000000000001101e+00,4.441666666666668206e+00,3.075537913952120297e-02,8.978616313420573203e-01,7.138298951842148021e-02
3.280000000000001137e+00,4.441666666666668206e+00,3.239927839444198265e-02,9.040273070343888273e-01,6.357341457116912065e-02
3.320000000000001172e+00,4.441666666666668206e+00,3.411394038562295949e-02,9.092209405106510545e-01,5.666511910372582644e-02
3.360000000000001208e+00,4.441666666666668206e+00,3.590575528451825371e-02,9.135321313741304738e-01,5.056211334135106428e-02
3.400000000000001243e+00,4.441666666666668206e+00,3.778159728961198033e-02,9.170429224543346081e-01,4.517548025605323814e-02
3.440000000000001279e+00,4.441666666666668206e+00,3.974884411071535895e-02,9.198273659616644782e-01,4.042378992762023920e-02
3.480000000000001315e+00,4.441666666666668206e+00,4.181540646932492555e-02,9.219514210345767236e-01,3.623317249609846191e-02
3.520000000000001350e+00,4.441666666666668206e+00,4.398976677930338530e-02,9.234730907978726533e-01,3.253714242282380181e-02
3.560000000000001386e+00,4.441666666666668206e+00,4.628102611264351546e-02,9.244427225448433871e-01,2.927625134251297251e-02
3.600000000000001421e+00,4.441666666666668206e+00,4.869895854031151133e-02,9.249034099400028630e-01,2.639763151968570198e-02
3.640000000000001457e+00,4.441666666666668206e+00,5.125407193688957808e-02,9.248914501119073206e-01,2.385447795120308398e-02
3.680000000000001492e+00,4.441666666666668206e+00,5.395767432540579667e-02,9.244368206242871144e-01,2.160550505030719992e-02
3.720000000000001528e+00,4.441666666666668206e+00,5.682194479637956569e-02,9.235636514164669020e-01,1.961440378715366764e-02
3.760000000000001563e+00,4.441666666666668206e+00,5.986000794794786584e-02,9.222906749666186510e-01,1.784931708543360460e-02
3.800000000000001599e+00,4.441666666666668206e+00,6.308601065014915465e-02,9.206316443611844980e-01,1.628234498866643412e-02
3.840000000000001634e+00,4.441666666666668206e+00,6.651519972616730392e-02,9.185957139166982532e-01,1.488908635713439600e-02
3.880000000000001670e+00,4.441666666666668206e+00,7.016399885808172199e-02,9.161877807734747359e-01,1.364822036844350571e-02
3.920000000000001705e+00,4.441666666666668206e+00,7.405008265705545489e-02,9.134087887252444471e-01,1.254112861769996097e-02
3.960000000000001741e+00,4.441666666666668206e+00,7.819244538190318894e-02,9.102559976950755916e-01,1.155155692302134787e-02
4.000000000000001776e+00,4.441666666666668206e+00,8.261146124157744963e-02,9.067232239093929724e-01,1.066531484902965947e-02
4.040000000000001812e+00,4.441666666666668206e+00,8.732893257538421050e-02,9.028010571143058050e-01,9.870010310309818014e-03
4.080000000000001847e+00,4.441666666666668206e+00,9.236812147354880875e-02,8.984770622408736473e-01,9.154816285577448490e-03
4.120000000000001883e+00,4.441666666666668206e+00,9.775375959088725142e-02,8.937359738430767919e-01,8.510266566036050334e-03
4.160000000000001918e+00,4.441666666666668206e+00,1.035120300382692538e-01,8.885598924561297629e-01,7.928077505601038855e-03
4.200000000000001954e+00,4.441666666666668206e+00,1.096705143436281088e-01,8.829284927740516098e-01,7.400992882320243244e-03
4.240000000000001990e+00,4.441666666666668206e+00,1.162580966062905924e-01,8.768192542136891143e-01,6.922649180020450273e-03
4.280000000000002025e+00,4.441666666666668206e+00,1.233048161952923910e-01,8.702077249759011535e-01,6.487458828806337563e-03
4.320000000000002061e+00,4.441666666666668206e+00,1.308416597574524887e-01,8.630678310596420211e-01,6.090509182905620364e-03
4.360000000000002096e+00,4.441666666666668206e+00,1.389002830232855534e-01,8.553722417255078536e-01,5.727475251206674486e-03
2.000000000000000000e+00,4.540000000000001812e+00,2.066249597885854144e-03,1.875592205190833861e-01,8.103745298830307142e-01
2.040000000000000036e+00,4.540000000000001812e+00,2.267298969459522265e-03,2.014006664903806865e-01,7.963320345401597722e-01
2.080000000000000071e+00,4.540000000000001812e+00,2.492057756332328143e-03,2.164696173305373783e-01,7.810383249131301886e-01
2.120000000000000107e+00,4.540000000000001812e+00,2.743100556849366149e-03,2.328379708997337094e-01,7.644189285434169756e-01
2.160000000000000142e+00,4.540000000000001812e+00,3.023147084928265709e-03,2.505692490810815798e-01,7.464076038339901853e-01
2.200000000000000178e+00,4.540000000000001812e+00,3.335025954510452157e-03,2.697146098218523025e-01,7.269503642236372354e-01
2.240000000000000213e+00,4.540000000000001812e+00,3.681624500066635330e-03,2.903083321557318741e-01,7.060100433442014767e-01
2.280000000000000249e+00,4.540000000000001812e+00,4.065823832442958842e-03,3.123629279082166255e-01,6.835712482593404582e-01
2.320000000000000284e+00,4.540000000000001812e+00,4.490419526848835226e-03,3.358641295763750700e-01,6.596454508967760644e-01
2.360000000000000320e+00,4.540000000000001812e+00,4.958029987564424416e-03,3.607661065297845804e-01,6.342758634826510811e-01
2.400000000000000355e+00,4.540000000000001812e+00,5.470996555300981952e-03,3.869873566338338788e-01,6.075416468108650880e-01
2.440000000000000391e+00,4.540000000000001812e+00,6.031281622310550629e-03,4.144077874769927505e-01,5.795609309006967136e-01
2.480000000000000426e+00,4.540000000000001812e+00,6.640373071148472292e-03,4.428675171916280906e-01,5.504921097372234007e-01
2.520000000000000462e+00,4.540000000000001812e+00,7.299204822969057593e-03,4.721678675153582194e-01,5.205329276616726952e-01
2.560000000000000497e+00,4.540000000000001812e+00,8.008103702596604950e-03,5.020748775842598377e-01,4.899170187131436371e-01
2.600000000000000533e+00,4.540000000000001812e+00,8.766771812879938300e-03,5.323254376486284967e-01,4.589077905384915668e-01
2.640000000000000568e+00,4.540000000000001812e+00,9.574310989687889739e-03,5.626358494479073435e-01,4.277898395624048500e-01
2.680000000000000604e+00,4.540000000000001812e+00,1.042929184226476860e-02,5.927123067470576601e-01,3.968584014106775748e-01
2.720000000000000639e+00,4.540000000000001812e+00,1.132986490296713535e-02,6.222625116219276942e-01,3.664076234751052485e-01
2.760000000000000675e+00,4.540000000000001812e+00,1.227390634487579221e-02,6.510074565116543699e-01,3.367186371434697234e-01
2.800000000000000711e+00,4.540000000000001812e+00,1.325918651921635313e-02,6.786923512524115631e-01,3.080484622283720664e-01
2.840000000000000746e+00,4.540000000000001812e+00,1.428354703086699359e-02,7.050957731531309891e-01,2.806206798160019722e-01
2.880000000000000782e+00,4.540000000000001812e+00,1.534507167069401254e-02,7.300363487235412840e-01,2.546185796057647277e-01
2.920000000000000817e+00,4.540000000000001812e+00,1.644223824635396639e-02,7.533765918058114019e-01,2.301811699478347739e-01
2.960000000000000853e+00,4.540000000000001812e+00,1.757404173862548921e-02,7.750238633124079124e-01,2.074020949489664978e-01
3.000000000000000888e+00,4.540000000000001812e+00,1.874008350366830958e-02,7.949287225584542593e-01,1.863311939378773374e-01
3.040000000000000924e+00,4.540000000000001812e+00,1.994062561232598160e-02,8.130811647950725307e-01,1.669782095926014009e-01
3.080000000000000959e+00,4.540000000000001812e+00,2.117661316397512553e-02,8.295053626603398067e-01,1.493180241756851545e-01
3.120000000000000995e+00,4.540000000000001812e+00,2.244967009195954211e-02,8.442535527539373197e-01,1.332967771541031798e-01
3.160000000000001030e+00,4.540000000000001812e+00,2.376207544137382346e-02,8.573996516845923122e-01,1.188382728740338956e-01
3.200000000000001066e+00,4.540000000000001812e+00,2.511672744621118100e-02,8.690330768584099141e-01,1.058501956953789847e-01
3.240000000000001101e+00,4.540000000000001812e+00,2.651710221666894046e-02,8.792531148276925279e-01,9.422978295563867734e-02
3.280000000000001137e+00,4.540000000000001812e+00,2.796721278339195718e-02,8.881640480903396639e-01,8.386873912626839622e-02
3.320000000000001172e+00,4.540000000000001812e+00,2.947157293106313428e-02,8.958711360355633424e-01,7.465729103337355455e-02
3.360000000000001208e+00,4.540000000000001812e+00,3.103516892341355929e-02,9.024774556625011490e-01,6.648737541408532292e-02
3.400000000000001243e+00,4.540000000000001812e+00,3.266344103052393893e-02,9.080815447579350108e-01,5.925501421154097392e-02
3.440000000000001279e+00,4.540000000000001812e+00,3.436227579794062098e-02,9.127757521006788499e-01,5.286197210138055685e-02
3.480000000000001315e+00,4.540000000000001812e+00,3.613800926818024062e-02,9.166451813583730290e-01,4.721680937344681361e-02
3.520000000000001350e+00,4.540000000000001812e+00,3.799744086242204388e-02,9.197671123292854301e-01,4.223544680829249831e-02
3.560000000000001386e+00,4.540000000000001812e+00,3.994785731606615570e-02,9.222107900349519882e-01,3.784135264898189077e-02
3.600000000000001421e+00,4.540000000000001812e+00,4.199706589080373642e-02,9.240374847128088875e-01,3.396544939638740379e-02
3.640000000000001457e+00,4.540000000000001812e+00,4.415343601285269537e-02,9.253007408406419554e-01,3.054582314650553312e-02
3.680000000000001492e+00,4.540000000000001812e+00,4.642594847221624688e-02,9.260467487762079619e-01,2.752730275157561773e-02
3.720000000000001528e+00,4.540000000000001812e+00,4.882425132833665554e-02,9.263147870668604345e-01,2.486096160480296205e-02
3.760000000000001563e+00,4.540000000000001812e+00,5.135872167742207284e-02,9.261376962528377055e-01,2.250358206974032230e-02
3.800000000000001599e+00,4.540000000000001812e+00,5.404053242607386592e-02,9.255423557716457861e-01,2.041711180228027861e-02
3.840000000000001634e+00,4.540000000000001812e+00,5.688172316932737366e-02,9.245501443715924417e-01,1.856813245908019508e-02
3.880000000000001670e+00,4.540000000000001812e+00,5.989527417684251814e-02,9.231773714277123899e-01,1.692735439544503645e-02
3.920000000000001705e+00,4.540000000000001812e+00,6.309518233892780215e-02,9.214356719722287536e-01,1.546914568884344768e-02
3.960000000000001741e+00,4.540000000000001812e+00,6.649653770592342528e-02,9.193323623796362254e-01,1.417109991444031117e-02
4.000000000000001776e+00,4.540000000000001812e+00,7.011559896273192316e-02,9.168707567511662493e-01,1.301364428610199409e-02
4.040000000000001812e+00,4.540000000000001812e+00,7.396986580835288039e-02,9.140504463663248202e-01,1.197968782532241906e-02
4.080000000000001847e+00,4.540000000000001812e+00,7.807814575276894598e-02,9.108675463173823150e-01,1.105430792984866788e-02
4.120000000000001883e+00,4.540000000000001812e+00,8.246061229698992134e-02,9.073149147861412356e-01,1.022447291686885869e-02
4.160000000000001918e+00,4.540000000000001812e+00,8.713885082619270139e-02,9.033823514949913536e-01,9.478797678816017896e-03
4.200000000000001954e+00,4.540000000000001812e+00,9.213588782521671405e-02,8.990567827662433453e-01,8.807329408539848678e-03
4.240000000000001990e+00,4.540000000000001812e+00,9.747619823167080755e-02,8.943224414236228270e-01,8.201360344706400129e-03
4.280000000000002025e+00,4.540000000000001812e+00,1.031856848957666828e-01,8.891610505065187242e-01,7.653264597714691010e-03
4.320000000000002061e+00,4.540000000000001812e+00,1.092916232516779745e-01,8.835520204513448439e-01,7.156356296977108705e-03
4.360000000000002096e+00,4.540000000000001812e+00,1.158225634729358328e-01,8.774726700067871921e-01,6.704766520276929202e-03
2.000000000000000000e+00,4.638333333333335418e+00,1.658157605318442236e-03,1.592319216681713223e-01,8.391099207265102500e-01
2.040000000000000036e+00,4.638333333333335418e+00,1.810688809480560458e-03,1.704824037949868865e-01,8.277069073955325429e-01
2.080000000000000071e+00,4.638333333333335418e+00,1.981287302913448643e-03,1.827758372952632826e-01,8.152428754018232748e-01
2.120000000000000107e+00,4.638333333333335418e+00,2.172070365402837665e-03,1.961915586400763134e-01,8.016363709945207860e-01
2.160000000000000142e+00,4.638333333333335418e+00,2.385334990332088276e-03,2.108075444813015953e-01,7.868071205283662106e-01
2.200000000000000178e+00,4.638333333333335418e+00,2.623547416907212691e-03,2.266978512477004493e-01,7.706786013353922327e-01
2.240000000000000213e+00,4.638333333333335418e+00,2.889323036962931478e-03,2.439294500264218291e-01,7.531812269366152668e-01
2.280000000000000249e+00,4.638333333333335418e+00,3.185394712345277195e-03,2.625584514396936409e-01,7.342561538479611682e-01
2.320000000000000284e+00,4.638333333333335418e+00,3.514567818118971565e-03,2.826257697569123928e-01,7.138596624249685663e-01
2.360000000000000320e+00,4.638333333333335418e+00,3.879660944107170099e-03,3.041523491665161782e-01,6.919679898893766890e-01
2.400000000000000355e+00,4.638333333333335418e+00,4.283432216976598358e-03,3.271341659708110750e-01,6.685824018122122903e-01
2.440000000000000391e+00,4.638333333333335418e+00,4.728492679922651105e-03,3.515373218492744978e-01,6.437341854708027444e-01
2.480000000000000426e+00,4.638333333333335418e+00,5.217210044277023791e-03,3.772936428838785661e-01,6.174891470718443243e-01
2.520000000000000462e+00,4.638333333333335418e+00,5.751608256283247296e-03,4.042972784565091460e-01,5.899511132872077290e-01
2.560000000000000497e+00,4.638333333333335418e+00,6.333270424929935208e-03,4.324028307966082951e-01,5.612638987784617228e-01
2.600000000000000533e+00,4.638333333333335418e+00,6.963254338332534182e-03,4.614255168336864887e-01,5.316112288279809528e-01
2.640000000000000568e+00,4.638333333333335418e+00,7.642030598668116126e-03,4.911437517246671769e-01,5.012142176766647417e-01
2.680000000000000604e+00,4.638333333333335418e+00,8.369452907861734889e-03,5.213043434739751403e-01,4.703262036181630190e-01
2.720000000000000639e+00,4.638333333333335418e+00,9.144767984830850377e-03,5.516302148585143783e-01,4.392250171566547956e-01
2.760000000000000675e+00,4.638333333333335418e+00,9.966669030009981528e-03,5.818302578340520670e-01,4.082030731359378994e-01
2.800000000000000711e+00,4.638333333333335418e+00,1.083339197585970505e-02,6.116106289899826409e-01,3.775559790341576072e-01
2.840000000000000746e+00,4.638333333333335418e+00,1.174284870470641319e-02,6.406865706968870589e-01,3.475705805984066199e-01
2.880000000000000782e+00,4.638333333333335418e+00,1.269278689272532526e-02,6.687937405670065782e-01,3.185134725402680722e-01
2.920000000000000817e+00,4.638333333333335418e+00,1.368096302212172023e-02,6.956980774318185512e-01,2.906209595460595985e-01
2.960000000000000853e+00,4.638333333333335418e+00,1.470531398321651105e-02,7.212034190090181873e-01,2.640912670077653623e-01
3.000000000000000888e+00,4.638333333333335418e+00,1.576411371479213494e-02,7.451563777133144439e-01,2.390795085718934454e-01
3.040000000000000924e+00,4.638333333333335418e+00,1.685610418980897779e-02,7.674483191581121799e-01,2.156955766520789186e-01
3.080000000000000959e+00,4.638333333333335418e+00,1.798059407711212129e-02,7.880146107058669802e-01,1.940047952170208256e-01
3.120000000000000995e+00,4.638333333333335418e+00,1.913752278040210461e-02,8.068315638115399757e-01,1.740309134080579301e-01
3.160000000000001030e+00,4.638333333333335418e+00,2.032749152015468283e-02,8.239116539385122895e-01,1.557608545413330103e-01
3.200000000000001066e+00,4.638333333333335418e+00,2.155176615105352730e-02,8.392976595099643777e-01,1.391505743389820637e-01
3.240000000000001101e+00,4.638333333333335418e+00,2.281225825367474286e-02,8.530563305849477862e-01,1.241314111613773946e-01
3.280000000000001137e+00,4.638333333333335418e+00,2.411149172771128238e-02,8.652721045735424221e-01,1.106164036987462296e-01
3.320000000000001172e+00,4.638333333333335418e+00,2.545256185537533855e-02,8.760412596179173450e-01,9.850617852670717767e-02
3.360000000000001208e+00,4.638333333333335418e+00,2.683909289836670931e-02,8.854667623075196392e-01,8.769414479411359598e-02
3.400000000000001243e+00,4.638333333333335418e+00,2.827519904610389240e-02,8.936539442073454520e-01,7.807085674655050989e-02
3.440000000000001279e+00,4.638333333333335418e+00,2.976545220250721366e-02,9.007070423254542879e-01,6.952750547203842557e-02
3.480000000000001315e+00,4.638333333333335418e+00,3.131485886353321813e-02,9.067265662014674099e-01,6.195857493499942054e-02
3.520000000000001350e+00,4.638333333333335418e+00,3.292884730109142677e-02,9.118074077729027005e-01,5.526374492600583804e-02
3.560000000000001386e+00,4.638333333333335418e+00,3.461326547054470459e-02,9.160375856066531597e-01,4.934914892280217735e-02
3.600000000000001421e+00,4.638333333333335418e+00,3.637438949357441748e-02,9.194975072782046732e-01,4.412810322822081910e-02
3.640000000000001457e+00,4.638333333333335418e+00,3.821894220420028049e-02,9.222596374450400258e-01,3.952142035075967286e-02
3.680000000000001492e+00,4.638333333333335418e+00,4.015412103979346115e-02,9.243884699921879333e-01,3.545740896801865411e-02
3.720000000000001528e+00,4.638333333333335418e+00,4.218763446582219495e-02,9.259407170144298149e-01,3.187164851974784441e-02
3.760000000000001563e+00,4.638333333333335418e+00,4.432774610164188361e-02,9.269656428385832925e-01,2.870661105977491412e-02
3.800000000000001599e+00,4.638333333333335418e+00,4.658332573032512858e-02,9.275054861604365986e-01,2.591118810923832144e-02
3.840000000000001634e+00,4.638333333333335418e+00,4.896390640084243712e-02,9.275959267490744287e-01,2.344016685008306136e-02
3.880000000000001670e+00,4.638333333333335418e+00,5.147974684473473339e-02,9.272665646340565448e-01,2.125368852120880503e-02
3.920000000000001705e+00,4.638333333333335418e+00,5.414189841573886774e-02,9.265413891513251121e-01,1.931671243293597851e-02
3.960000000000001741e+00,4.638333333333335418e+00,5.696227570732505935e-02,9.254392227987979780e-01,1.759850149387700083e-02
4.000000000000001776e+00,4.638333333333335418e+00,5.995372989997534152e-02,9.239741307675625182e-01,1.607213933246213339e-02
4.040000000000001812e+00,4.638333333333335418e+00,6.313012372900876634e-02,9.221557915381405346e-01,1.471408473285070947e-02
4.080000000000001847e+00,4.638333333333335418e+00,6.650640673750149445e-02,9.199898273348928734e-01,1.350376592760548639e-02
4.120000000000001883e+00,4.638333333333335418e+00,7.009868918065266519e-02,9.174780957664221415e-01,1.242321505292518814e-02
4.160000000000001918e+00,4.638333333333335418e+00,7.392431257182130455e-02,9.146189458650247905e-01,1.145674156315375225e-02
4.200000000000001954e+00,4.638333333333335418e+00,7.800191440154760625e-02,9.114074431572461998e-01,1.059064244120617657e-02
4.240000000000001990e+00,4.638333333333335418e+00,8.235148401629610593e-02,9.078355694979435286e-01,9.812946485760431353e-03
4.280000000000002025e+00,4.638333333333335418e+00,8.699440601372698811e-02,9.038924042959715077e-01,9.113189690301469470e-03
4.320000000000002061e+00,4.638333333333335418e+00,9.195348680123947849e-02,8.995642945335933227e-01,8.482218665167106861e-03
4.360000000000002096e+00,4.638333333333335418e+00,9.725295918660450956e-02,8.948350216884298769e-01,7.912019124965625691e-03
2.000000000000000000e+00,4.736666666666668135e+00,1.348819308222151811e-03,1.362998154048608579e-01,8.623513652869170265e-01
2.040000000000000036e+00,4.736666666666668135e+00,1.464838845238518273e-03,1.453950651240525083e-01,8.531400960307089498e-01
2.080000000000000071e+00,4.736666666666668135e+00,1.594471762293173328e-03,1.553512083421247914e-01,8.430543198955821049e-01
2.120000000000000107e+00,4.736666666666668135e+00,1.739383205814097914e-03,1.662437628764162068e-01,8.320168539177696942e-01
2.160000000000000142e+00,4.736666666666668135e+00,1.901411839678486017e-03,1.781508103780037877e-01,8.199477777823176439e-01
2.200000000000000178e+00,4.736666666666668135e+00,2.082574010938427044e-03,1.911516605047343942e-01,8.067657654843271020e-01
2.240000000000000213e+00,4.736666666666668135e+00,2.285062775321055652e-03,2.053250409104393770e-01,7.923898963142396168e-01
2.280000000000000249e+00,4.736666666666668135e+00,2.511240023817846653e-03,2.207467455234151110e-01,7.767420144527670267e-01
2.320000000000000284e+00,4.736666666666668135e+00,2.763619784739360877e-03,2.374866902954558545e-01,7.597496899198047382e-01
2.360000000000000320e+00,4.736666666666668135e+00,3.044840745257928333e-03,2.556053562899063825e-01,7.413498029648356580e-01
2.400000000000000355e+00,4.736666666666668135e+00,3.357626222121941773e-03,2.751496477988594758e-01,7.214927259790184788e-01
2.440000000000000391e+00,4.736666666666668135e+00,3.704730300189531048e-03,2.961482599989146425e-01,7.001470097008958282e-01
2.480000000000000426e+00,4.736666666666668135e+00,4.088869729743841060e-03,3.186067357465277028e-01,6.773043945237284813e-01
2.520000000000000462e+00,4.736666666666668135e+00,4.512642478091002420e-03,3.425024896689999321e-01,6.529848678529091011e-01
2.560000000000000497e+00,4.736666666666668135e+00,4.978435553971787518e-03,3.677801794963154736e-01,6.272413849497128213e-01
2.600000000000000533e+00,4.736666666666668135e+00,5.488326755069092289e-03,3.943478933634111949e-01,6.001637798815196989e-01
