sepal length (cm),sepal width (cm),setosa,versicolor,virginica
5.619999999999991225e+00,2.960000000000000853e+00,1.845385051188229986e-01,4.803093216536616361e-01,3.351521732275153931e-01
5.679999999999990834e+00,2.960000000000000853e+00,1.568844500107361983e-01,4.860939014935954927e-01,3.570216484956683645e-01
5.739999999999990443e+00,2.960000000000000853e+00,1.332281602872238124e-01,4.891148650613100224e-01,3.776569746514660819e-01
5.799999999999990052e+00,2.960000000000000853e+00,1.131504036912141103e-01,4.897988270129599031e-01,3.970507692958260559e-01
5.859999999999989662e+00,2.960000000000000853e+00,9.620879658747419350e-02,4.885587056778633031e-01,4.152324977346625312e-01
5.919999999999989271e+00,2.960000000000000853e+00,8.197100693961445472e-02,4.857741699368766097e-01,4.322548231235089911e-01
5.979999999999988880e+00,2.960000000000000853e+00,7.003534770468586301e-02,4.817815215587890609e-01,4.481831307365249373e-01
6.039999999999988489e+00,2.960000000000000853e+00,6.004155869656506439e-02,4.768703577875096911e-01,4.630880835159252862e-01
6.099999999999988098e+00,2.960000000000000853e+00,5.167466201330323666e-02,4.712846266972956499e-01,4.770407112894010648e-01
6.159999999999987708e+00,2.960000000000000853e+00,4.466435696292774676e-02,4.652262084401639353e-01,4.901094345969082000e-01
6.219999999999987317e+00,2.960000000000000853e+00,3.878183488118368272e-02,4.588597011114357027e-01,5.023584640073806007e-01
6.279999999999986926e+00,2.960000000000000853e+00,3.383533071163822431e-02,4.523175528297231907e-01,5.138471164586386752e-01
6.339999999999986535e+00,2.960000000000000853e+00,2.966526677966848172e-02,4.457050300048200353e-01,5.246297032155113893e-01
6.399999999999986144e+00,2.960000000000000853e+00,2.613950182526389790e-02,4.391047526478165097e-01,5.347557455269196236e-01
6.459999999999985754e+00,2.960000000000000853e+00,2.314896210794594247e-02,4.325806826961011708e-01,5.442703551959527930e-01
6.519999999999985363e+00,2.960000000000000853e+00,2.060377820734701770e-02,4.261815443725885388e-01,5.532146774200644712e-01
6.579999999999984972e+00,2.960000000000000853e+00,1.842995786833831126e-02,4.199437067703580828e-01,5.616263353613035747e-01
6.639999999999984581e+00,2.960000000000000853e+00,1.656657264489377196e-02,4.138935833953850674e-01,5.695398439597211260e-01
6.699999999999984190e+00,2.960000000000000853e+00,1.496340973372016839e-02,4.080496119598113203e-01,5.769869783064685009e-01
6.759999999999983800e+00,2.960000000000000853e+00,1.357903010021016543e-02,4.024238773180136008e-01,5.839970925817762337e-01
6.819999999999983409e+00,2.960000000000000853e+00,1.237917299361179779e-02,3.970234354859574766e-01,5.905973915204307811e-01
6.879999999999983018e+00,2.960000000000000853e+00,1.133545087394711298e-02,3.918513898182576782e-01,5.968131593077952157e-01
6.939999999999982627e+00,2.960000000000000853e+00,1.042428495658336354e-02,3.869077631294371433e-01,6.026679519139795937e-01
6.999999999999982236e+00,2.960000000000000853e+00,9.626038455089205859e-03,3.821902026182118495e-01,6.081837589266989585e-01
7.059999999999981846e+00,2.960000000000000853e+00,8.924311307796407161e-03,3.776945482453368252e-01,6.133811404468667572e-01
7.119999999999981455e+00,2.960000000000000853e+00,8.305366280641717988e-03,3.734152898453083624e-01,6.182793438740499248e-01
7.179999999999981064e+00,2.960000000000000853e+00,7.757661677169707358e-03,3.693459337103429108e-01,6.228964046124875198e-01
7.239999999999980673e+00,2.960000000000000853e+00,7.271470429086714440e-03,3.654792955999989768e-01,6.272492339709144771e-01
7.299999999999980282e+00,2.960000000000000853e+00,6.838569135761741330e-03,3.618077340059412950e-01,6.313536968582970088e-01
7.359999999999979892e+00,2.960000000000000853e+00,6.451983751002054492e-03,3.583233349394172040e-01,6.352246813095806521e-01
7.419999999999979501e+00,2.960000000000000853e+00,6.105781173350414981e-03,3.550180574162782876e-01,6.388761614103714015e-01
7.479999999999979110e+00,2.960000000000000853e+00,5.794898073093786815e-03,3.518838471089117959e-01,6.423212548179944026e-01
7.539999999999978719e+00,2.960000000000000853e+00,5.514999967964349763e-03,3.489127242462519707e-01,6.455722757857838001e-01
7.599999999999978328e+00,2.960000000000000853e+00,5.262364912342470079e-03,3.460968507135719907e-01,6.486407843740856771e-01
7.659999999999977938e+00,2.960000000000000853e+00,5.033787252835870800e-03,3.434285803847080820e-01,6.515376323624559873e-01
7.719999999999977547e+00,2.960000000000000853e+00,4.826497777316657127e-03,3.409004959712025884e-01,6.542730062514808820e-01
7.779999999999977156e+00,2.960000000000000853e+00,4.638097286641587082e-03,3.385054350634203457e-01,6.568564676499381028e-01
7.839999999999976765e+00,2.960000000000000853e+00,4.466501182345147120e-03,3.362365075419232463e-01,6.592969912757314921e-01
4.299999999999999822e+00,3.000000000000000888e+00,9.611771933119874767e-01,3.235396945249252587e-02,6.468837235519925462e-03
4.359999999999999432e+00,3.000000000000000888e+00,9.540196791509797380e-01,3.800735966544167149e-02,7.972961183578630359e-03
4.419999999999999041e+00,3.000000000000000888e+00,9.453549292784974023e-01,4.477729811173400409e-02,9.867772609768808711e-03
4.479999999999998650e+00,3.000000000000000888e+00,9.348703123092904077e-01,5.287380687464196538e-02,1.225588081606769977e-02
4.539999999999998259e+00,3.000000000000000888e+00,9.222036529507179337e-01,6.253264675274579354e-02,1.526370029653624158e-02
4.599999999999997868e+00,3.000000000000000888e+00,9.069454438257114059e-01,7.401012227697625900e-02,1.904443389731227607e-02
4.659999999999997478e+00,3.000000000000000888e+00,8.886477879667018520e-01,8.757246119428253872e-02,2.377975083901539763e-02
4.719999999999997087e+00,3.000000000000000888e+00,8.668431302063919208e-01,1.034779085624678574e-01,2.967896123114011075e-02
4.779999999999996696e+00,3.000000000000000888e+00,8.410758749542499579e-01,1.219499855801657734e-01,3.697413946558430337e-02
4.839999999999996305e+00,3.000000000000000888e+00,8.109490385965587578e-01,1.431414649484068768e-01,4.590949645503438620e-02
4.899999999999995914e+00,3.000000000000000888e+00,7.761855675259681231e-01,1.670908221520056858e-01,5.672361032202614256e-02
4.959999999999995524e+00,3.000000000000000888e+00,7.366995239502984738e-01,1.936762789107499272e-01,6.962419713895159901e-02
5.019999999999995133e+00,3.000000000000000888e+00,6.926664126457022785e-01,2.225764819152654395e-01,8.475710543903225425e-02
5.079999999999994742e+00,3.000000000000000888e+00,6.445761903904617673e-01,2.532498896593154969e-01,1.021739199502228468e-01
5.139999999999994351e+00,3.000000000000000888e+00,5.932499714396014534e-01,2.849449194248299677e-01,1.218051091355686066e-01
5.199999999999993960e+00,3.000000000000000888e+00,5.398053300126679499e-01,3.167480002398390115e-01,1.434466697474929553e-01
5.259999999999993570e+00,3.000000000000000888e+00,4.855666003995093294e-01,3.476669560467233744e-01,1.667664435537673240e-01
5.319999999999993179e+00,3.000000000000000888e+00,4.319328188631995080e-01,3.767356398932016903e-01,1.913315412435988294e-01
5.379999999999992788e+00,3.000000000000000888e+00,3.802302672718256282e-01,4.031175896823149807e-01,2.166521430458594188e-01
5.439999999999992397e+00,3.000000000000000888e+00,3.315819547895345609e-01,4.261860016889276181e-01,2.422320435215377932e-01
5.499999999999992006e+00,3.000000000000000888e+00,2.868200405624598548e-01,4.455650351627912786e-01,2.676149242747488111e-01
5.559999999999991616e+00,3.000000000000000888e+00,2.464525582223350830e-01,4.611295849077128306e-01,2.924178568699521419e-01
5.619999999999991225e+00,3.000000000000000888e+00,2.106799932908379469e-01,4.729716382673431196e-01,3.163483684418190722e-01
5.679999999999990834e+00,3.000000000000000888e+00,1.794465654629051887e-01,4.813472424951835693e-01,3.392061920419111032e-01
5.739999999999990443e+00,3.000000000000000888e+00,1.525078271394135210e-01,4.866182950069729007e-01,3.608738778536136338e-01
5.799999999999990052e+00,3.000000000000000888e+00,1.294989398344627285e-01,4.891997219349573656e-01,3.813013382305799337e-01
5.859999999999989662e+00,3.000000000000000888e+00,1.099935665440201632e-01,4.895177366802552221e-01,4.004886967757245175e-01
5.919999999999989271e+00,3.000000000000000888e+00,9.354892338229472970e-02,4.879806869616753473e-01,4.184703896560299508e-01
5.979999999999988880e+00,3.000000000000000888e+00,7.973665925363765394e-02,4.849613083882730602e-01,4.353020323580892859e-01
6.039999999999988489e+00,3.000000000000000888e+00,6.816155822902571215e-02,4.807879615390516226e-01,4.510504802319225681e-01
6.099999999999988098e+00,3.000000000000000888e+00,5.847093498782369309e-02,4.757422100651104713e-01,4.657868549470659536e-01
6.159999999999987708e+00,3.000000000000000888e+00,5.035756247055968304e-02,4.700604312400040730e-01,4.795820062894362579e-01
6.219999999999987317e+00,3.000000000000000888e+00,4.355850329555922135e-02,4.639376878640924518e-01,4.925038088403482228e-01
6.279999999999986926e+00,3.000000000000000888e+00,3.785162458091172882e-02,4.575326270237697890e-01,5.046157483953185308e-01
6.339999999999986535e+00,3.000000000000000888e+00,3.305102605083563155e-02,4.509726153389490566e-01,5.159763586102152910e-01
6.399999999999986144e+00,3.000000000000000888e+00,2.900217001229560276e-02,4.443586491920430981e-01,5.266391807956612992e-01
6.459999999999985754e+00,3.000000000000000888e+00,2.557717885244654987e-02,4.377698029123073264e-01,5.366530182352461376e-01
6.519999999999985363e+00,3.000000000000000888e+00,2.267054533769619767e-02,4.312671207325683431e-01,5.460623339297354661e-01
6.579999999999984972e+00,3.000000000000000888e+00,2.019535960177187839e-02,4.248969428854187935e-01,5.549076975128094391e-01
6.639999999999984581e+00,3.000000000000000888e+00,1.808007163208114054e-02,4.186937018495595630e-01,5.632262265183594074e-01
6.699999999999984190e+00,3.000000000000000888e+00,1.626576086693613810e-02,4.126822459008441801e-01,5.710519932322196679e-01
6.759999999999983800e+00,3.000000000000000888e+00,1.470386153574400508e-02,4.068797537199581593e-01,5.784163847442979067e-01
6.819999999999983409e+00,3.000000000000000888e+00,1.335428409455291857e-02,4.012973023645429738e-01,5.853484135409040556e-01
6.879999999999983018e+00,3.000000000000000888e+00,1.218387321645063824e-02,3.959411454782894024e-01,5.918749813052599507e-01
6.939999999999982627e+00,3.000000000000000888e+00,1.116514727391335234e-02,3.908137515847563415e-01,5.980211011413302247e-01
6.999999999999982236e+00,3.000000000000000888e+00,1.027527064949947111e-02,3.859146450432750508e-01,6.038100843072254920e-01
7.059999999999981846e+00,3.000000000000000888e+00,9.495217111203520591e-03,3.812410854204096866e-01,6.092636974683869333e-01
7.119999999999981455e+00,3.000000000000000888e+00,8.809089118796324322e-03,3.767886149600171986e-01,6.144022959211864476e-01
7.179999999999981064e+00,3.000000000000000888e+00,8.203563914585322928e-03,3.725514986079927482e-01,6.192449374774219306e-01
7.239999999999980673e+00,3.000000000000000888e+00,7.667442456571366659e-03,3.685230766401796365e-01,6.238094809032490584e-01
7.299999999999980282e+00,3.000000000000000888e+00,7.191281664135992617e-03,3.646960462758280230e-01,6.281126720600359592e-01
7.359999999999979892e+00,3.000000000000000888e+00,6.767094122855035580e-03,3.610626856370452442e-01,6.321702202400996118e-01
7.419999999999979501e+00,3.000000000000000888e+00,6.388102421533135324e-03,3.576150309382398196e-01,6.359968666402270321e-01
7.479999999999979110e+00,3.000000000000000888e+00,6.048537764621176802e-03,3.543450157675521739e-01,6.396064464678268280e-01
7.539999999999978719e+00,3.000000000000000888e+00,5.743474506860954398e-03,3.512445796747902249e-01,6.430119458183487513e-01
7.599999999999978328e+00,3.000000000000000888e+00,5.468693875480332492e-03,3.483057519394848200e-01,6.462255541850349116e-01
7.659999999999977938e+00,3.000000000000000888e+00,5.220571448892205764e-03,3.455207153016577326e-01,6.492587132494500590e-01
7.719999999999977547e+00,3.000000000000000888e+00,4.995984009041814361e-03,3.428818535500445241e-01,6.521221624409136997e-01
7.779999999999977156e+00,3.000000000000000888e+00,4.792232226586843474e-03,3.403817861396660205e-01,6.548259816337471673e-01
7.839999999999976765e+00,3.000000000000000888e+00,4.606976314368787552e-03,3.380133924217625374e-01,6.573796312638687800e-01
4.299999999999999822e+00,3.040000000000000924e+00,9.661553970389203938e-01,2.838005926741743457e-02,5.464543693662200254e-03
4.359999999999999432e+00,3.040000000000000924e+00,9.600428328876441375e-01,3.324777284025350055e-02,6.709394272102341128e-03
4.419999999999999041e+00,3.040000000000000924e+00,9.526456634766957698e-01,3.907854044621963258e-02,8.275796077084479618e-03
4.479999999999998650e+00,3.040000000000000924e+00,9.436909154227719476e-01,4.605975772224235598e-02,1.024932685498579701e-02
4.539999999999998259e+00,3.040000000000000924e+00,9.328575064221980018e-01,5.440597343192474927e-02,1.273652014587717783e-02
4.599999999999997868e+00,3.040000000000000924e+00,9.197748363703127650e-01,6.435687199121427338e-02,1.586829163847291654e-02
4.659999999999997478e+00,3.040000000000000924e+00,9.040259564055572739e-01,7.617127707347176591e-02,1.980276652097102269e-02
4.719999999999997087e+00,3.040000000000000924e+00,8.851579633454778051e-01,9.011541448241303098e-02,2.472662217210933391e-02
4.779999999999996696e+00,3.040000000000000924e+00,8.627027300413184774e-01,1.064435879572566135e-01,3.085368200142490219e-02
4.839999999999996305e+00,3.040000000000000924e+00,8.362109926336428467e-01,1.253698415963042101e-01,3.841916577005286687e-02
4.899999999999995914e+00,3.040000000000000924e+00,8.053016379502191402e-01,1.470304545240181948e-01,4.766790752576279683e-02
4.959999999999995524e+00,3.040000000000000924e+00,7.697252012172334235e-01,1.714395263054229734e-01,5.883527247734344351e-02
5.019999999999995133e+00,3.040000000000000924e+00,7.294358398973059820e-01,1.984434284020246964e-01,7.212073170066921057e-02
5.079999999999994742e+00,3.040000000000000924e+00,6.846599933295138829e-01,2.276837981957079704e-01,8.765620847477820221e-02
5.139999999999994351e+00,3.040000000000000924e+00,6.359445138617824123e-01,2.585814200156249520e-01,1.054740661225927051e-01
5.199999999999993960e+00,3.040000000000000924e+00,5.841654193549910001e-01,2.903525792330591271e-01,1.254820014119497618e-01
5.259999999999993570e+00,3.040000000000000924e+00,5.304836148439007193e-01,3.220636655818477356e-01,1.474527195742515173e-01
5.319999999999993179e+00,3.040000000000000924e+00,4.762465726855397152e-01,3.527194801602303587e-01,1.710339471542299261e-01
5.379999999999992788e+00,3.040000000000000924e+00,4.228514176301237382e-01,3.813693869709825490e-01,1.957791953988936851e-01
5.439999999999992397e+00,3.040000000000000924e+00,3.715980854554304380e-01,4.072083834016944071e-01,2.211935311428752382e-01
5.499999999999992006e+00,3.040000000000000924e+00,3.235646252086429864e-01,4.296511866885902031e-01,2.467841881027667550e-01
5.559999999999991616e+00,3.040000000000000924e+00,2.795285631437466889e-01,4.483662658244018662e-01,2.721051710318513339e-01
5.619999999999991225e+00,3.040000000000000924e+00,2.399428607241324285e-01,4.632690626386528621e-01,2.967880766372147927e-01
5.679999999999990834e+00,3.040000000000000924e+00,2.049597015328171179e-01,4.744839513597671199e-01,3.205563471074157067e-01
5.739999999999990443e+00,3.040000000000000924e+00,1.744858728454626307e-01,4.822893715830720018e-01,3.432247555714654230e-01
5.799999999999990052e+00,3.040000000000000924e+00,1.482514734036851356e-01,4.870599216060602643e-01,3.646886049902546278e-01
5.859999999999989662e+00,3.040000000000000924e+00,1.258771489541457289e-01,4.892151630827566433e-01,3.849076879630977110e-01
5.919999999999989271e+00,3.040000000000000924e+00,1.069308078697770864e-01,4.891800266205929559e-01,4.038891655096301103e-01
5.979999999999988880e+00,3.040000000000000924e+00,9.097019198843130094e-02,4.873577522303948473e-01,4.216720557811738379e-01
6.039999999999988489e+00,3.040000000000000924e+00,7.757149361702173063e-02,4.841138756505618534e-01,4.383146307324164437e-01
6.099999999999988098e+00,3.040000000000000924e+00,6.634625283483780445e-02,4.797687404298869862e-01,4.538850067352752649e-01
6.159999999999987708e+00,3.040000000000000924e+00,5.694945105733266455e-02,4.745959222523600807e-01,4.684546266903072409e-01
6.219999999999987317e+00,3.040000000000000924e+00,4.908158135980339454e-02,4.688243416633421368e-01,4.820940769768544132e-01
6.279999999999986926e+00,3.040000000000000924e+00,4.248696921637346718e-02,4.626423897008877240e-01,4.948706410827388713e-01
6.339999999999986535e+00,3.040000000000000924e+00,3.695002387502173413e-02,4.562029158757607283e-01,5.068470602492175514e-01
6.399999999999986144e+00,3.040000000000000924e+00,3.229056649246612315e-02,4.496283527098128840e-01,5.180810807977209720e-01
6.459999999999985754e+00,3.040000000000000924e+00,2.835896026825397362e-02,4.430155607342295410e-01,5.286254789975165513e-01
6.519999999999985363e+00,3.040000000000000924e+00,2.503146383655673740e-02,4.364401866152417542e-01,5.385283495482015015e-01
6.579999999999984972e+00,3.040000000000000924e+00,2.220602398907995864e-02,4.299604583386363865e-01,5.478335176722837208e-01
6.639999999999984581e+00,3.040000000000000924e+00,1.979859353940937802e-02,4.236204180129954366e-01,5.565809884475951819e-01
6.699999999999984190e+00,3.040000000000000924e+00,1.773998271679217906e-02,4.174526333936102729e-01,5.648073838895975030e-01
6.759999999999983800e+00,3.040000000000000924e+00,1.597321027771491514e-02,4.114804472699312710e-01,5.725463424523539180e-01
6.819999999999983409e+00,3.040000000000000924e+00,1.445130064633815860e-02,4.057198286871363524e-01,5.798288706665254422e-01
6.879999999999983018e+00,3.040000000000000924e+00,1.313546693794882120e-02,4.001808876045359620e-01,5.866836454575151683e-01
6.939999999999982627e+00,3.040000000000000924e+00,1.199362082073997943e-02,3.948691087461858595e-01,5.931372704330741819e-01
6.999999999999982236e+00,3.040000000000000924e+00,1.099915512799963004e-02,3.897863532557390709e-01,5.992144916162612800e-01
7.059999999999981846e+00,3.040000000000000924e+00,1.012995170543130527e-02,3.849316695355043949e-01,6.049383787590641992e-01
7.119999999999981455e+00,3.040000000000000924e+00,9.367573880059073058e-03,3.803019479389170843e-01,6.103304781810238167e-01
7.179999999999981064e+00,3.040000000000000924e+00,8.696609480817473620e-03,3.758924480559215908e-01,6.154109424632608905e-01
7.239999999999980673e+00,3.040000000000000924e+00,8.104136203380843048e-03,3.716972222465629305e-01,6.201986415500562178e-01
7.299999999999980282e+00,3.040000000000000924e+00,7.579286181886580633e-03,3.677094548025591214e-01,6.247112590155542433e-01
7.359999999999979892e+00,3.040000000000000924e+00,7.112890913383804539e-03,3.639217325667259417e-01,6.289653765198902624e-01
7.419999999999979501e+00,3.040000000000000924e+00,6.697191241061280220e-03,3.603262599172812330e-01,6.329765488416575492e-01
7.479999999999979110e+00,3.040000000000000924e+00,6.325600027968393026e-03,3.569150286304928477e-01,6.367593713415388157e-01
7.539999999999978719e+00,3.040000000000000924e+00,5.992507537698812774e-03,3.536799511815512664e-01,6.403275412807499789e-01
7.599999999999978328e+00,3.040000000000000924e+00,5.693121471241633161e-03,3.506129644521273070e-01,6.436939140766310130e-01
7.659999999999977938e+00,3.040000000000000924e+00,5.423335169393655834e-03,3.477061095178347050e-01,6.468705553127716001e-01
7.719999999999977547e+00,3.040000000000000924e+00,5.179618746275698772e-03,3.449515921349113334e-01,6.498687891188129617e-01
7.779999999999977156e+00,3.040000000000000924e+00,4.958928929246412057e-03,3.423418276876943889e-01,6.526992433830591800e-01
7.839999999999976765e+00,3.040000000000000924e+00,4.758634191560079732e-03,3.398694736600511024e-01,6.553718921483888682e-01
4.299999999999999822e+00,3.080000000000000959e+00,9.704106527747080602e-01,2.495721693256863424e-02,4.632130292723186764e-03
4.359999999999999432e+00,3.080000000000000959e+00,9.651862676971562083e-01,2.914979527743748536e-02,5.663937025406239577e-03
4.419999999999999041e+00,3.080000000000000959e+00,9.588696131580172199e-01,3.417033343610071522e-02,6.960053405881866211e-03
4.479999999999998650e+00,3.080000000000000959e+00,9.512246103983359458e-01,4.018399671753390689e-02,8.591392884130256632e-03
4.539999999999998259e+00,3.080000000000000959e+00,9.419702607042481635e-01,4.738279069492642992e-02,1.064694860082546907e-02
4.599999999999997868e+00,3.080000000000000959e+00,9.307769921861833717e-01,5.598572402970955486e-02,1.323728378410698320e-02
4.659999999999997478e+00,3.080000000000000959e+00,9.172658773458349790e-01,6.623621952530350798e-02,1.649790312886168647e-02
4.719999999999997087e+00,3.080000000000000959e+00,9.010128378221264889e-01,7.839526445595905446e-02,2.059189772191457810e-02
4.779999999999996696e+00,3.080000000000000959e+00,8.815605833382151868e-01,9.272850243007756121e-02,2.571091423170714443e-02
4.839999999999996305e+00,3.080000000000000959e+00,8.584414316277551027e-01,1.094854487873936633e-01,3.207311958485107445e-02
4.899999999999995914e+00,3.080000000000000959e+00,8.312139217749984210e-01,1.288695519867842088e-01,3.991652623821728696e-02
4.959999999999995524e+00,3.080000000000000959e+00,7.995147098309929312e-01,1.509992745479430132e-01,4.948601562106400009e-02
5.019999999999995133e+00,3.080000000000000959e+00,7.631240780292525283e-01,1.758629847384415579e-01,6.101293723230585830e-02
5.079999999999994742e+00,3.080000000000000959e+00,7.220383456681428447e-01,2.032741060213009154e-01,7.468754831055639254e-02
5.139999999999994351e+00,3.080000000000000959e+00,6.765363439333406115e-01,2.328367984487758058e-01,9.062685761788354111e-02
5.199999999999993960e+00,3.080000000000000959e+00,6.272220963338067667e-01,2.639346852281774791e-01,1.088432184380156709e-01
5.259999999999993570e+00,3.080000000000000959e+00,5.750251984093205371e-01,2.957535904279740557e-01,1.292212111627054072e-01
5.319999999999993179e+00,3.080000000000000959e+00,5.211469210315663458e-01,3.273425547005706648e-01,1.515105242678630448e-01
5.379999999999992788e+00,3.080000000000000959e+00,4.669537362909394473e-01,3.577065814677430344e-01,1.753396822413175460e-01
5.439999999999992397e+00,3.080000000000000959e+00,4.138364180512024149e-01,3.859136047084483212e-01,2.002499772403494027e-01
5.499999999999992006e+00,3.080000000000000959e+00,3.630647925523742825e-01,4.111923066532794935e-01,2.257429007943462518e-01
5.559999999999991616e+00,3.080000000000000959e+00,3.156695866830755981e-01,4.329999239647737697e-01,2.513304893521505212e-01
5.619999999999991225e+00,3.080000000000000959e+00,2.723729862084087183e-01,4.510489927778977837e-01,2.765780210136935535e-01
5.679999999999990834e+00,3.080000000000000959e+00,2.335736143967890310e-01,4.652943174129211545e-01,3.011320681902897589e-01
5.739999999999990443e+00,3.080000000000000959e+00,1.993770316675378129e-01,4.758909758279522006e-01,3.247319925045101252e-01
5.799999999999990052e+00,3.080000000000000959e+00,1.696546635629732069e-01,4.831380363939113409e-01,3.472073000431154521e-01
5.859999999999989662e+00,3.080000000000000959e+00,1.441131741844632330e-01,4.874212463841708920e-01,3.684655794313658750e-01
5.919999999999989271e+00,3.080000000000000959e+00,1.223603926162166872e-01,4.891636064156473229e-01,3.884760009681360038e-01
5.979999999999988880e+00,3.080000000000000959e+00,1.039597464605822030e-01,4.887879478603935901e-01,4.072523056790240958e-01
6.039999999999988489e+00,3.080000000000000959e+00,8.847035982129089482e-02,4.866919197121659102e-01,4.248377204665430562e-01
6.099999999999988098e+00,3.080000000000000959e+00,7.547347545929235235e-02,4.832336308622601773e-01,4.412928936784475398e-01
6.159999999999987708e+00,3.080000000000000959e+00,6.458763429335319384e-02,4.787253583977825744e-01,4.566870073088641901e-01
6.219999999999987317e+00,3.080000000000000959e+00,5.547554982867638346e-02,4.734327514745569343e-01,4.710916986967665920e-01
6.279999999999986926e+00,3.080000000000000959e+00,4.784538862808845883e-02,4.675773961280668134e-01,4.845772152438447278e-01
6.339999999999986535e+00,3.080000000000000959e+00,4.144863019677957894e-02,4.613411602671940170e-01,4.972102095360264040e-01
6.399999999999986144e+00,3.080000000000000959e+00,3.607608892366020309e-02,4.548712491769338340e-01,5.090526618994059005e-01
6.459999999999985754e+00,3.080000000000000959e+00,3.155316382454169399e-02,4.482853068637729921e-01,5.201615293116852445e-01
6.519999999999985363e+00,3.080000000000000959e+00,2.773498143552295681e-02,4.416761895469925037e-01,5.305888290174844979e-01
6.579999999999984972e+00,3.080000000000000959e+00,2.450181163297655146e-02,4.351162313563146089e-01,5.403819570107087911e-01
6.639999999999984581e+00,3.080000000000000959e+00,2.175494545040975933e-02,4.286609426618366858e-01,5.495841118877535791e-01
6.699999999999984190e+00,3.080000000000000959e+00,1.941310418076261021e-02,4.223521507193607194e-01,5.582347450998766947e-01
6.759999999999983800e+00,3.080000000000000959e+00,1.740937876946902288e-02,4.162206281566486199e-01,5.663699930738823607e-01
6.819999999999983409e+00,3.080000000000000959e+00,1.568866092282957328e-02,4.102882700387929238e-01,5.740230690383774093e-01
6.879999999999983018e+00,3.080000000000000959e+00,1.420551032083038415e-02,4.045698834869942417e-01,5.812246061921753082e-01
6.939999999999982627e+00,3.080000000000000959e+00,1.292239751700187921e-02,3.990746506435202123e-01,5.880029518394779275e-01
6.999999999999982236e+00,3.080000000000000959e+00,1.180826409379513199e-02,3.938073195810381510e-01,5.943844163251666979e-01
7.059999999999981846e+00,3.080000000000000959e+00,1.083734701142144430e-02,3.887691705285518662e-01,6.003934824600266618e-01
7.119999999999981455e+00,3.080000000000000959e+00,9.988220795593884954e-03,3.839587976107137757e-01,6.060529815936923637e-01
7.179999999999981064e+00,3.080000000000000959e+00,9.243018092326577353e-03,3.793727397075233876e-01,6.113842422001499743e-01
7.239999999999980673e+00,3.080000000000000959e+00,8.586795565201265495e-03,3.750059882545103140e-01,6.164072161802883754e-01
7.299999999999980282e+00,3.080000000000000959e+00,8.007017844604367302e-03,3.708523948610726317e-01,6.211405872943229767e-01
7.359999999999979892e+00,3.080000000000000959e+00,7.493137173912720571e-03,3.669049974788729518e-01,6.256018653472142921e-01
7.419999999999979501e+00,3.080000000000000959e+00,7.036250553422054681e-03,3.631562804156466817e-01,6.298074690309313217e-01
7.479999999999979110e+00,3.080000000000000959e+00,6.628819629200509607e-03,3.595983806632252477e-01,6.337727997075742747e-01
7.539999999999978719e+00,3.080000000000000959e+00,6.264441401486724875e-03,3.562232506953140199e-01,6.375123079031992379e-01
7.599999999999978328e+00,3.080000000000000959e+00,5.937660129211743722e-03,3.530227860031864284e-01,6.410395538676018079e-01
7.659999999999977938e+00,3.080000000000000959e+00,5.643812671283993457e-03,3.499889241001703510e-01,6.443672632285456503e-01
7.719999999999977547e+00,3.080000000000000959e+00,5.378901009146920369e-03,3.471137204746790883e-01,6.475073785161740147e-01
7.779999999999977156e+00,3.080000000000000959e+00,5.139486905455574635e-03,3.443894059534449714e-01,6.504711071410994583e-01
7.839999999999976765e+00,3.080000000000000959e+00,4.922604626417084565e-03,3.418084291079396264e-01,6.532689662656432361e-01
4.299999999999999822e+00,3.120000000000000995e+00,9.740524478743398662e-01,2.200669986040279524e-02,3.940852265257200650e-03
4.359999999999999432e+00,3.120000000000000995e+00,9.695818844610581966e-01,2.562043062621045461e-02,4.797684912731419067e-03
4.419999999999999041e+00,3.120000000000000995e+00,9.641840196487687642e-01,2.994432125709227399e-02,5.871659094139112731e-03
4.479999999999998650e+00,3.120000000000000995e+00,9.576561890776619235e-01,3.512256074425893632e-02,7.221250178079229552e-03
4.539999999999998259e+00,3.120000000000000995e+00,9.497549350593085249e-01,4.132477121285353661e-02,8.920293727837938502e-03
4.599999999999997868e+00,3.120000000000000995e+00,9.401911285221854486e-01,4.874756623588331200e-02,1.106130524193106590e-02
4.659999999999997478e+00,3.120000000000000995e+00,9.286266887209035925e-01,5.761433001771268381e-02,1.375898126138365603e-02
4.719999999999997087e+00,3.120000000000000995e+00,9.146744898873345742e-01,6.817201256376113905e-02,1.715349754890416190e-02
4.779999999999996696e+00,3.120000000000000995e+00,8.979036831091259385e-01,8.068337386301419056e-02,2.141294302785978071e-02
4.839999999999996305e+00,3.120000000000000995e+00,8.778532734112969305e-01,9.541285127225532237e-02,2.673387531644756676e-02
4.899999999999995914e+00,3.120000000000000995e+00,8.540571165763832795e-01,1.126042769343334887e-01,3.333860648928330117e-02
4.959999999999995524e+00,3.120000000000000995e+00,8.260831044838455872e-01,1.324493434423346383e-01,4.146755207381976061e-02
5.019999999999995133e+00,3.120000000000000995e+00,7.935876216202190081e-01,1.550473541668211663e-01,5.136502421295994353e-02
5.079999999999994742e+00,3.120000000000000995e+00,7.563828678627917412e-01,1.803596137640500752e-01,6.325751837315819748e-02
